date,high,low,VWAP,open,close,VWAP1H,VWAP3H,buy_volume,sell_volume,transaction_volume,first_trade_date,last_trade_date
2026-07-03 00:00:00,80.07,24.14,42.13,29.7,61.7,43.94,41.66,78.7,67.1,91.2,2026-07-02 14:48:37,2026-07-02 22:44:34
2026-07-03 01:00:00,77.42,-14.49,36.31,34.92,25.67,40.8,41.2,115.9,84.2,169.4,2026-07-02 14:39:52,2026-07-02 23:44:53
2026-07-03 02:00:00,63.5,-4.89,33.49,19.1,50.87,41.92,37.31,144.5,98.5,222.0,2026-07-02 14:31:15,2026-07-03 00:44:00
2026-07-03 03:00:00,56.95,-3.28,26.98,46.51,32.02,28.25,29.55,184.2,80.2,253.5,2026-07-02 14:20:04,2026-07-03 01:44:55
2026-07-03 04:00:00,42.8,-18.6,22.46,-3.28,41.12,33.37,27.15,170.0,74.9,242.5,2026-07-02 14:26:39,2026-07-03 02:43:51
2026-07-03 05:00:00,60.0,-10.57,26.34,24.1,37.95,36.79,29.87,164.2,81.2,239.8,2026-07-02 14:23:53,2026-07-03 03:44:44
2026-07-03 06:00:00,51.51,0.0,34.69,48.03,41.3,37.83,36.04,173.9,97.4,260.0,2026-07-02 14:20:25,2026-07-03 04:44:40
2026-07-03 07:00:00,88.56,16.52,44.37,40.0,48.81,56.2,45.75,108.5,107.9,192.6,2026-07-02 14:28:26,2026-07-03 05:44:01
2026-07-03 08:00:00,91.45,22.36,54.05,46.3,58.0,54.72,60.34,106.7,103.5,177.9,2026-07-02 14:04:40,2026-07-03 06:39:59
2026-07-03 09:00:00,78.63,-3.28,35.5,10.3,23.53,34.24,38.01,124.2,163.3,279.2,2026-07-02 14:20:07,2026-07-03 07:44:46
2026-07-03 10:00:00,44.81,3.39,22.78,20.88,17.27,19.03,23.66,116.7,136.4,243.5,2026-07-02 14:20:25,2026-07-03 08:44:23
2026-07-03 11:00:00,59.92,6.84,21.03,31.38,15.47,27.27,19.34,99.9,159.2,245.8,2026-07-02 14:34:40,2026-07-03 09:44:47
2026-07-03 12:00:00,39.73,6.01,20.52,29.88,27.0,22.77,18.33,76.5,121.5,195.2,2026-07-02 14:20:30,2026-07-03 10:44:04
2026-07-03 13:00:00,36.07,5.1,20.82,22.6,24.78,23.14,20.86,83.0,134.7,207.7,2026-07-02 14:38:10,2026-07-03 11:44:00
2026-07-03 14:00:00,30.89,-0.61,19.85,12.43,15.87,15.89,20.02,142.8,188.9,312.9,2026-07-02 14:38:25,2026-07-03 12:44:54
2026-07-03 15:00:00,28.9,-0.57,17.21,18.52,7.79,11.18,15.2,184.5,157.3,325.3,2026-07-02 14:42:49,2026-07-03 13:44:25
2026-07-03 16:00:00,28.0,-26.26,13.2,22.6,1.77,3.9,9.32,202.5,179.2,364.5,2026-07-02 14:22:35,2026-07-03 14:44:45
2026-07-03 17:00:00,43.69,-127.2,11.84,20.8,18.06,4.41,4.95,267.2,268.3,500.2,2026-07-02 14:04:50,2026-07-03 15:44:00
2026-07-03 18:00:00,145.74,1.96,26.13,19.18,26.88,26.52,22.43,388.6,253.9,599.1,2026-07-02 14:20:25,2026-07-03 16:44:01
2026-07-03 19:00:00,93.33,18.63,36.81,30.78,25.95,35.22,35.28,388.3,260.9,590.3,2026-07-02 14:25:45,2026-07-03 17:44:39
2026-07-03 20:00:00,81.63,0.0,33.49,44.58,72.06,31.73,29.09,316.5,261.0,536.7,2026-07-02 14:20:25,2026-07-03 18:44:55
2026-07-03 21:00:00,54.4,5.78,32.93,53.98,24.01,21.75,29.57,332.6,311.6,540.0,2026-07-02 14:20:25,2026-07-03 19:44:21
2026-07-03 22:00:00,50.0,-53.02,15.15,49.07,9.99,5.91,6.42,587.2,364.9,819.2,2026-07-02 14:20:25,2026-07-03 20:44:00
2026-07-03 23:00:00,74.94,-3.8,14.41,29.8,4.0,1.44,4.95,342.8,373.1,647.7,2026-07-02 14:23:45,2026-07-03 21:44:30
2026-07-04 00:00:00,32.02,-5.79,8.71,32.02,1.45,0.28,3.27,250.5,141.9,359.8,2026-07-03 15:07:10,2026-07-03 22:41:40
2026-07-04 01:00:00,26.7,-2.97,3.36,18.92,4.7,1.23,2.17,160.0,150.3,286.0,2026-07-03 15:40:58,2026-07-03 23:44:30
2026-07-04 02:00:00,14.52,-210.57,-1.04,13.18,-8.73,-1.78,-1.28,160.6,102.9,192.5,2026-07-03 17:00:00,2026-07-04 00:44:45
2026-07-04 03:00:00,16.88,-20.26,-2.95,13.19,-7.29,-7.84,-3.78,197.5,71.1,252.8,2026-07-03 14:34:05,2026-07-04 01:44:59
2026-07-04 04:00:00,16.01,-27.17,-1.85,9.69,-4.58,-7.39,-3.41,216.4,120.5,300.0,2026-07-03 14:32:40,2026-07-04 02:44:55
2026-07-04 05:00:00,27.3,-10.2,1.48,23.99,1.45,-2.49,-2.18,193.2,81.0,261.6,2026-07-03 14:20:21,2026-07-04 03:44:56
2026-07-04 06:00:00,30.17,-11.11,3.26,26.81,8.67,1.91,0.98,163.7,126.1,282.1,2026-07-03 14:20:12,2026-07-04 04:44:11
2026-07-04 07:00:00,31.2,0.0,12.02,31.2,5.0,12.44,10.09,177.7,166.0,328.9,2026-07-03 14:36:05,2026-07-04 05:42:01
2026-07-04 08:00:00,42.77,-13.85,7.24,4.77,-3.28,3.74,1.76,142.6,132.4,224.3,2026-07-03 14:21:31,2026-07-04 06:44:58
2026-07-04 09:00:00,19.5,-8.7,-0.32,12.58,-6.84,-3.97,-2.08,147.4,98.1,229.2,2026-07-03 14:20:05,2026-07-04 07:44:00
2026-07-04 10:00:00,22.04,-8.86,-0.99,0.1,-8.01,-6.13,-3.51,171.6,95.2,251.7,2026-07-03 14:20:02,2026-07-04 08:44:54
2026-07-04 11:00:00,13.88,-15.1,-0.98,5.0,-3.1,-2.2,-3.21,186.7,102.4,271.7,2026-07-03 15:08:11,2026-07-04 09:44:00
2026-07-04 12:00:00,15.8,-10.75,1.19,10.98,1.72,-1.88,-0.7,169.2,85.5,224.1,2026-07-03 16:07:13,2026-07-04 10:44:15
2026-07-04 13:00:00,13.62,-15.5,-0.51,10.16,-2.57,0.17,-2.48,182.6,104.6,281.5,2026-07-03 15:41:43,2026-07-04 11:44:18
2026-07-04 14:00:00,22.49,-11.0,0.51,5.2,-1.49,-3.87,-1.2,197.0,96.5,281.9,2026-07-03 14:21:38,2026-07-04 12:44:01
