date,EE,LT,LV,AT,BE,FR,GER,NL,PL,DK1,DK2,FI,NO1,NO2,NO3,NO4,NO5,SE1,SE2,SE3,SE4
2026-04-29 12:00:00,18.46,18.46,18.46,38.77,-12.35,-12.35,-12.35,-12.35,-5.49,18.46,18.46,18.46,22.55,34.28,41.2,18.46,104.32,18.46,18.46,18.46,18.46
2026-04-29 12:15:00,17.97,17.97,17.97,14.47,-20.16,-20.16,-20.16,-20.16,-7.38,17.97,17.97,17.97,30.8,30.8,42.6,17.97,104.22,17.97,17.97,17.97,17.97
2026-04-29 12:30:00,16.04,16.04,16.04,6.09,-28.48,-28.48,-28.48,-28.48,-7.71,16.04,16.04,16.04,28.04,28.04,38.6,16.04,104.18,16.04,16.04,16.04,16.04
2026-04-29 12:45:00,15.3,15.3,15.3,-9.01,-35.73,-40.49,-35.73,-35.73,-12.34,15.3,15.3,15.3,24.7,24.7,35.0,15.3,104.16,15.3,15.3,15.3,15.3
2026-04-29 13:00:00,11.72,11.72,11.72,11.43,-33.79,-33.79,-33.79,-33.79,-1.05,11.72,11.72,11.72,33.06,33.06,39.5,23.1,98.93,11.72,11.72,11.72,11.72
2026-04-29 13:15:00,12.18,12.18,12.18,3.9,-37.07,-87.9,-37.07,-37.07,-4.03,12.18,12.18,12.18,32.3,32.3,39.5,23.1,98.93,12.18,12.18,12.18,12.18
2026-04-29 13:30:00,15.29,15.29,15.29,-4.75,-44.92,-95.98,-44.92,-44.92,-13.05,15.29,15.29,15.29,30.5,30.5,37.6,15.29,98.93,15.29,15.29,15.29,15.29
2026-04-29 13:45:00,15.7,15.7,15.7,-12.02,-50.1,-103.93,-50.1,-50.1,-12.59,15.7,15.7,15.7,30.2,30.2,37.35,15.7,98.93,15.7,15.7,15.7,15.7
2026-04-29 14:00:00,9.71,9.71,9.71,7.13,-46.18,-46.18,-46.18,-46.18,-1.69,9.71,9.71,9.71,25.9,25.9,35.7,20.0,99.45,9.71,9.71,9.71,9.71
2026-04-29 14:15:00,10.05,10.05,10.05,-0.68,-39.27,-39.27,-39.27,-39.27,-0.68,3.42,4.72,10.05,25.8,25.8,35.7,20.0,99.42,10.05,10.05,10.05,10.05
2026-04-29 14:30:00,15.11,15.11,15.11,-1.52,-37.35,-37.35,-37.35,-37.35,-1.52,6.65,6.65,15.11,24.5,24.5,34.55,15.11,99.42,15.11,15.11,15.11,15.11
2026-04-29 14:45:00,14.47,14.47,14.47,8.12,-31.99,-31.99,-31.99,-31.99,4.46,9.02,9.02,14.47,24.5,24.5,34.4,18.4,99.42,14.47,14.47,14.47,14.47
2026-04-29 15:00:00,14.44,14.44,14.44,22.0,-24.47,-24.47,-24.47,-24.47,1.0,4.93,8.4,14.44,21.4,21.4,21.4,14.44,21.4,14.44,14.44,14.44,14.44
2026-04-29 15:15:00,12.15,12.15,12.15,10.0,-20.32,-20.32,-20.32,-20.32,3.06,3.77,5.36,12.15,20.0,20.0,20.0,12.15,20.0,12.15,12.15,12.15,12.15
2026-04-29 15:30:00,10.18,10.18,10.18,25.4,-16.94,-16.94,-16.94,-16.94,9.9,3.09,6.31,10.18,19.5,19.5,19.5,10.18,19.5,10.18,10.18,10.18,10.18
2026-04-29 15:45:00,12.92,12.92,12.92,44.99,-10.39,-10.39,-10.39,-10.39,10.1,3.26,11.1,12.92,20.4,20.4,20.4,12.92,20.4,12.92,12.92,12.92,12.92
2026-04-29 16:00:00,13.53,13.53,13.53,10.02,-11.89,-11.89,-11.89,-11.89,7.5,8.62,13.53,13.53,35.65,35.65,35.65,13.53,94.79,13.53,13.53,13.53,13.53
2026-04-29 16:15:00,17.19,17.19,17.19,29.9,-2.06,-2.06,-2.06,-2.06,16.93,15.2,17.19,17.19,38.45,38.45,38.45,17.19,92.94,17.19,17.19,17.19,17.19
2026-04-29 16:30:00,15.98,15.98,15.98,63.74,3.9,3.9,3.9,3.9,15.98,15.65,15.65,15.98,38.45,38.45,38.45,21.7,93.07,15.98,15.98,15.98,15.98
2026-04-29 16:45:00,22.53,22.53,22.53,87.11,4.96,4.96,4.96,4.96,18.69,18.89,19.02,22.53,46.15,46.15,46.15,22.53,93.32,22.53,22.53,22.53,22.53
2026-04-29 17:00:00,18.46,18.46,18.46,71.1,0.98,0.98,0.98,0.98,18.45,15.11,18.46,18.46,38.44,38.44,38.44,18.46,95.25,18.46,18.46,18.46,18.46
2026-04-29 17:15:00,22.7,22.7,22.7,57.92,6.91,6.91,6.91,6.91,45.84,6.91,22.7,22.7,43.55,43.55,43.55,22.7,95.07,22.7,22.7,22.7,22.7
