date,EE,LT,LV,AT,BE,FR,GER,NL,PL,DK1,DK2,FI,NO1,NO2,NO3,NO4,NO5,SE1,SE2,SE3,SE4
2026-01-15 12:00:00,273.25,273.25,273.25,177.17,97.99,80.0,97.99,97.99,108.92,97.99,97.99,97.99,97.99,97.99,97.99,85.59,97.99,85.59,97.99,97.99,97.99
2026-01-15 12:15:00,192.79,192.79,192.79,170.66,94.94,76.0,94.94,94.94,93.82,94.94,94.94,94.94,94.94,94.94,94.94,83.79,94.94,83.79,94.94,94.94,94.94
2026-01-15 12:30:00,121.65,121.65,121.65,175.24,95.99,84.12,95.99,95.99,93.77,95.99,95.99,95.99,95.99,95.99,95.99,83.89,95.99,83.89,95.99,95.99,95.99
2026-01-15 12:45:00,123.1,123.1,123.1,180.61,95.99,84.12,95.99,95.99,100.39,95.99,95.99,95.99,95.99,95.99,95.99,82.1,95.99,82.1,95.99,95.99,95.99
2026-01-15 13:00:00,128.23,128.23,128.23,182.48,95.06,75.26,95.06,95.06,100.97,95.06,95.06,95.06,96.9,95.06,96.9,84.29,96.9,84.29,95.06,95.06,95.06
2026-01-15 13:15:00,132.55,132.55,132.55,185.96,82.36,82.36,95.33,95.33,100.31,95.33,95.33,95.33,97.87,95.33,97.87,86.59,97.87,86.59,95.33,95.33,95.33
2026-01-15 13:30:00,134.19,134.19,134.19,187.58,74.82,74.82,96.92,96.92,96.17,96.92,96.92,96.92,98.61,96.92,96.92,87.69,96.92,87.69,96.92,96.92,96.92
2026-01-15 13:45:00,138.26,138.26,138.26,189.13,75.36,75.36,98.29,98.29,94.55,98.29,98.29,98.29,98.31,98.31,98.31,86.39,98.31,86.39,98.29,98.29,98.29
2026-01-15 14:00:00,134.33,134.33,134.33,172.07,94.5,79.15,94.5,94.5,94.21,94.5,94.5,94.5,94.5,94.48,94.5,84.99,94.5,84.99,94.5,94.5,94.5
2026-01-15 14:15:00,133.99,133.99,133.99,174.19,91.53,80.16,97.32,97.32,94.26,97.32,97.32,97.32,97.32,97.32,97.32,97.32,97.32,97.32,97.32,97.32,97.32
2026-01-15 14:30:00,138.64,138.64,138.64,179.49,88.84,80.16,97.87,97.87,126.6,97.87,97.87,117.3,97.87,97.87,97.87,97.87,97.87,97.87,97.87,97.87,97.87
2026-01-15 14:45:00,143.32,143.32,143.32,182.21,93.12,84.12,103.94,103.94,118.04,103.94,103.94,123.04,103.94,103.94,103.94,78.44,103.94,78.44,78.44,103.94,103.94
2026-01-15 15:00:00,200.01,200.01,200.01,172.27,96.7,84.12,96.7,96.7,129.09,96.7,96.7,96.7,96.7,96.7,112.59,89.2,96.7,89.2,89.2,96.7,96.7
2026-01-15 15:15:00,133.32,133.32,133.32,176.13,101.46,89.96,110.32,101.46,130.15,110.32,110.32,110.32,110.32,101.46,149.53,93.68,101.46,100.8,100.8,110.32,110.32
2026-01-15 15:30:00,156.16,156.16,156.16,198.95,105.6,85.49,115.83,105.6,146.02,115.83,115.83,115.83,115.83,105.6,146.28,93.73,105.6,104.0,104.0,115.83,115.83
2026-01-15 15:45:00,144.75,144.75,144.75,201.08,113.83,84.12,127.03,113.83,144.75,132.07,132.07,132.07,132.07,113.83,159.99,108.16,113.83,112.85,112.85,132.07,132.07
2026-01-15 16:00:00,200.01,200.01,200.01,151.86,103.94,85.01,115.37,110.33,156.36,110.33,110.33,110.33,110.33,110.33,110.33,108.41,110.33,108.41,108.41,110.33,110.33
2026-01-15 16:15:00,200.01,200.01,200.01,156.16,112.33,89.11,121.99,121.99,165.98,121.99,121.99,121.99,121.99,121.99,121.99,108.51,121.99,119.0,119.0,121.99,121.99
2026-01-15 16:30:00,200.01,200.01,200.01,168.58,120.44,90.5,126.0,120.44,172.74,126.0,126.0,120.44,120.44,120.44,120.44,110.58,120.44,119.0,119.0,120.44,126.0
2026-01-15 16:45:00,200.01,200.01,200.01,172.14,123.29,98.0,127.99,123.29,151.76,127.99,127.99,123.29,123.29,123.29,144.69,110.29,123.29,110.29,110.29,123.29,127.99
2026-01-15 17:00:00,200.01,200.01,200.01,178.86,122.34,95.3,129.0,129.0,129.7,129.0,129.0,129.0,129.0,129.0,129.0,107.36,129.0,114.7,114.7,129.0,129.0
2026-01-15 17:15:00,200.01,200.01,200.01,170.65,118.67,100.7,129.04,125.0,185.35,129.04,129.04,125.0,125.0,125.0,125.0,107.11,125.0,115.46,125.0,125.0,129.04
2026-01-15 17:30:00,200.0,200.0,200.0,170.06,119.0,98.3,125.55,119.0,168.51,125.55,125.55,119.0,119.0,119.0,119.0,101.38,119.0,101.38,119.0,119.0,125.55
2026-01-15 17:45:00,200.0,200.0,200.0,160.42,119.99,103.46,119.99,119.99,164.89,119.99,119.99,119.99,119.99,119.99,119.99,94.32,119.99,94.32,104.0,119.99,119.99
2026-01-15 18:00:00,185.39,185.39,185.39,185.39,111.58,111.58,114.14,111.58,151.89,114.14,114.14,111.58,111.58,111.58,111.58,95.03,111.58,109.7,109.7,111.58,114.14
