date,EE,LT,LV,AT,BE,FR,GER,NL,PL,DK1,DK2,FI,NO1,NO2,NO3,NO4,NO5,SE1,SE2,SE3,SE4
2024-11-08 12:00:00,119.0,119.0,119.0,126.2,213.0,113.21,126.2,1602.0,129.19,119.0,119.0,3.36,40.92,40.92,0.52,2.65,40.92,2.65,2.65,45.04,107.35
2024-11-08 12:15:00,119.0,119.0,119.0,118.42,183.0,113.21,118.42,948.0,129.19,119.0,119.0,3.36,40.92,40.92,0.52,2.65,40.92,2.65,2.65,45.04,107.35
2024-11-08 12:30:00,119.0,119.0,119.0,116.19,177.0,124.79,116.19,356.0,129.19,119.0,119.0,3.36,40.92,40.92,0.52,2.65,40.92,2.65,2.65,45.04,107.35
2024-11-08 12:45:00,119.0,119.0,119.0,115.2,180.0,124.79,115.2,640.0,129.19,119.0,119.0,0.5,40.92,40.92,0.52,2.65,40.92,2.65,2.65,45.04,107.35
2024-11-08 13:00:00,117.81,117.81,117.81,120.24,134.01,125.33,120.24,374.0,126.59,107.98,117.81,2.75,29.4,40.35,5.4,2.75,26.11,2.75,2.75,45.02,108.15
2024-11-08 13:15:00,117.81,117.81,117.81,116.66,116.66,125.33,116.66,973.5,126.59,107.98,117.81,2.75,29.4,40.35,5.4,2.75,26.11,2.75,2.75,45.02,108.15
2024-11-08 13:30:00,117.81,117.81,117.81,116.9,165.0,110.29,116.9,1290.0,126.59,107.98,117.81,2.75,29.4,40.35,5.4,2.75,26.11,2.75,2.75,45.02,108.15
2024-11-08 13:45:00,117.81,117.81,117.81,117.45,243.0,110.29,117.45,377.9,126.59,107.98,117.81,2.75,29.4,40.35,5.4,2.75,26.11,2.75,2.75,45.02,108.15
2024-11-08 14:00:00,124.0,124.0,124.0,110.09,195.0,115.24,110.09,350.0,124.37,116.19,124.0,0.01,28.04,39.61,5.5,1.11,26.1,0.01,0.01,45.02,105.85
2024-11-08 14:15:00,124.0,124.0,124.0,120.39,170.0,115.24,120.39,1290.0,124.37,116.19,124.0,0.01,28.04,39.61,5.5,1.11,26.1,0.01,0.01,45.02,105.85
2024-11-08 14:30:00,124.0,124.0,124.0,130.55,141.0,120.76,130.55,466.2,124.37,116.19,124.0,0.01,28.04,39.61,5.5,1.11,26.1,0.01,0.01,45.02,105.85
2024-11-08 14:45:00,124.0,124.0,124.0,134.97,207.0,120.76,134.97,383.0,124.37,116.19,124.0,0.01,28.04,39.61,5.5,1.11,26.1,0.01,0.01,45.02,105.85
2024-11-08 15:00:00,166.65,166.65,166.65,112.24,211.5,120.14,112.24,211.5,129.87,113.25,113.25,-0.3,25.95,30.78,3.7,0.92,19.62,0.4,-0.3,45.03,98.95
2024-11-08 15:15:00,166.65,166.65,166.65,128.03,338.0,120.14,128.03,338.0,129.87,113.25,113.25,-0.3,25.95,30.78,3.7,0.92,19.62,-2.39,-0.3,45.03,98.95
2024-11-08 15:30:00,166.65,166.65,166.65,136.7,292.5,125.46,136.7,362.0,129.87,113.25,113.25,-0.3,25.95,30.78,3.7,0.92,19.62,0.4,-0.3,45.03,98.95
2024-11-08 15:45:00,166.65,166.65,166.65,142.61,374.0,125.46,142.61,374.0,129.87,113.25,113.25,-0.3,25.95,30.78,3.7,0.92,19.62,0.4,-0.3,45.03,98.95
2024-11-08 16:00:00,162.89,162.89,162.89,128.21,128.21,128.31,128.21,128.21,139.21,126.57,126.57,2.7,31.28,31.68,3.25,2.7,19.44,2.7,2.7,55.02,129.37
2024-11-08 16:15:00,162.89,162.89,162.89,134.99,191.0,128.31,134.99,191.0,139.21,126.57,126.57,2.7,31.28,31.68,3.25,2.7,19.44,2.7,2.7,55.02,129.37
2024-11-08 16:30:00,162.89,162.89,162.89,143.12,297.0,127.15,143.12,297.0,139.21,126.57,126.57,2.7,31.28,31.68,3.25,2.7,19.44,2.7,2.7,55.02,129.37
2024-11-08 16:45:00,162.89,162.89,162.89,147.12,294.0,127.15,143.91,294.0,139.21,126.57,126.57,2.7,31.28,31.68,3.25,2.7,19.44,2.7,2.7,55.02,118.16
2024-11-08 17:00:00,143.54,143.54,143.54,136.7,136.7,132.22,136.7,136.7,140.01,128.44,128.44,1.6,31.76,44.05,3.8,1.6,20.41,1.6,1.6,55.01,128.44
2024-11-08 17:15:00,143.54,143.54,143.54,145.1,145.1,132.22,145.1,154.0,140.01,128.44,128.44,1.6,31.76,44.05,3.8,1.6,20.41,1.6,1.6,55.01,128.44
2024-11-08 17:30:00,143.54,143.54,143.54,146.45,285.0,146.18,146.45,285.0,140.01,128.44,128.44,1.6,31.76,44.05,3.8,1.6,20.41,1.6,1.6,55.01,128.44
2024-11-08 17:45:00,143.54,143.54,143.54,145.92,282.0,146.18,145.92,282.0,140.01,128.44,128.44,1.6,31.76,44.05,3.8,1.6,20.41,1.6,1.6,55.01,128.44
2024-11-08 18:00:00,146.32,146.32,146.32,143.36,269.0,142.9,143.36,269.0,125.77,105.42,105.43,-2.8,31.81,44.1,3.3,-2.8,20.35,-2.8,-2.8,44.2,99.33
2024-11-08 18:15:00,146.32,146.32,146.32,142.44,227.0,142.9,142.44,227.0,125.77,105.43,105.43,-2.8,31.81,44.1,3.3,-2.8,20.35,-2.8,-2.8,44.2,99.33
2024-11-08 18:30:00,146.32,146.32,146.32,152.88,153.45,150.02,152.88,203.04,125.77,105.43,105.43,-2.8,31.81,44.1,3.3,-2.8,20.35,-2.8,-2.8,44.2,99.33
2024-11-08 18:45:00,146.32,146.32,146.32,146.59,146.59,150.02,146.59,164.0,125.77,105.43,105.43,-2.8,31.81,44.1,3.3,-2.8,20.35,-2.8,-2.8,44.2,99.33
2024-11-08 19:00:00,0.0,145.25,145.25,180.62,230.0,148.43,153.41,230.0,128.49,88.75,88.75,-0.25,34.69,44.35,3.2,-0.25,19.35,-0.25,-0.25,35.0,84.0
2024-11-08 19:15:00,0.0,145.25,145.25,140.0,140.0,148.43,140.0,140.0,128.49,88.75,88.75,-0.25,34.69,44.35,3.2,-0.25,19.35,-0.25,-0.25,35.0,84.0
2024-11-08 19:30:00,0.0,145.25,145.25,134.99,148.55,136.97,134.99,148.55,128.49,88.75,88.75,-0.25,34.69,44.35,3.2,-0.25,19.35,-0.25,-0.25,35.0,84.0
2024-11-08 19:45:00,0.0,145.25,145.25,125.4,125.4,136.97,125.4,125.4,128.49,88.75,88.75,-0.25,34.69,44.35,3.2,-0.25,19.35,-0.25,-0.25,35.0,84.0
2024-11-08 20:00:00,0.0,126.33,126.33,147.4,240.0,128.08,147.4,240.0,115.75,56.84,56.84,-1.43,27.59,40.1,3.7,-1.43,20.58,-1.43,-1.43,21.27,43.9
2024-11-08 20:15:00,0.0,126.33,126.33,134.94,134.94,128.08,134.94,134.94,115.75,56.84,56.84,-1.43,27.59,40.1,3.7,-1.43,20.58,-1.43,-1.43,21.27,43.9
2024-11-08 20:30:00,0.0,126.33,126.33,118.1,138.82,121.86,118.1,138.82,115.75,56.84,56.84,-1.43,27.59,40.1,3.7,-1.43,20.58,-1.43,-1.43,21.27,43.9
2024-11-08 20:45:00,0.0,126.33,126.33,104.9,104.9,121.86,104.9,104.9,115.75,56.84,56.84,-1.43,27.59,40.1,3.7,-1.43,20.58,-1.43,-1.43,21.27,43.9
2024-11-08 21:00:00,0.0,122.0,122.0,142.59,235.99,121.09,134.91,235.99,95.65,55.61,55.61,-1.13,31.77,38.8,3.45,-1.13,20.0,-1.13,-1.13,30.04,32.67
2024-11-08 21:15:00,0.0,122.0,122.0,125.66,125.66,121.09,125.66,125.66,95.65,55.61,55.61,-1.13,31.77,38.8,3.45,-1.13,20.0,-1.13,-1.13,30.04,32.67
