date,EE,LT,LV,AT,BE,FR,GER,NL,PL,DK1,DK2,FI,NO1,NO2,NO3,NO4,NO5,SE1,SE2,SE3,SE4
2024-10-15 12:00:00,75.95,75.95,75.95,78.94,85.9,80.91,85.9,85.9,89.09,75.95,75.95,36.08,48.01,48.01,22.2,22.2,48.01,22.2,21.91,36.07,36.08
2024-10-15 12:15:00,75.95,75.95,75.95,37.79,75.92,80.91,75.92,75.92,89.09,75.95,75.95,36.08,48.01,48.01,22.2,22.2,48.01,22.2,21.91,36.08,36.08
2024-10-15 12:30:00,75.95,75.95,75.95,20.51,75.56,59.25,75.56,75.56,89.09,75.95,75.95,36.08,48.01,48.01,22.2,22.2,48.01,22.2,21.91,36.08,36.08
2024-10-15 12:45:00,75.95,75.95,75.95,9.73,66.4,59.25,66.4,66.4,89.09,75.95,75.95,36.08,48.01,48.01,22.2,22.2,48.01,22.2,23.04,36.08,36.08
2024-10-15 13:00:00,69.38,69.38,69.38,61.61,81.94,66.95,81.94,81.94,104.98,69.38,69.38,28.08,46.92,46.92,21.25,21.25,46.92,22.58,21.29,28.08,28.08
2024-10-15 13:15:00,69.38,69.38,69.38,38.82,68.2,66.95,68.2,68.2,104.98,69.38,69.38,28.08,46.92,46.92,21.25,21.25,46.92,22.58,21.3,28.08,28.08
2024-10-15 13:30:00,69.38,69.38,69.38,9.97,64.81,59.64,64.81,64.81,104.98,69.38,69.38,28.08,46.92,46.92,21.25,21.25,46.92,22.58,23.7,28.08,28.08
2024-10-15 13:45:00,69.38,69.38,69.38,36.36,62.57,59.64,62.57,62.57,104.98,69.38,69.38,28.08,46.92,46.92,21.25,21.25,46.92,22.58,24.02,28.08,28.08
2024-10-15 14:00:00,72.43,72.43,72.43,50.23,63.5,33.52,63.5,63.5,103.31,72.43,72.43,29.0,47.53,47.53,23.42,23.42,47.53,23.42,23.42,29.0,29.0
2024-10-15 14:15:00,72.43,72.43,72.43,32.26,70.32,33.52,70.32,70.32,103.31,72.43,72.43,29.0,47.53,47.53,23.42,23.42,47.53,23.42,23.42,29.0,29.0
2024-10-15 14:30:00,72.43,72.43,72.43,47.8,75.54,37.56,75.54,75.54,103.31,72.43,72.43,29.0,47.53,47.53,23.42,23.42,47.53,23.42,23.42,29.0,29.0
2024-10-15 14:45:00,72.43,72.43,72.43,59.63,80.36,37.56,80.36,80.36,103.31,72.43,72.43,29.0,47.53,47.53,23.42,23.42,47.53,23.42,23.42,29.0,29.0
2024-10-15 15:00:00,79.58,79.58,79.58,66.0,66.0,45.33,66.0,66.0,97.06,79.58,79.58,36.76,47.62,47.62,21.15,21.15,47.62,22.56,22.56,36.0,36.0
2024-10-15 15:15:00,79.58,79.58,79.58,73.01,73.01,45.33,73.01,73.01,97.06,79.58,79.58,36.76,47.62,47.62,21.15,21.15,47.62,22.56,22.56,36.0,36.0
2024-10-15 15:30:00,79.58,79.58,79.58,82.01,82.01,35.03,82.01,82.01,97.06,79.58,79.58,36.76,47.62,47.62,21.15,21.15,47.62,22.56,22.56,36.0,36.0
2024-10-15 15:45:00,79.58,79.58,79.58,97.3,97.3,35.03,97.3,97.3,97.06,79.58,79.58,33.71,47.62,47.62,21.15,21.15,47.62,22.56,22.56,36.0,36.0
2024-10-15 16:00:00,134.15,134.15,134.15,66.8,66.8,59.13,66.8,66.8,134.15,83.22,83.22,50.19,47.77,47.77,22.2,22.2,47.77,22.2,22.2,50.06,80.75
2024-10-15 16:15:00,134.15,134.15,134.15,75.18,75.18,59.13,75.18,75.18,134.15,83.22,83.22,50.19,47.77,47.77,22.2,22.2,47.77,22.2,22.2,47.0,80.75
2024-10-15 16:30:00,134.15,134.15,134.15,116.31,87.44,61.36,87.44,87.44,134.15,83.22,83.22,50.19,47.77,47.77,22.2,22.2,47.77,22.2,22.2,47.0,80.75
