date,EE_buy,EE_sell,LT_buy,LT_sell,LV_buy,LV_sell,AT_buy,AT_sell,BE_buy,BE_sell,FR_buy,FR_sell,GER_buy,GER_sell,NL_buy,NL_sell,PL_buy,PL_sell,DK1_buy,DK1_sell,DK2_buy,DK2_sell,FI_buy,FI_sell,NO1_buy,NO1_sell,NO2_buy,NO2_sell,NO3_buy,NO3_sell,NO4_buy,NO4_sell,NO5_buy,NO5_sell,SE1_buy,SE1_sell,SE2_buy,SE2_sell,SE3_buy,SE3_sell,SE4_buy,SE4_sell
2024-10-11 00:00:00,761.2,396.3,1225.4,587.0,571.1,15.9,10.0,60.1,398.9,518.9,376.4,310.7,696.2,3085.8,558.3,1017.9,88.3,105.0,1434.0,3010.5,538.1,1044.3,4931.4,6213.6,2764.7,2400.1,3961.0,3663.5,2753.4,2025.0,1861.3,1573.3,1206.0,2498.2,1041.0,1007.0,1401.5,4646.6,7229.6,7392.5,1644.2,1100.0
2024-10-11 01:00:00,749.3,397.9,1216.9,534.5,558.0,15.5,10.0,70.0,801.8,511.7,360.5,223.5,1628.8,3074.8,554.2,812.0,84.3,103.0,1423.3,2836.5,531.2,998.8,4805.2,6253.8,2657.1,2393.9,3908.3,3604.6,2696.8,2077.6,1838.1,1464.4,1164.7,2447.3,1026.8,1010.3,1366.7,4486.3,7091.0,7361.5,1610.9,945.0
2024-10-11 02:00:00,745.3,399.9,1211.1,502.3,552.1,14.1,4.1,70.0,777.7,501.5,355.2,233.1,1333.9,2420.0,555.4,424.8,80.3,83.0,1403.9,2780.5,533.6,985.6,4774.8,6167.8,2581.0,2307.5,3910.3,3704.5,2661.9,2105.1,1819.7,1403.2,1148.9,2451.8,1023.2,1053.8,1367.3,4479.4,7076.9,7336.7,1592.0,968.8
2024-10-11 03:00:00,753.2,450.0,1426.0,503.9,553.8,63.1,0.0,60.0,815.5,494.1,341.1,246.9,1334.0,2462.9,672.8,408.8,83.5,53.0,1446.0,2725.6,517.7,951.3,4785.5,6121.5,2556.1,2297.7,3957.2,3757.5,2640.7,2132.6,1806.2,1353.7,1143.2,2500.5,1018.5,1161.8,1385.3,4495.9,7028.8,7323.4,1594.1,984.4
2024-10-11 04:00:00,781.9,423.3,1284.3,462.9,589.6,53.6,0.0,64.0,812.5,494.8,339.4,230.9,1738.0,3084.0,709.3,603.2,97.5,83.0,1433.1,2776.2,509.6,951.2,4944.2,6300.9,2568.6,2284.1,4043.6,3811.4,2629.7,2120.8,1817.3,1373.1,1142.7,2539.0,1036.5,1188.6,1412.5,4462.8,7100.4,7311.2,1606.5,1087.3
2024-10-11 05:00:00,884.0,552.5,1327.8,497.8,694.9,140.4,0.0,67.0,897.7,484.9,363.6,227.6,431.7,2806.9,672.9,824.0,100.4,44.0,1458.6,2798.9,525.9,1048.8,5411.4,6670.3,2705.5,2264.4,4138.9,4045.5,2668.1,2085.3,1844.1,1489.7,1200.9,2751.9,1047.7,1271.4,1476.0,4848.2,7502.7,7286.0,1712.2,1242.5
2024-10-11 06:00:00,971.3,547.5,1467.6,805.5,793.8,139.9,0.0,57.0,451.2,508.5,405.5,387.0,390.6,4060.8,861.7,1124.4,162.4,0.0,1486.5,2779.4,591.3,1243.9,5757.8,7056.6,3097.4,2516.8,4214.7,4425.2,2795.9,2054.8,1918.2,1719.2,1303.1,3573.9,1100.3,1389.1,1520.6,5624.8,8454.9,7190.9,1961.0,1182.6
2024-10-11 07:00:00,1000.3,514.2,1572.5,833.8,881.1,143.3,14.0,30.0,518.3,1344.9,434.3,362.7,404.3,3546.7,1342.9,1263.1,144.0,18.0,1719.8,2631.1,651.6,1228.2,5741.4,7116.8,3545.3,2461.1,4286.3,4933.4,2970.8,2020.1,1944.9,1925.5,1402.3,4683.1,1129.4,1519.3,1622.3,6474.5,9215.6,7238.2,2193.9,1223.4
2024-10-11 08:00:00,981.8,560.1,1536.3,852.0,899.1,169.2,14.0,45.0,553.6,1379.0,494.3,318.5,405.6,3655.6,1387.5,1190.8,148.0,50.0,1764.0,2588.6,663.9,1248.6,5608.3,7032.1,3628.9,2427.9,4973.8,5555.4,3027.4,1972.8,1968.2,2045.7,1456.2,4698.7,1164.8,1604.9,1654.1,6768.7,9489.7,7248.4,2207.0,1208.9
2024-10-11 09:00:00,993.1,510.2,1465.0,876.6,878.6,180.4,7.0,50.0,485.3,1029.3,491.2,330.6,407.7,3435.9,1152.5,975.7,31.0,100.8,1747.7,2493.2,693.2,1309.4,5613.0,7027.0,3636.9,2474.3,4741.0,5566.3,3060.1,1926.0,1985.7,2149.1,1439.4,4659.7,1177.7,1725.0,1657.9,6572.2,9448.6,7175.0,2086.6,1236.5
2024-10-11 10:00:00,969.0,516.7,1377.5,926.3,857.3,194.8,3.0,50.0,410.9,591.9,473.1,360.7,421.3,2046.8,738.4,593.5,22.2,159.4,1628.9,2325.0,698.8,1384.5,5571.7,6974.1,3594.1,2450.7,4556.7,5071.3,3063.4,1906.6,1955.7,2134.8,1410.4,4550.8,1182.4,1943.9,1651.7,6214.2,9335.5,7081.4,1991.4,1268.4
2024-10-11 11:00:00,956.9,503.4,1316.3,694.4,833.5,192.9,0.0,57.1,971.6,551.6,463.5,426.4,465.0,1448.7,499.2,338.1,2.0,164.5,1537.6,2591.6,700.7,1410.6,5482.8,6877.7,3473.2,2450.1,4255.9,4332.4,3065.6,1924.7,1985.8,2135.7,1403.9,4218.5,1186.0,2000.6,1725.9,5874.5,9061.0,7035.5,1896.2,1299.0
2024-10-11 12:00:00,958.5,487.3,1294.2,782.7,837.2,103.9,0.1,57.0,915.5,563.4,459.9,389.7,1354.2,1410.2,356.9,261.8,0.0,169.2,1499.5,2634.8,686.3,1360.5,5416.9,6729.8,3401.8,2443.6,4389.8,4547.6,3069.2,1881.4,1974.0,2152.3,1387.6,3801.7,1181.9,2043.1,1753.5,5624.4,8767.9,7066.3,1817.7,1295.7
