date,EE_buy,EE_sell,LT_buy,LT_sell,LV_buy,LV_sell,AT_buy,AT_sell,BE_buy,BE_sell,FR_buy,FR_sell,GER_buy,GER_sell,NL_buy,NL_sell,PL_buy,PL_sell,DK1_buy,DK1_sell,DK2_buy,DK2_sell,FI_buy,FI_sell,NO1_buy,NO1_sell,NO2_buy,NO2_sell,NO3_buy,NO3_sell,NO4_buy,NO4_sell,NO5_buy,NO5_sell,SE1_buy,SE1_sell,SE2_buy,SE2_sell,SE3_buy,SE3_sell,SE4_buy,SE4_sell
2026-01-19 00:00:00,1007.9,511.9,1373.0,1345.7,808.4,930.0,103.0,2.0,313.6,7.0,150.0,2030.4,3097.8,3629.2,1132.7,1386.1,122.9,188.2,1366.4,1588.8,578.3,1236.7,6634.7,5725.2,4495.7,1752.6,4963.3,7914.5,3118.3,2984.9,2059.5,3435.4,1464.9,5432.9,1391.5,3719.0,1994.4,6435.9,9427.0,8790.9,2553.2,451.4
2026-01-19 00:15:00,1000.2,511.6,1363.2,1372.0,807.7,930.0,103.0,1.2,312.8,7.0,117.5,2032.1,3331.2,3649.7,1137.3,1414.0,122.9,188.5,1391.4,1574.6,583.8,1232.9,6642.3,5734.7,4468.1,1751.8,4954.7,7713.8,3111.3,2987.7,2058.1,3433.4,1461.4,5421.8,1381.5,3707.3,1985.0,6431.9,9394.1,8779.1,2545.1,446.7
2026-01-19 00:30:00,993.6,511.3,1582.1,1367.2,806.9,929.4,104.0,0.8,310.1,7.0,108.8,2040.4,3332.1,3620.6,1112.1,1408.0,122.9,188.8,1400.7,1547.3,586.8,1230.4,6585.1,5733.2,4434.2,1751.3,4936.2,7558.1,3101.1,2990.3,2055.5,3443.4,1455.4,5405.5,1377.3,3709.0,1976.2,6431.9,9357.6,8778.8,2541.4,440.4
2026-01-19 00:45:00,985.6,510.5,1575.9,1359.2,808.2,928.8,104.0,0.6,307.7,7.0,103.7,2041.7,3390.8,3599.0,1104.1,1408.3,122.9,189.1,1406.3,1513.9,587.9,1228.6,6595.8,5728.7,4402.7,1749.8,4927.7,7521.9,3096.0,2992.6,2053.8,3437.0,1445.0,5173.0,1376.7,3699.3,1967.7,6427.9,9348.1,8774.4,2534.0,436.6
2026-01-19 01:00:00,1022.7,503.9,1575.4,1348.0,798.8,924.6,102.0,0.0,342.0,0.0,116.1,2044.5,3264.7,3578.7,1083.7,1366.3,103.9,189.0,1393.1,1494.8,587.5,1228.1,6537.0,5742.9,4343.9,1749.3,4837.4,7576.0,3143.1,3022.4,2039.2,3367.1,1436.0,5391.8,1372.7,3529.2,1957.6,6315.9,9340.7,8820.7,2533.0,429.6
2026-01-19 01:15:00,1046.6,504.0,1572.2,1340.3,799.1,923.2,103.0,0.0,336.9,0.0,108.2,2045.3,4184.7,3558.5,1063.6,1358.8,103.9,189.4,1392.2,1458.1,586.4,1224.6,6519.5,5740.8,4320.9,1749.5,4829.0,7700.9,3138.7,3024.6,2041.5,3364.5,1427.6,5399.8,1371.2,3529.1,1958.3,6305.2,9303.6,8816.5,2530.2,427.6
2026-01-19 01:30:00,1044.0,503.9,1574.4,1322.7,800.3,922.2,103.0,0.0,334.8,0.0,107.8,2044.5,4369.8,3571.6,1052.4,1356.6,103.9,189.9,1397.4,1427.3,586.1,1219.3,6506.9,5751.4,4299.9,1749.4,4824.3,7684.7,3131.9,3026.1,2040.0,3364.4,1420.4,5398.4,1372.7,3527.6,1958.4,6288.3,9296.5,8814.8,2524.2,424.9
2026-01-19 01:45:00,1039.9,502.7,1575.8,1307.0,800.9,922.2,103.0,0.0,332.8,0.0,104.7,2045.5,4430.9,3565.1,1049.4,1356.3,103.9,190.3,1399.7,1403.7,586.2,1213.8,6491.0,5748.8,4277.5,1748.9,4819.0,7562.7,3125.4,3027.2,2042.9,3364.0,1417.4,5387.2,1369.1,3524.5,1961.7,6292.6,9279.4,8807.9,2522.3,422.0
2026-01-19 02:00:00,1044.0,497.2,1581.5,1293.0,801.8,923.0,92.1,9.3,381.8,0.0,105.9,2056.6,4308.8,3487.1,1028.8,1338.3,106.5,190.9,1390.9,1374.3,586.1,1201.2,6459.1,5742.5,4272.9,1758.3,4808.2,7752.0,3112.1,2992.8,2025.2,3347.7,1403.8,5427.4,1371.8,3482.7,1960.4,6251.3,9274.5,8795.7,2538.6,422.9
2026-01-19 02:15:00,1043.3,498.4,1579.0,1277.7,803.3,923.4,92.0,9.4,380.2,0.0,99.0,2058.0,4352.0,3488.7,1014.8,1333.9,106.5,191.7,1393.8,1354.6,584.8,1192.4,6457.9,5732.2,4260.2,1758.2,4806.3,7706.1,3105.1,2993.5,2022.5,3350.1,1402.2,5389.1,1373.4,3480.3,1962.4,6255.1,9278.3,8793.2,2539.3,419.5
2026-01-19 02:30:00,1044.4,494.9,1583.2,1263.2,802.4,924.0,92.0,9.1,477.5,0.0,97.6,2061.1,4358.4,3488.2,1008.6,1331.0,106.5,192.4,1402.7,1334.9,585.3,1179.8,6464.0,5727.9,4246.8,1758.2,4801.4,7592.0,3103.8,2993.7,2022.3,3357.5,1398.5,5381.9,1376.8,3479.7,1961.3,6257.8,9282.4,8791.3,2536.0,417.7
