date,EE_buy,EE_sell,LT_buy,LT_sell,LV_buy,LV_sell,AT_buy,AT_sell,BE_buy,BE_sell,FR_buy,FR_sell,GER_buy,GER_sell,NL_buy,NL_sell,PL_buy,PL_sell,DK1_buy,DK1_sell,DK2_buy,DK2_sell,FI_buy,FI_sell,NO1_buy,NO1_sell,NO2_buy,NO2_sell,NO3_buy,NO3_sell,NO4_buy,NO4_sell,NO5_buy,NO5_sell,SE1_buy,SE1_sell,SE2_buy,SE2_sell,SE3_buy,SE3_sell,SE4_buy,SE4_sell
2025-10-26 00:00:00,752.4,341.0,1010.6,769.7,628.9,223.2,70.2,24.4,287.2,28.3,63.7,1273.5,500.5,6326.9,1647.3,216.6,27.3,193.1,1380.6,1237.1,507.2,872.9,5304.4,6383.0,2804.6,1915.9,4077.5,2137.8,2719.4,2191.3,1806.4,2259.7,1053.8,1560.6,1059.9,2396.2,1608.2,5363.6,7440.0,5789.4,1796.2,321.4
2025-10-26 00:15:00,745.5,339.7,1003.4,757.3,628.8,222.7,70.2,25.3,287.2,29.7,61.5,1278.8,479.6,6408.5,1646.5,218.0,27.2,193.1,1384.1,1234.5,507.0,874.5,5263.8,6403.3,2785.1,1915.5,4017.3,2405.1,2715.4,2211.3,1824.5,2115.5,1226.7,1140.9,1056.6,2381.7,1596.7,5084.2,7398.1,5941.0,1786.2,384.0
2025-10-26 00:30:00,739.3,338.0,994.9,744.5,628.6,222.3,70.2,26.5,290.5,32.1,29.9,1288.2,464.2,6201.8,1632.8,219.0,27.3,193.1,1378.2,1077.9,506.1,816.0,5225.2,6419.9,2766.5,1915.3,3941.0,2606.1,2743.0,2126.9,1832.9,2036.1,1235.8,933.0,1051.6,2359.0,1584.8,5290.7,7354.7,5848.6,1773.2,389.4
2025-10-26 00:45:00,732.2,336.2,1014.5,734.1,628.4,222.4,70.2,28.8,293.0,29.1,30.5,1317.4,585.5,5682.7,1608.8,220.1,27.2,193.1,1381.6,1078.4,507.9,663.7,5190.4,6441.7,2746.1,1915.1,3933.7,2605.6,2738.8,2111.0,1830.8,2007.4,1231.4,933.1,1049.6,2328.7,1573.3,5326.6,7310.2,5846.3,1760.4,394.1
2025-10-26 01:00:00,737.0,347.9,1005.0,738.9,621.1,219.3,0.0,35.0,222.5,33.1,53.4,1367.8,454.9,5723.8,1609.1,175.4,23.2,62.2,1357.4,1089.5,512.1,284.8,5109.7,6460.3,2708.0,1846.4,3791.5,2838.2,2714.7,1727.0,1835.9,1779.4,1155.7,946.4,1047.3,2283.0,1571.4,5512.9,7283.0,5826.8,1753.2,390.5
2025-10-26 01:15:00,733.0,346.3,997.4,728.9,621.1,219.3,0.0,37.3,222.5,36.5,52.2,1370.1,756.7,5717.6,1587.1,176.7,23.2,15.0,1357.5,1085.2,513.2,285.2,5091.8,6476.6,2692.4,1846.5,3786.0,2837.7,2711.3,1712.1,1834.1,1819.3,1155.5,946.7,1042.9,2242.5,1561.9,5410.3,7246.3,5815.8,1742.8,385.0
2025-10-26 01:30:00,730.3,341.2,985.4,722.5,621.1,216.1,0.0,36.9,222.5,36.5,27.0,1374.8,1496.7,5752.4,1560.5,178.2,23.2,75.0,1362.5,1075.5,512.1,285.6,5074.6,6501.6,2675.5,1846.5,3782.3,2837.6,2706.2,1705.9,1832.8,1825.1,1149.7,946.9,1042.1,2201.2,1555.7,5421.0,7215.8,5814.0,1728.9,393.0
2025-10-26 01:45:00,725.5,339.3,981.6,715.5,620.9,216.2,0.0,42.1,225.0,33.4,27.0,1401.5,1532.4,5784.1,1546.1,179.7,23.3,75.0,1365.5,952.8,511.0,287.0,5055.9,6469.8,2660.0,1846.7,3778.5,2836.4,2708.6,1687.7,1800.6,1860.2,1147.5,947.1,1042.7,2157.8,1549.2,5316.7,7194.7,5797.7,1716.8,401.8
2025-10-26 02:00:00,730.7,342.6,984.1,708.1,605.4,214.5,0.0,28.3,146.6,87.9,8.4,1421.9,1357.7,5875.7,1537.2,203.4,0.0,112.2,1341.7,1057.0,508.7,288.0,5016.4,6566.9,2636.1,1847.6,3766.4,2741.2,2738.9,1579.4,1787.5,1812.0,1108.3,948.9,1043.3,2092.8,1544.5,5367.3,7192.2,5794.0,1712.7,425.1
2025-10-26 02:15:00,728.6,340.1,981.4,705.8,605.4,214.5,0.1,29.7,214.7,38.4,8.4,1392.3,1404.4,5903.8,1520.8,207.8,0.0,112.2,1341.2,1039.0,508.1,291.1,5001.2,6543.0,2627.7,1848.1,3767.6,2742.1,2770.9,1521.8,1771.8,1811.6,1106.3,949.1,1041.7,2055.4,1540.4,5242.8,7176.9,5774.6,1703.7,435.7
