date,high,low,VWAP,open,close,VWAP1H,VWAP3H,buy_volume,sell_volume,transaction_volume,first_trade_date,last_trade_date,13
2026-08-30 00:00:00,279.98,59.03,93.7,127.16,167.1,100.84,92.24,4420.6,4520.0,7437.4,2026-08-29 14:15:24,2026-08-29 23:39:55,
2026-08-30 01:00:00,263.17,55.62,87.76,101.23,181.73,104.25,89.44,4718.2,4537.9,7935.2,2026-08-29 14:22:32,2026-08-30 00:39:15,
2026-08-30 02:00:00,162.78,35.2,81.51,82.24,107.17,105.6,88.59,4662.4,4825.6,8175.0,2026-08-29 14:24:47,2026-08-30 01:39:48,
2026-08-30 03:00:00,152.0,28.07,71.62,71.0,149.25,90.16,83.11,4807.5,4947.6,8376.7,2026-08-29 14:22:48,2026-08-30 02:38:40,
2026-08-30 04:00:00,157.0,29.27,67.71,65.9,61.9,88.72,80.35,5297.4,5505.3,9362.0,2026-08-29 14:21:00,2026-08-30 03:39:13,
2026-08-30 05:00:00,107.3,30.54,67.75,64.96,60.63,86.0,78.29,4830.2,5094.8,8657.3,2026-08-29 14:21:45,2026-08-30 04:39:53,
2026-08-30 06:00:00,149.05,10.01,58.43,62.0,20.71,57.05,63.82,4895.5,5026.6,8577.7,2026-08-29 14:23:13,2026-08-30 05:39:38,
2026-08-30 07:00:00,116.31,8.67,45.98,41.47,19.77,38.07,46.87,5214.9,5292.0,9129.1,2026-08-29 14:20:06,2026-08-30 06:39:55,
2026-08-30 08:00:00,57.84,-4.99,14.48,1.6,-0.2,11.47,11.16,4115.9,4259.6,7178.5,2026-08-29 14:08:41,2026-08-30 07:39:38,
2026-08-30 09:00:00,13.23,-5.0,1.79,1.0,0.0,0.27,1.18,4219.2,4548.3,7321.5,2026-08-29 14:20:01,2026-08-30 08:39:45,
2026-08-30 10:00:00,7.8,-112.65,-0.91,6.4,0.2,0.08,-0.03,4247.7,4688.5,7564.8,2026-08-29 14:08:46,2026-08-30 09:39:28,
2026-08-30 11:00:00,21.77,-40.02,-0.18,0.01,7.96,0.32,0.06,4066.1,4210.7,6920.4,2026-08-29 14:01:21,2026-08-30 10:39:36,
2026-08-30 12:00:00,4.99,-36.64,-0.44,0.61,0.16,0.04,0.03,4221.0,4378.5,7020.5,2026-08-29 14:01:48,2026-08-30 11:39:31,
2026-08-30 13:00:00,12.25,-86.09,-0.75,-0.49,-4.89,-0.11,-0.11,3001.6,2857.3,4992.2,2026-08-29 14:00:47,2026-08-30 12:39:47,
2026-08-30 14:00:00,20.19,-38.18,-0.38,0.41,0.0,0.17,-0.02,3512.0,3992.6,6435.5,2026-08-29 14:01:25,2026-08-30 13:39:50,
2026-08-30 15:00:00,11.44,-11.23,1.04,0.15,0.99,1.71,1.32,3449.9,4300.4,6753.2,2026-08-29 14:22:23,2026-08-30 14:38:02,
2026-08-30 16:00:00,54.85,-15.72,9.47,-0.05,0.1,8.37,11.95,4222.8,4569.4,7329.2,2026-08-29 14:00:43,2026-08-30 15:39:27,
2026-08-30 17:00:00,190.69,-7.54,79.88,129.54,153.58,91.24,84.76,5584.9,5652.6,9314.1,2026-08-29 14:00:24,2026-08-30 16:39:05,
2026-08-30 18:00:00,226.78,60.63,171.02,182.92,175.45,185.3,174.49,6254.1,6032.2,10477.4,2026-08-29 14:08:42,2026-08-30 17:39:55,
2026-08-30 19:00:00,263.59,142.03,199.07,200.33,247.4,205.38,203.62,5107.5,4934.0,8782.7,2026-08-29 14:21:02,2026-08-30 18:39:59,
2026-08-30 20:00:00,996.6,178.3,219.87,210.31,282.0,253.3,231.09,5347.3,5009.3,9109.1,2026-08-29 14:01:36,2026-08-30 19:39:17,
2026-08-30 21:00:00,492.5,179.21,228.4,202.01,200.1,277.17,244.26,5951.0,5456.7,9937.5,2026-08-29 14:06:55,2026-08-30 20:39:34,
2026-08-30 22:00:00,371.64,162.39,221.19,190.17,185.64,238.53,235.01,6365.9,6111.1,10856.5,2026-08-29 14:20:26,2026-08-30 21:38:59,
2026-08-30 23:00:00,247.98,156.31,195.58,167.15,224.49,201.99,202.72,5739.9,5512.9,9937.2,2026-08-29 14:30:08,2026-08-30 22:39:00,
2026-09-01 00:00:00,193.6,129.42,165.86,151.55,137.9,163.22,167.56,3688.0,3521.8,5862.2,2026-08-31 14:07:03,2026-08-31 23:39:50,
2026-09-01 01:00:00,238.89,95.03,154.53,143.84,135.22,155.67,155.1,3146.8,3083.7,5059.8,2026-08-31 14:00:23,2026-09-01 00:39:58,
2026-09-01 02:00:00,164.79,110.52,147.39,137.31,146.84,141.51,144.94,3643.8,4019.6,6216.4,2026-08-31 14:07:22,2026-09-01 01:39:59,
2026-09-01 03:00:00,179.61,98.72,146.29,148.13,129.99,142.33,143.83,3948.1,4274.6,6743.7,2026-08-31 14:07:03,2026-09-01 02:39:16,
2026-09-01 04:00:00,198.59,113.63,147.28,155.1,185.6,148.41,145.49,4011.5,3864.5,6623.3,2026-08-31 14:20:00,2026-09-01 03:39:34,
2026-09-01 05:00:00,218.63,64.72,159.84,158.59,101.43,164.49,159.1,3646.1,3640.1,6088.0,2026-08-31 14:00:31,2026-09-01 04:39:55,
2026-09-01 06:00:00,235.13,113.9,187.63,193.92,161.7,180.23,183.97,4472.1,4442.8,7596.5,2026-08-31 14:28:14,2026-09-01 05:39:48,
2026-09-01 07:00:00,229.98,147.0,201.75,218.1,209.21,193.41,197.46,3764.8,3737.7,6423.6,2026-08-31 14:07:03,2026-09-01 06:39:55,
2026-09-01 08:00:00,230.21,107.52,184.3,222.19,158.2,176.37,180.09,5179.2,5076.0,8439.4,2026-08-31 14:00:38,2026-09-01 07:39:30,
2026-09-01 09:00:00,305.08,100.3,148.58,177.44,142.71,139.85,143.46,5172.6,4948.3,8133.4,2026-08-31 14:00:40,2026-09-01 08:39:29,
2026-09-01 10:00:00,160.6,12.42,112.37,121.49,33.0,101.56,106.35,7475.8,7424.1,12469.7,2026-08-31 14:00:42,2026-09-01 09:39:38,
2026-09-01 11:00:00,127.73,4.1,70.03,119.28,19.7,49.32,60.84,7480.2,7757.6,12437.4,2026-08-31 14:05:50,2026-09-01 10:39:55,
2026-09-01 12:00:00,95.04,-3.47,40.7,73.04,4.99,25.97,33.12,9072.5,9502.2,14755.5,2026-08-31 14:04:58,2026-09-01 11:39:59,
2026-09-01 13:00:00,75.5,-2.4,27.98,33.41,-2.4,10.91,20.61,8987.7,9296.6,15002.2,2026-08-31 14:07:11,2026-09-01 12:39:54,
2026-09-01 14:00:00,73.61,-8.6,26.33,35.75,4.15,9.05,16.2,8307.9,8335.5,13495.4,2026-08-31 14:04:58,2026-09-01 13:39:23,
