date,high,low,VWAP,open,close,VWAP1H,VWAP3H,buy_volume,sell_volume,transaction_volume,first_trade_date,last_trade_date,13
2026-07-13 00:00:00,165.07,89.95,126.62,165.07,110.69,117.66,125.89,1891.2,1944.0,3261.4,2026-07-12 14:00:17,2026-07-12 23:39:25,
2026-07-13 01:00:00,135.31,86.61,119.15,124.35,104.11,111.53,118.03,1703.5,1824.7,3011.0,2026-07-12 14:17:40,2026-07-13 00:39:40,
2026-07-13 02:00:00,130.47,61.61,117.06,124.74,94.34,115.52,115.62,1672.0,1741.9,2932.4,2026-07-12 14:20:00,2026-07-13 01:39:53,
2026-07-13 03:00:00,126.36,69.38,113.5,120.96,85.32,105.56,110.76,1568.5,1815.3,2847.1,2026-07-12 14:21:14,2026-07-13 02:39:40,
2026-07-13 04:00:00,182.14,99.0,121.44,126.83,99.21,126.23,121.51,1826.2,2145.6,3347.7,2026-07-12 15:01:09,2026-07-13 03:39:30,
2026-07-13 05:00:00,158.8,89.57,128.2,137.99,134.4,132.67,127.33,2627.6,2775.8,4465.1,2026-07-12 14:22:55,2026-07-13 04:39:48,
2026-07-13 06:00:00,169.2,110.49,138.82,148.95,126.8,137.73,137.51,3101.6,2880.6,5195.4,2026-07-12 14:20:26,2026-07-13 05:39:20,
2026-07-13 07:00:00,163.97,111.1,140.79,152.25,124.67,135.77,139.01,3356.8,3468.7,5991.0,2026-07-12 14:06:34,2026-07-13 06:39:35,
2026-07-13 08:00:00,163.59,73.62,127.63,145.5,87.44,117.85,125.72,3359.9,3430.4,5986.4,2026-07-12 14:28:26,2026-07-13 07:39:59,
2026-07-13 09:00:00,173.3,78.18,112.58,105.86,91.85,108.04,110.73,4352.4,4624.5,7805.4,2026-07-12 14:20:05,2026-07-13 08:39:48,
2026-07-13 10:00:00,152.19,52.88,88.39,114.72,98.97,93.04,87.9,4345.1,4795.5,7907.8,2026-07-12 14:27:34,2026-07-13 09:39:57,
2026-07-13 11:00:00,95.68,12.97,68.31,30.77,15.22,62.74,69.33,5755.1,5652.3,9935.4,2026-07-12 14:00:25,2026-07-13 10:39:55,
2026-07-13 12:00:00,77.17,-5.1,48.35,-5.1,14.0,44.61,48.68,5773.7,5907.2,10071.0,2026-07-12 14:00:27,2026-07-13 11:39:04,
2026-07-13 13:00:00,51.61,-16.32,29.93,30.6,-4.03,10.48,25.12,5934.7,5872.0,10042.3,2026-07-12 14:00:28,2026-07-13 12:39:55,
2026-07-13 14:00:00,60.93,-14.79,33.02,1.4,7.85,2.75,23.31,5916.6,5883.8,9737.5,2026-07-12 14:12:15,2026-07-13 13:39:00,
2026-07-13 15:00:00,122.4,-4.39,52.62,12.3,120.0,33.42,45.4,5900.5,5796.1,10148.5,2026-07-12 14:14:48,2026-07-13 14:39:51,
2026-07-13 16:00:00,164.4,26.84,83.88,70.37,82.73,90.51,82.89,5709.3,5584.5,9386.9,2026-07-12 14:20:05,2026-07-13 15:39:55,
2026-07-13 17:00:00,147.99,12.51,113.3,113.0,112.01,118.28,113.65,5171.4,4612.6,8378.8,2026-07-12 14:24:33,2026-07-13 16:39:59,
2026-07-13 18:00:00,164.0,76.32,131.17,137.51,152.37,123.84,129.17,4443.9,4426.0,7527.0,2026-07-12 14:27:58,2026-07-13 17:39:55,
2026-07-13 19:00:00,251.29,95.09,162.53,185.15,150.55,166.09,162.84,4864.6,4689.1,8254.3,2026-07-12 14:24:42,2026-07-13 18:39:40,
2026-07-13 20:00:00,218.26,144.61,177.56,180.25,210.0,183.28,178.39,4156.5,4176.2,7266.2,2026-07-12 14:06:26,2026-07-13 19:39:50,
2026-07-13 21:00:00,387.73,125.1,175.94,175.45,138.01,180.95,179.93,4306.6,4397.9,7495.3,2026-07-12 14:06:37,2026-07-13 20:39:40,
2026-07-13 22:00:00,210.39,119.21,162.15,170.85,130.34,158.22,164.21,3722.6,3917.8,6835.9,2026-07-12 14:06:37,2026-07-13 21:39:56,
2026-07-13 23:00:00,190.19,117.25,150.2,142.02,144.38,151.92,152.92,3187.5,3831.8,6137.8,2026-07-12 14:42:15,2026-07-13 22:39:31,
2026-07-15 00:00:00,400.0,116.44,156.58,147.89,122.1,151.57,156.29,2248.6,2352.4,3906.6,2026-07-14 14:38:37,2026-07-14 23:39:58,
2026-07-15 01:00:00,157.39,102.1,142.91,144.89,133.92,136.22,142.17,2187.6,2245.8,3812.0,2026-07-14 14:20:10,2026-07-15 00:39:08,
2026-07-15 02:00:00,151.19,73.41,133.79,141.76,146.33,125.31,131.09,1857.2,2055.9,3331.8,2026-07-14 14:22:14,2026-07-15 01:39:19,
2026-07-15 03:00:00,142.48,74.9,127.26,140.0,106.0,118.87,123.48,2118.7,2090.9,3610.9,2026-07-14 14:20:05,2026-07-15 02:39:34,
2026-07-15 04:00:00,148.03,59.2,127.49,144.37,110.0,117.88,122.77,1961.7,2010.7,3404.8,2026-07-14 14:22:06,2026-07-15 03:39:48,
2026-07-15 05:00:00,164.59,106.43,137.81,148.07,121.42,131.72,133.28,1869.6,1941.9,3179.5,2026-07-14 14:20:37,2026-07-15 04:39:58,
2026-07-15 06:00:00,190.98,100.01,155.25,157.65,121.42,151.36,151.69,2518.0,2261.7,3896.4,2026-07-14 14:09:17,2026-07-15 05:39:43,
2026-07-15 07:00:00,208.56,126.42,156.48,160.19,157.35,153.69,153.66,2820.6,2676.6,4583.2,2026-07-14 14:09:17,2026-07-15 06:39:19,
2026-07-15 08:00:00,181.7,112.35,147.98,150.2,142.58,143.5,146.32,3270.8,3325.1,5695.5,2026-07-14 14:09:17,2026-07-15 07:39:24,
2026-07-15 09:00:00,174.98,96.18,129.47,127.35,118.5,129.49,128.79,3369.1,3664.3,5774.0,2026-07-14 14:09:17,2026-07-15 08:39:26,
2026-07-15 10:00:00,197.49,58.01,113.15,103.56,70.6,108.62,113.07,5054.9,5217.4,8701.3,2026-07-14 14:20:23,2026-07-15 09:39:56,
2026-07-15 11:00:00,161.19,48.4,89.7,93.51,89.6,84.3,88.36,5347.8,5400.0,8836.9,2026-07-14 14:09:17,2026-07-15 10:39:32,
2026-07-15 12:00:00,161.41,36.07,69.38,81.44,104.14,74.88,66.01,5986.6,6017.5,10222.6,2026-07-14 14:08:26,2026-07-15 11:39:40,
2026-07-15 13:00:00,121.42,32.02,59.05,73.87,40.35,72.02,56.81,6360.1,6791.2,11152.9,2026-07-14 14:06:48,2026-07-15 12:39:59,
2026-07-15 14:00:00,134.74,-2.77,52.7,74.51,133.29,50.31,51.79,6167.1,6427.6,10719.0,2026-07-14 14:06:48,2026-07-15 13:39:12,
2026-07-15 15:00:00,151.77,26.5,69.68,75.65,149.98,85.26,74.64,5741.0,6190.3,10258.6,2026-07-14 14:08:26,2026-07-15 14:39:56,
