date,high,low,VWAP,open,close,VWAP1H,VWAP3H,buy_volume,sell_volume,transaction_volume,first_trade_date,last_trade_date,13
2026-08-22 00:00:00,229.97,131.18,156.21,173.1,154.05,155.65,155.6,3637.9,3496.3,6035.3,2026-08-21 14:17:10,2026-08-21 23:39:55,
2026-08-22 01:00:00,169.31,120.9,155.0,153.02,130.9,154.23,155.39,4042.9,3782.9,6753.6,2026-08-21 14:23:34,2026-08-22 00:39:26,
2026-08-22 02:00:00,162.79,112.4,148.85,143.82,138.2,138.92,147.91,3254.9,3099.2,5541.2,2026-08-21 14:01:49,2026-08-22 01:39:59,
2026-08-22 03:00:00,183.79,124.22,144.26,151.29,152.45,139.51,142.43,2882.3,2463.8,4718.9,2026-08-21 14:33:23,2026-08-22 02:39:55,
2026-08-22 04:00:00,251.29,107.94,142.06,149.99,111.01,145.26,142.0,2941.7,2593.9,4742.6,2026-08-21 14:29:19,2026-08-22 03:39:28,
2026-08-22 05:00:00,374.41,78.87,138.76,147.13,126.49,135.79,137.33,3321.8,3019.0,5529.5,2026-08-21 14:41:55,2026-08-22 04:39:44,
2026-08-22 06:00:00,245.77,89.62,137.12,155.5,90.08,133.68,134.55,3670.1,3557.9,6408.4,2026-08-21 14:26:32,2026-08-22 05:39:56,
2026-08-22 07:00:00,172.03,78.3,128.16,126.55,93.9,123.43,125.08,4081.2,3800.8,7010.1,2026-08-21 14:20:00,2026-08-22 06:39:59,
2026-08-22 08:00:00,178.59,67.51,106.29,139.37,95.21,100.42,102.67,5392.4,5023.9,9090.6,2026-08-21 14:02:48,2026-08-22 07:39:20,
2026-08-22 09:00:00,314.44,-1.01,64.47,108.81,-0.09,58.79,61.26,7112.9,6114.1,11886.5,2026-08-21 14:02:48,2026-08-22 08:39:44,
2026-08-22 10:00:00,86.33,-5.0,14.01,86.33,0.7,3.16,7.95,6336.6,6035.0,10651.6,2026-08-21 14:00:20,2026-08-22 09:39:00,
2026-08-22 11:00:00,38.18,-6.28,-0.24,8.5,2.66,-1.9,-1.59,5730.0,5524.4,9780.0,2026-08-21 14:20:10,2026-08-22 10:38:15,
2026-08-22 12:00:00,5.21,-13.81,-4.38,1.95,-2.53,-3.12,-3.55,6239.7,5366.8,9799.3,2026-08-21 14:07:33,2026-08-22 11:39:40,
2026-08-22 13:00:00,1.89,-42.3,-5.8,1.85,-9.9,-7.99,-5.87,6389.6,5661.9,10082.0,2026-08-21 14:07:34,2026-08-22 12:39:48,
2026-08-22 14:00:00,5.0,-18.11,-5.18,1.95,-6.4,-5.91,-4.46,5709.9,5197.4,8992.4,2026-08-21 14:07:34,2026-08-22 13:39:48,
2026-08-22 15:00:00,9.09,-20.06,-5.63,1.75,-0.1,-5.22,-6.09,6141.0,5880.3,10361.0,2026-08-21 14:07:34,2026-08-22 14:39:20,
2026-08-22 16:00:00,17.27,-11.86,-2.94,2.95,-4.24,-4.47,-3.83,4826.1,4616.7,7946.5,2026-08-21 14:01:11,2026-08-22 15:39:48,
2026-08-22 17:00:00,70.27,-20.95,4.9,48.79,2.38,-2.43,-0.89,5674.4,5777.3,9078.7,2026-08-21 14:02:24,2026-08-22 16:39:20,
2026-08-22 18:00:00,149.02,-4.8,76.08,126.88,140.0,65.78,67.88,5706.8,5061.3,8636.3,2026-08-21 14:01:00,2026-08-22 17:39:48,
2026-08-22 19:00:00,164.89,65.0,135.94,124.55,130.1,130.01,133.54,5864.9,5102.8,8994.7,2026-08-21 14:01:49,2026-08-22 18:39:59,
2026-08-22 20:00:00,178.67,110.0,145.01,178.18,132.84,133.98,138.12,4624.6,4189.4,7325.8,2026-08-21 14:00:23,2026-08-22 19:39:00,
2026-08-22 21:00:00,225.0,92.8,144.05,162.7,125.46,137.37,138.39,4287.9,3946.4,6669.8,2026-08-21 14:00:15,2026-08-22 20:39:50,
2026-08-22 22:00:00,179.36,96.18,141.5,151.64,135.8,144.64,140.51,4481.1,4233.6,7047.7,2026-08-21 14:01:49,2026-08-22 21:39:31,
2026-08-22 23:00:00,210.29,119.85,139.03,126.82,200.0,146.42,140.61,4329.3,4057.6,6899.6,2026-08-21 14:01:49,2026-08-22 22:39:57,
2026-08-23 00:00:00,321.8,-55.94,139.28,128.49,175.0,147.3,142.45,3749.0,3944.2,6683.1,2026-08-22 14:20:00,2026-08-22 23:39:48,
2026-08-23 01:00:00,248.48,116.19,141.33,121.02,189.3,149.82,145.22,3256.4,3522.7,5579.7,2026-08-22 14:20:00,2026-08-23 00:39:48,
2026-08-23 02:00:00,264.63,75.46,134.47,125.47,130.0,144.03,138.93,3094.3,3103.9,4945.5,2026-08-22 14:20:02,2026-08-23 01:39:45,
2026-08-23 03:00:00,290.08,106.21,139.3,118.48,131.0,154.09,144.55,3345.6,3407.7,5384.8,2026-08-22 14:20:09,2026-08-23 02:39:49,
2026-08-23 04:00:00,197.91,107.36,136.23,114.04,168.56,150.79,142.33,2993.1,2994.2,4899.5,2026-08-22 14:21:08,2026-08-23 03:39:37,
2026-08-23 05:00:00,292.59,115.48,142.14,118.99,288.8,162.22,150.46,2806.9,2800.1,4684.0,2026-08-22 14:25:01,2026-08-23 04:39:06,
2026-08-23 06:00:00,291.73,114.61,143.42,120.37,118.0,164.99,152.55,3161.7,3115.8,5124.1,2026-08-22 14:23:26,2026-08-23 05:39:48,
2026-08-23 07:00:00,184.85,48.4,123.32,70.56,68.9,126.41,126.31,3691.8,3611.9,6163.6,2026-08-22 14:00:18,2026-08-23 06:39:48,
2026-08-23 08:00:00,133.8,3.71,70.63,12.49,48.47,67.94,73.41,3496.6,3724.4,6086.1,2026-08-22 14:22:19,2026-08-23 07:39:58,
2026-08-23 09:00:00,45.41,-4.7,8.39,7.43,-0.1,3.19,8.61,4615.6,4744.1,8031.3,2026-08-22 14:01:23,2026-08-23 08:39:40,
2026-08-23 10:00:00,8.98,-4.9,0.92,1.31,0.0,-1.01,-0.23,5205.4,5308.6,9072.2,2026-08-22 14:08:00,2026-08-23 09:39:20,
2026-08-23 11:00:00,7.61,-23.73,-1.31,-2.45,3.2,-2.24,-2.55,5674.8,5541.7,9564.3,2026-08-22 14:01:22,2026-08-23 10:39:52,
2026-08-23 12:00:00,2.5,-34.53,-2.48,-2.95,-3.0,-2.01,-3.17,5733.5,5186.1,9307.7,2026-08-22 14:00:18,2026-08-23 11:39:48,
2026-08-23 13:00:00,1.29,-25.42,-3.53,1.29,-7.7,-3.2,-3.61,4788.9,4251.8,7623.4,2026-08-22 14:08:01,2026-08-23 12:39:50,
2026-08-23 14:00:00,3.64,-25.09,-3.75,3.64,-4.9,-4.22,-3.57,5508.5,5014.5,8990.4,2026-08-22 14:08:02,2026-08-23 13:39:28,
2026-08-23 15:00:00,3.69,-16.94,-2.31,3.14,-1.93,-2.43,-1.67,4862.8,4170.7,7854.5,2026-08-22 14:08:02,2026-08-23 14:39:57,
2026-08-23 16:00:00,16.46,-8.83,-0.67,1.94,-2.81,-1.62,-1.02,3556.0,3432.9,5859.4,2026-08-22 14:08:08,2026-08-23 15:39:44,
2026-08-23 17:00:00,131.5,-5.73,16.76,101.32,129.32,13.54,12.71,5293.4,5672.9,9170.6,2026-08-22 14:01:10,2026-08-23 16:39:49,
2026-08-23 18:00:00,300.0,48.84,135.59,180.9,212.67,153.61,142.26,5350.3,5283.3,8740.8,2026-08-22 14:08:09,2026-08-23 17:39:29,
2026-08-23 19:00:00,494.17,100.59,178.73,187.5,255.53,189.33,182.83,5797.0,6250.8,10524.3,2026-08-22 14:08:09,2026-08-23 18:39:55,
2026-08-23 20:00:00,442.81,166.16,185.0,178.5,189.64,195.03,190.45,4492.0,4674.8,8048.1,2026-08-22 14:00:19,2026-08-23 19:39:55,
2026-08-23 21:00:00,218.0,163.31,181.08,190.91,187.4,181.38,184.46,4886.7,4925.1,8578.3,2026-08-22 14:00:19,2026-08-23 20:39:48,
2026-08-23 22:00:00,199.14,153.78,178.08,170.61,165.26,183.72,181.23,4237.7,4135.8,7368.0,2026-08-22 14:26:05,2026-08-23 21:39:27,
2026-08-23 23:00:00,232.99,134.1,167.19,167.11,134.1,170.84,171.2,3686.1,3661.9,6257.0,2026-08-22 14:26:05,2026-08-23 22:39:46,
2026-08-24 00:00:00,184.15,115.11,156.34,162.11,138.19,153.6,156.53,2450.0,2551.4,4045.0,2026-08-23 14:06:59,2026-08-23 23:39:57,
2026-08-24 01:00:00,163.11,130.42,145.98,158.0,132.35,141.86,145.41,2188.6,2287.4,3852.6,2026-08-23 14:18:01,2026-08-24 00:39:16,
2026-08-24 02:00:00,156.07,126.69,143.23,146.25,135.51,140.88,142.56,2092.1,2258.5,3707.6,2026-08-23 14:07:44,2026-08-24 01:39:47,
2026-08-24 03:00:00,158.88,113.94,141.05,145.25,158.88,135.81,139.2,2869.5,2855.2,4767.9,2026-08-23 14:06:35,2026-08-24 02:39:50,
2026-08-24 04:00:00,218.19,131.61,147.94,154.95,168.18,157.56,149.48,2906.1,3064.6,4848.9,2026-08-23 14:02:47,2026-08-24 03:39:52,
2026-08-24 05:00:00,190.0,94.56,162.02,177.35,149.09,163.26,160.58,2436.2,2469.5,4109.7,2026-08-23 14:08:33,2026-08-24 04:39:45,
2026-08-24 06:00:00,214.23,158.81,185.41,200.94,168.0,181.1,183.64,4344.5,4109.6,7548.5,2026-08-23 14:02:32,2026-08-24 05:39:45,
2026-08-24 07:00:00,223.78,146.3,185.17,220.83,159.86,174.55,183.11,4394.6,4095.5,7573.4,2026-08-23 14:02:20,2026-08-24 06:39:50,
2026-08-24 08:00:00,200.53,127.9,169.23,179.8,159.3,164.41,168.06,4010.9,3803.5,6694.2,2026-08-23 14:25:08,2026-08-24 07:39:36,
2026-08-24 09:00:00,195.3,102.55,139.44,126.65,154.97,138.26,138.88,4508.8,4084.0,7193.8,2026-08-23 14:24:33,2026-08-24 08:39:57,
2026-08-24 10:00:00,210.78,64.98,115.15,128.01,167.02,115.94,115.94,5820.4,5108.4,9300.9,2026-08-23 14:05:14,2026-08-24 09:39:56,
2026-08-24 11:00:00,271.65,54.08,94.69,61.94,110.76,101.07,96.77,6310.2,5821.4,10296.6,2026-08-23 14:08:30,2026-08-24 10:39:28,
