date,high,low,VWAP,open,close,VWAP1H,VWAP3H,buy_volume,sell_volume,transaction_volume,first_trade_date,last_trade_date,13
2026-06-12 00:00:00,158.05,88.02,123.73,116.26,99.55,123.57,124.24,2036.0,1938.0,3391.9,2026-06-11 14:20:09,2026-06-11 23:39:08,
2026-06-12 01:00:00,183.02,89.24,117.29,102.1,104.0,114.9,118.2,2206.0,2075.2,3670.6,2026-06-11 14:20:20,2026-06-12 00:39:18,
2026-06-12 02:00:00,121.6,86.37,108.58,99.51,93.7,105.38,108.52,2379.7,2477.1,4175.2,2026-06-11 14:00:26,2026-06-12 01:39:30,
2026-06-12 03:00:00,115.73,77.5,106.25,85.11,82.7,100.99,104.57,2376.9,2648.5,4402.4,2026-06-11 14:06:10,2026-06-12 02:39:56,
2026-06-12 04:00:00,144.34,80.22,106.14,94.71,92.0,100.89,104.51,2681.8,2912.2,4839.5,2026-06-11 14:00:33,2026-06-12 03:39:40,
2026-06-12 05:00:00,146.7,89.7,113.04,89.7,143.37,111.86,111.65,2544.0,2786.1,4540.6,2026-06-11 14:23:18,2026-06-12 04:39:19,
2026-06-12 06:00:00,171.2,106.78,133.34,107.98,148.35,137.3,134.86,3269.2,3067.9,5457.4,2026-06-11 14:18:08,2026-06-12 05:39:07,
2026-06-12 07:00:00,188.9,120.61,141.88,120.69,125.01,152.99,145.95,4187.8,4081.0,7336.2,2026-06-11 14:00:42,2026-06-12 06:39:53,
2026-06-12 08:00:00,234.25,82.62,146.21,132.52,95.0,154.31,151.26,4663.1,4868.8,8188.5,2026-06-11 14:08:39,2026-06-12 07:39:30,
2026-06-12 09:00:00,644.81,62.7,137.57,113.27,135.0,141.15,141.9,6118.5,6262.9,10763.3,2026-06-11 14:07:01,2026-06-12 08:39:59,
2026-06-12 10:00:00,822.62,90.61,129.99,97.85,644.0,160.33,134.7,8182.0,8332.4,13676.0,2026-06-11 14:00:47,2026-06-12 09:39:10,
2026-06-12 11:00:00,418.64,77.23,123.28,93.51,153.99,165.04,132.71,9760.6,9560.9,16384.5,2026-06-11 14:06:10,2026-06-12 10:39:44,
2026-06-12 12:00:00,239.15,61.83,103.22,81.21,80.0,124.4,113.97,8791.7,8567.9,14939.4,2026-06-11 14:00:52,2026-06-12 11:39:47,
2026-06-12 13:00:00,151.03,63.13,98.36,68.9,73.0,104.48,106.97,7067.8,7358.6,12522.2,2026-06-11 14:20:19,2026-06-12 12:39:33,
2026-06-12 14:00:00,121.44,-13.91,92.01,60.51,0.67,86.08,96.31,6841.1,7470.7,11810.3,2026-06-11 14:02:43,2026-06-12 13:39:23,
2026-06-12 15:00:00,100.4,-11.83,78.06,60.51,-10.0,60.89,74.29,5704.7,6063.5,9707.9,2026-06-11 14:02:43,2026-06-12 14:39:15,
2026-06-12 16:00:00,105.55,-55.97,64.59,61.51,11.41,24.94,53.08,5728.4,5574.8,9523.6,2026-06-11 14:02:43,2026-06-12 15:39:00,
2026-06-12 17:00:00,121.67,0.9,75.56,63.29,85.5,60.28,66.0,5631.8,5373.4,9370.1,2026-06-11 14:01:07,2026-06-12 16:39:59,
2026-06-12 18:00:00,122.94,7.22,87.25,84.12,33.4,76.4,78.15,5201.3,4735.1,8530.7,2026-06-11 14:21:25,2026-06-12 17:39:31,
2026-06-12 19:00:00,125.29,-183.78,100.8,97.47,103.73,86.23,93.22,4214.6,3804.8,6846.3,2026-06-11 14:21:26,2026-06-12 18:39:23,
2026-06-12 20:00:00,139.99,71.39,103.13,109.69,100.0,98.13,96.9,4634.9,4522.8,7874.5,2026-06-11 14:02:44,2026-06-12 19:39:19,
