date,high,low,VWAP,open,close,VWAP1H,VWAP3H,buy_volume,sell_volume,transaction_volume,first_trade_date,last_trade_date,13
2026-08-28 00:00:00,183.04,129.18,148.19,137.02,144.3,151.94,149.19,2684.2,2994.8,4557.4,2026-08-27 14:19:25,2026-08-27 23:39:55,
2026-08-28 01:00:00,164.99,121.99,147.9,143.78,150.6,149.12,148.69,3007.1,3217.8,4867.7,2026-08-27 14:24:24,2026-08-28 00:39:40,
2026-08-28 02:00:00,233.19,127.0,148.37,157.59,128.55,151.76,150.12,3333.9,3603.6,5592.5,2026-08-27 14:00:19,2026-08-28 01:39:57,
2026-08-28 03:00:00,193.49,134.62,153.21,134.62,189.97,167.77,157.03,3880.7,4382.4,6655.1,2026-08-27 14:00:36,2026-08-28 02:39:55,
2026-08-28 04:00:00,229.82,134.44,158.45,134.44,178.3,172.21,163.42,3563.8,3889.2,6087.6,2026-08-27 14:00:23,2026-08-28 03:39:49,
2026-08-28 05:00:00,220.7,133.98,168.71,145.35,162.67,183.09,173.57,3478.8,3904.0,6362.6,2026-08-27 14:00:24,2026-08-28 04:39:24,
2026-08-28 06:00:00,232.96,130.5,182.79,174.19,199.4,189.32,186.14,4361.4,4321.1,7429.7,2026-08-27 14:00:25,2026-08-28 05:39:57,
2026-08-28 07:00:00,224.0,157.52,189.49,172.34,210.0,190.17,192.48,5171.5,5003.7,8783.6,2026-08-27 14:20:56,2026-08-28 06:39:30,
2026-08-28 08:00:00,232.88,137.2,190.61,170.71,179.95,182.63,192.43,5986.8,5808.4,10055.4,2026-08-27 14:12:37,2026-08-28 07:39:55,
2026-08-28 09:00:00,586.95,137.87,184.98,143.31,550.0,193.81,187.73,6235.6,6240.3,10091.1,2026-08-27 14:00:31,2026-08-28 08:39:33,
2026-08-28 10:00:00,999.99,106.08,193.48,130.22,299.07,250.34,205.06,6892.7,6564.3,11160.7,2026-08-27 14:00:33,2026-08-28 09:39:31,
