date,EE,LT,LV,AT,BE,FR,GER,NL,PL,DK1,DK2,FI,NO1,NO2,NO3,NO4,NO5,SE1,SE2,SE3,SE4
2024-11-29 00:00:00,56.98,56.98,56.98,119.33,119.33,118.71,119.33,119.33,111.13,111.13,111.13,56.98,56.98,56.98,9.9,9.9,41.26,9.9,9.9,59.97,50.38
2024-11-29 00:15:00,56.98,56.98,56.98,118.09,118.09,118.71,118.09,118.09,111.13,111.13,111.13,56.98,56.98,56.98,9.9,9.9,41.26,9.9,9.9,55.99,59.18
2024-11-29 00:30:00,56.98,56.98,56.98,105.4,105.4,103.54,105.4,105.4,111.13,111.13,111.13,56.98,56.98,56.98,9.9,9.9,41.26,9.9,9.9,55.99,59.18
2024-11-29 00:45:00,56.98,56.98,56.98,101.69,101.69,103.54,101.69,101.69,111.13,111.13,111.13,56.98,56.98,56.98,9.9,9.9,41.26,9.9,9.9,55.99,59.19
2024-11-29 01:00:00,49.1,49.1,49.1,114.95,114.95,110.97,114.95,114.95,105.39,109.0,109.0,46.4,46.4,46.4,14.25,10.15,40.26,9.9,9.9,49.4,49.1
2024-11-29 01:15:00,49.1,49.1,49.1,107.0,107.0,110.97,107.0,107.0,105.39,109.0,109.0,46.4,46.4,46.4,14.25,10.15,40.26,9.9,9.9,49.4,49.1
2024-11-29 01:30:00,49.1,49.1,49.1,109.17,109.17,107.03,109.17,109.17,105.39,109.0,109.0,46.4,46.4,46.4,14.25,10.15,40.26,9.9,9.9,43.95,49.1
2024-11-29 01:45:00,49.1,49.1,49.1,104.88,104.88,107.03,104.88,104.88,105.39,109.0,109.0,46.4,46.4,46.4,14.25,10.15,40.26,9.9,9.9,42.83,49.1
2024-11-29 02:00:00,90.47,90.47,90.47,105.38,105.38,104.49,105.38,105.38,105.05,105.7,105.7,13.05,46.05,46.05,13.95,9.02,40.31,9.02,9.02,46.11,90.47
2024-11-29 02:15:00,90.47,90.47,90.47,103.6,103.6,104.49,103.6,103.6,105.05,105.7,105.7,13.05,46.05,46.05,13.95,9.02,40.31,9.02,9.02,46.11,90.47
2024-11-29 02:30:00,90.47,90.47,90.47,106.29,106.29,93.46,106.29,106.29,105.05,105.7,105.7,13.05,46.05,46.05,13.95,9.02,40.31,9.02,9.02,46.11,90.47
2024-11-29 02:45:00,90.47,90.47,90.47,104.95,107.53,93.46,107.53,107.53,105.05,105.7,105.7,13.05,46.05,46.05,13.95,9.02,40.31,9.02,9.02,45.88,90.47
2024-11-29 03:00:00,95.23,95.23,95.23,102.42,102.42,101.95,102.42,102.42,105.04,105.04,105.04,4.62,45.7,45.7,9.97,9.97,40.11,4.62,4.62,49.4,86.03
2024-11-29 03:15:00,95.23,95.23,95.23,101.99,101.49,101.95,101.99,101.49,105.04,105.04,105.04,4.62,45.7,45.7,9.97,9.97,40.11,4.62,4.62,47.75,86.03
2024-11-29 03:30:00,95.23,95.23,95.23,103.85,103.85,78.07,103.85,103.85,105.04,105.04,105.04,4.62,45.7,45.7,9.97,9.97,40.11,4.62,4.62,42.83,86.03
2024-11-29 03:45:00,95.23,95.23,95.23,111.89,96.0,78.07,111.89,105.5,105.04,105.04,105.04,4.62,45.7,45.7,9.97,9.97,40.11,4.62,4.62,42.83,86.03
2024-11-29 04:00:00,105.9,105.9,105.9,91.62,91.62,76.88,91.62,91.62,106.15,106.15,106.15,33.7,45.23,45.23,15.4,10.15,40.56,4.6,4.6,45.23,83.35
2024-11-29 04:15:00,105.9,105.9,105.9,100.63,94.0,76.88,100.63,94.0,106.15,106.15,106.15,33.7,45.23,45.23,15.4,10.15,40.56,4.6,4.6,45.23,83.35
2024-11-29 04:30:00,105.9,105.9,105.9,112.47,98.0,74.63,112.47,98.0,106.15,106.15,106.15,33.7,45.23,45.23,15.4,10.15,40.56,4.6,4.6,45.23,83.35
2024-11-29 04:45:00,105.9,105.9,105.9,119.86,104.0,74.63,119.86,104.0,106.15,106.15,106.15,33.7,45.23,45.23,15.4,10.15,40.56,4.6,4.6,45.23,83.35
2024-11-29 05:00:00,114.53,114.53,114.53,93.39,93.39,78.12,93.39,93.39,114.53,114.53,114.53,9.93,52.69,52.69,9.93,9.93,40.21,9.93,9.93,52.7,114.53
2024-11-29 05:15:00,114.53,114.53,114.53,101.69,99.2,78.12,101.69,99.2,114.53,114.53,114.53,9.93,52.69,52.69,9.93,9.93,40.21,9.93,9.93,52.7,114.53
2024-11-29 05:30:00,114.53,114.53,114.53,119.42,114.0,86.18,119.42,114.0,114.53,114.53,114.53,9.93,52.69,52.69,9.93,9.93,40.21,9.93,9.93,52.69,114.53
2024-11-29 05:45:00,114.53,114.53,114.53,143.61,72.8,86.18,143.61,132.3,114.53,114.53,114.53,9.93,52.69,52.69,9.93,9.93,40.21,9.93,9.93,52.69,114.53
2024-11-29 06:00:00,146.37,146.37,146.37,68.67,96.59,115.11,96.59,96.59,117.33,137.13,146.37,5.19,50.93,58.05,7.13,7.13,50.12,3.85,5.19,146.37,146.37
2024-11-29 06:15:00,146.37,146.37,146.37,133.62,133.62,115.11,133.62,133.62,117.33,137.13,146.37,5.19,50.93,58.05,7.13,7.13,50.12,3.86,5.19,146.37,146.37
2024-11-29 06:30:00,146.37,146.37,146.37,159.08,152.9,84.16,159.08,152.9,117.33,137.13,146.37,5.19,50.93,58.05,7.13,7.13,50.12,4.95,5.19,146.37,146.37
2024-11-29 06:45:00,146.37,146.37,146.37,181.2,165.4,84.16,196.19,165.4,117.33,137.13,146.37,5.19,50.93,58.05,7.13,7.13,50.12,8.08,5.19,146.37,146.37
2024-11-29 07:00:00,177.39,177.39,177.39,139.35,120.1,115.25,139.35,120.1,134.15,160.46,177.39,8.96,59.31,68.79,8.96,8.96,58.78,6.36,8.96,177.39,177.39
2024-11-29 07:15:00,177.39,177.39,177.39,165.01,149.67,115.25,165.01,149.67,134.15,160.46,177.39,8.96,59.31,68.79,8.96,8.96,58.78,6.36,8.96,177.39,177.39
2024-11-29 07:30:00,177.39,177.39,177.39,166.09,175.09,131.15,175.09,175.09,134.15,160.46,177.39,8.96,59.31,68.79,8.96,8.96,58.78,11.55,8.96,177.39,177.39
2024-11-29 07:45:00,177.39,177.39,177.39,180.22,192.7,131.15,230.1,197.0,134.15,160.46,177.39,8.96,59.31,68.79,8.96,8.96,58.78,11.55,8.96,177.39,177.39
