date,EE,LT,LV,AT,BE,FR,GER,NL,PL,DK1,DK2,FI,NO1,NO2,NO3,NO4,NO5,SE1,SE2,SE3,SE4
2025-03-15 00:00:00,112.21,112.21,112.21,125.0,125.0,125.0,125.0,125.0,112.21,112.21,112.21,-5.2,29.84,48.0,20.42,20.42,20.42,-5.2,-2.34,26.59,52.26
2025-03-15 00:15:00,112.21,112.21,112.21,117.2,117.2,117.2,117.2,117.2,112.21,112.21,112.21,-5.2,29.84,48.0,20.42,20.42,20.42,-5.2,-2.34,26.59,52.26
2025-03-15 00:30:00,112.21,112.21,112.21,110.99,110.99,110.99,110.99,110.99,112.21,112.21,112.21,-5.2,29.84,48.0,20.42,20.42,20.42,-5.2,-9.24,26.59,52.26
2025-03-15 00:45:00,112.21,112.21,112.21,95.66,95.66,95.66,95.66,95.66,112.21,112.21,112.21,-5.2,29.84,48.0,20.42,20.42,20.42,-5.2,-9.25,26.59,52.26
2025-03-15 01:00:00,105.07,105.07,105.07,109.8,109.8,109.8,109.8,109.8,105.07,105.07,105.07,-5.2,47.12,47.12,20.41,20.41,20.41,-5.2,-2.99,28.59,52.64
2025-03-15 01:15:00,105.07,105.07,105.07,108.41,108.41,108.41,108.41,108.41,105.07,105.07,105.07,-5.2,47.12,47.12,20.41,20.41,20.41,-5.2,-10.39,28.59,52.64
2025-03-15 01:30:00,105.07,105.07,105.07,106.72,106.72,106.72,106.72,106.72,105.07,105.07,105.07,-5.2,47.12,47.12,20.41,20.41,20.41,-5.2,-10.4,28.59,52.64
2025-03-15 01:45:00,105.07,105.07,105.07,95.34,95.34,95.34,95.34,95.34,105.07,105.07,105.07,-5.2,47.12,47.12,20.41,20.41,20.41,-5.2,-10.4,28.59,52.64
2025-03-15 02:00:00,99.45,99.45,99.45,107.97,107.97,107.97,107.97,107.97,99.45,99.45,99.45,-4.66,46.31,46.31,14.46,3.38,20.41,-4.66,-5.91,25.59,47.36
2025-03-15 02:15:00,99.45,99.45,99.45,99.89,99.89,99.89,99.89,99.89,99.45,99.45,99.45,-4.66,46.31,46.31,14.46,3.38,20.41,-4.66,-5.91,25.59,47.36
2025-03-15 02:30:00,99.45,99.45,99.45,99.95,99.95,99.95,99.95,99.95,99.45,99.45,99.45,-4.66,46.31,46.31,14.46,3.38,20.41,-4.66,-5.91,25.59,47.36
2025-03-15 02:45:00,99.45,99.45,99.45,90.01,90.01,90.01,90.01,90.01,99.45,99.45,99.45,-4.66,46.31,46.31,14.46,3.38,20.41,-4.66,-5.91,25.59,47.36
2025-03-15 03:00:00,94.08,94.08,94.08,102.3,102.3,102.3,102.3,102.3,94.08,94.08,94.08,-4.66,46.0,46.0,14.39,3.36,20.41,-4.66,-10.4,23.6,42.99
2025-03-15 03:15:00,94.08,94.08,94.08,91.04,91.04,91.04,91.04,91.04,94.08,94.08,94.08,-4.66,46.0,46.0,14.39,3.36,20.41,-4.66,-10.4,23.59,42.99
2025-03-15 03:30:00,94.08,94.08,94.08,93.09,93.09,93.09,93.09,93.09,94.08,94.08,94.08,-4.66,46.0,46.0,14.39,3.36,20.41,-4.66,-10.4,23.59,42.99
2025-03-15 03:45:00,94.08,94.08,94.08,89.91,89.91,78.33,89.91,89.91,94.08,94.08,94.08,-4.66,46.0,46.0,14.39,3.36,20.41,-4.66,-10.4,23.59,42.99
2025-03-15 04:00:00,91.9,91.9,91.9,92.38,92.38,90.86,92.38,92.38,91.9,91.9,91.9,-4.66,45.91,45.91,14.3,3.21,20.41,-4.66,-10.4,37.59,42.21
2025-03-15 04:15:00,91.9,91.9,91.9,88.72,88.72,88.72,88.72,88.72,91.9,91.9,91.9,-4.66,45.91,45.91,14.3,3.21,20.41,-4.66,-10.4,22.6,42.21
2025-03-15 04:30:00,91.9,91.9,91.9,92.58,92.58,88.91,92.58,92.58,91.9,91.9,91.9,-4.66,45.91,45.91,14.3,3.21,20.41,-4.66,-10.4,22.59,42.21
2025-03-15 04:45:00,91.9,91.9,91.9,93.92,93.92,86.81,93.92,93.92,91.9,91.9,91.9,-4.66,45.91,45.91,14.3,3.21,20.41,-4.66,-10.4,22.59,42.21
2025-03-15 05:00:00,163.55,163.55,163.55,93.65,93.65,76.77,93.65,93.65,99.24,99.24,99.24,-7.15,45.71,45.71,14.34,3.52,20.41,-5.91,-5.91,35.83,42.21
2025-03-15 05:15:00,163.55,163.55,163.55,96.55,96.55,96.55,96.55,96.55,99.24,99.24,99.24,-7.15,45.71,45.71,14.34,3.52,20.41,-5.91,-5.91,23.6,42.21
2025-03-15 05:30:00,163.55,163.55,163.55,98.45,98.45,90.8,98.45,98.45,99.24,99.24,99.24,-4.66,45.71,45.71,14.34,3.52,20.41,-5.91,-5.91,23.6,42.21
2025-03-15 05:45:00,163.55,163.55,163.55,108.3,108.3,108.3,108.3,108.3,99.24,99.24,99.24,-4.66,45.71,45.71,14.34,3.52,20.41,-5.91,-5.91,23.6,42.21
2025-03-15 06:00:00,102.33,102.33,102.33,90.1,90.1,77.02,90.1,90.1,102.33,102.33,102.33,-4.66,33.76,46.06,14.24,3.27,20.42,-4.66,-4.66,37.15,42.99
2025-03-15 06:15:00,102.33,102.33,102.33,97.14,97.14,97.14,97.14,97.14,102.33,102.33,102.33,-4.66,33.76,46.06,14.24,3.27,20.42,-4.66,-4.66,37.15,42.99
2025-03-15 06:30:00,102.33,102.33,102.33,109.16,109.16,108.51,109.16,109.16,102.33,102.33,102.33,-4.66,33.76,46.06,14.24,3.27,20.42,-4.66,-4.66,37.15,42.99
2025-03-15 06:45:00,102.33,102.33,102.33,116.12,112.92,112.92,112.92,112.92,102.33,102.33,102.33,-4.66,33.76,46.06,14.24,3.27,20.42,-4.66,-4.66,23.6,42.99
2025-03-15 07:00:00,35.38,35.38,35.38,100.61,100.61,100.61,100.61,100.61,103.4,103.4,103.4,-4.66,28.66,47.2,13.95,3.18,20.42,-4.66,-4.66,29.03,46.1
2025-03-15 07:15:00,35.38,35.38,35.38,106.72,106.72,106.72,106.72,106.72,103.4,103.4,103.4,-4.66,28.66,47.2,13.95,3.18,20.42,-4.66,-4.66,29.03,31.81
2025-03-15 07:30:00,35.38,35.38,35.38,105.9,105.9,105.9,105.9,105.9,103.4,103.4,103.4,-4.66,28.66,47.2,13.95,3.18,20.42,-4.66,-4.66,29.03,31.81
2025-03-15 07:45:00,35.38,35.38,35.38,100.37,100.37,100.37,100.37,100.37,103.4,103.4,103.4,-4.66,28.66,47.2,13.95,3.18,20.42,-4.66,-4.66,16.6,31.81
2025-03-15 08:00:00,33.95,33.95,33.95,110.0,110.0,110.0,110.0,110.0,101.17,97.67,97.67,-4.65,28.07,52.21,20.08,-1.62,20.08,-1.62,-1.62,24.52,44.26
2025-03-15 08:15:00,33.95,33.95,33.95,101.94,101.94,101.94,101.94,101.94,101.17,97.67,97.67,-4.65,28.07,52.21,20.08,-1.62,20.08,-1.62,-1.62,15.6,44.26
2025-03-15 08:30:00,33.95,33.95,33.95,95.18,95.18,95.18,95.18,95.18,101.17,97.67,97.67,-4.65,28.07,52.21,20.08,-1.62,20.08,-1.62,-1.62,15.6,29.01
2025-03-15 08:45:00,33.95,33.95,33.95,83.56,83.56,83.56,83.56,83.56,101.17,97.67,97.67,7.46,28.07,52.21,20.08,-1.62,20.08,-1.62,-1.62,24.52,18.28
2025-03-15 09:00:00,-4.65,33.39,33.39,110.01,110.01,110.01,110.01,110.01,88.99,88.99,88.99,-4.65,27.41,44.34,20.08,-1.63,20.08,-1.63,-2.99,22.1,42.98
2025-03-15 09:15:00,-4.65,33.39,33.39,91.94,91.15,91.15,91.15,91.15,88.99,88.99,88.99,-4.65,27.41,44.34,20.08,-1.63,20.08,-1.63,-2.99,14.6,42.98
2025-03-15 09:30:00,-4.65,33.39,33.39,80.7,80.7,80.7,80.7,80.7,88.99,88.99,88.99,-4.65,27.41,44.34,20.08,-1.63,20.08,-1.63,-2.99,14.6,28.78
2025-03-15 09:45:00,7.44,33.39,33.39,74.1,74.1,74.1,74.1,74.1,88.99,88.99,88.99,7.44,27.41,44.34,20.08,-1.63,20.08,-1.63,-2.99,22.1,18.84
2025-03-15 10:00:00,-4.65,35.87,35.87,89.08,84.34,84.34,84.34,84.34,70.59,70.59,70.59,-4.65,43.75,43.75,20.07,-1.87,20.07,-1.87,3.18,21.4,41.56
2025-03-15 10:15:00,-4.65,35.87,35.87,78.26,77.49,77.49,77.49,77.49,70.59,70.59,70.59,-4.65,43.75,43.75,20.07,-1.87,20.07,-1.87,3.18,21.4,41.56
2025-03-15 10:30:00,-4.65,35.87,35.87,65.31,65.31,65.31,65.31,65.31,70.59,70.59,70.59,-4.65,43.75,43.75,20.07,-1.87,20.07,-1.87,-6.91,21.4,41.55
