date,EE,LT,LV,AT,BE,FR,GER,NL,PL,DK1,DK2,FI,NO1,NO2,NO3,NO4,NO5,SE1,SE2,SE3,SE4
2025-12-08 00:00:00,66.0,66.0,66.0,111.82,24.24,24.24,24.24,24.24,107.75,24.24,24.24,24.09,44.9,44.9,44.9,24.09,62.56,24.09,24.09,24.24,24.24
2025-12-08 00:15:00,65.0,65.0,65.0,102.69,17.17,17.17,17.17,17.17,112.11,40.99,40.99,17.56,43.7,43.7,43.7,17.56,59.94,17.56,17.56,40.99,40.99
2025-12-08 00:30:00,66.0,66.0,66.0,97.0,15.59,15.59,15.59,15.59,112.18,26.16,26.16,17.92,50.0,50.0,43.6,17.92,50.0,17.92,26.16,26.16,26.16
2025-12-08 00:45:00,80.34,80.34,80.34,87.65,14.99,12.99,14.99,14.99,110.74,16.2,16.2,16.2,48.0,48.0,43.0,16.2,48.0,16.2,16.2,16.2,16.2
2025-12-08 01:00:00,76.77,76.77,76.77,109.01,13.98,17.27,13.98,13.98,112.08,26.0,26.0,26.0,47.99,47.99,41.0,13.13,47.99,13.13,26.0,26.0,26.0
2025-12-08 01:15:00,83.0,83.0,83.0,105.05,12.12,18.69,12.12,12.12,112.28,27.18,27.18,26.02,47.67,47.67,40.68,12.84,47.67,12.84,27.18,27.18,27.18
2025-12-08 01:30:00,80.53,80.53,80.53,95.48,11.25,17.23,11.25,11.25,112.17,14.08,14.08,14.08,42.67,42.67,39.3,14.08,42.67,14.08,14.08,14.08,14.08
2025-12-08 01:45:00,80.53,80.53,80.53,86.42,10.98,11.62,10.98,10.98,112.17,13.14,13.14,13.14,40.99,40.99,38.5,13.14,40.99,13.14,13.14,13.14,13.14
2025-12-08 02:00:00,82.09,82.09,82.09,102.83,14.12,14.12,14.12,14.12,103.98,29.0,29.0,26.02,46.0,46.0,36.84,10.67,46.0,10.67,10.67,29.0,29.0
2025-12-08 02:15:00,79.38,79.38,79.38,101.01,13.0,13.0,11.76,13.0,103.98,17.0,17.0,17.0,34.6,17.0,34.6,12.61,34.6,12.61,12.61,17.0,17.0
2025-12-08 02:30:00,78.0,78.0,78.0,99.0,11.52,11.52,11.52,11.52,103.97,14.0,14.0,14.0,34.3,14.0,34.3,12.61,38.43,12.61,12.61,14.0,14.0
2025-12-08 02:45:00,72.13,72.13,72.13,93.94,10.68,10.68,10.68,10.68,97.92,12.44,12.44,12.44,33.6,12.44,33.6,12.44,37.56,12.44,12.44,12.44,12.44
