date,EE,LT,LV,AT,BE,FR,GER,NL,PL,DK1,DK2,FI,NO1,NO2,NO3,NO4,NO5,SE1,SE2,SE3,SE4
2026-08-22 00:00:00,161.3,161.3,161.3,172.79,172.79,172.79,172.79,172.79,125.2,172.79,172.79,81.76,151.17,172.79,104.0,86.71,138.2,81.76,91.0,139.51,161.3
2026-08-22 00:15:00,151.93,151.93,151.93,170.99,172.86,172.86,170.31,170.31,128.05,170.31,170.31,82.75,150.79,170.31,103.85,82.75,138.1,82.75,89.1,134.94,151.93
2026-08-22 00:30:00,118.61,118.61,118.61,164.77,165.79,165.79,165.5,165.5,123.81,165.5,165.5,86.63,137.4,165.5,104.56,82.9,137.4,82.9,88.0,113.02,118.61
2026-08-22 00:45:00,106.0,106.0,106.0,160.77,158.94,158.94,155.44,155.44,125.0,155.44,155.44,88.99,137.2,155.44,102.4,78.3,137.2,78.3,84.4,103.04,106.0
2026-08-22 01:00:00,122.11,122.11,122.11,157.9,164.44,164.44,164.44,164.44,110.82,164.44,164.44,78.55,147.87,164.44,100.85,78.01,137.5,78.01,81.2,112.02,122.11
2026-08-22 01:15:00,114.45,114.45,114.45,154.38,161.23,161.23,161.23,161.23,123.81,161.23,161.23,90.05,136.8,161.23,97.55,76.34,136.8,76.34,91.01,109.04,114.45
2026-08-22 01:30:00,101.93,101.93,101.93,151.02,160.0,160.0,160.0,160.0,123.84,160.0,160.0,90.01,136.8,160.0,96.96,40.05,136.8,83.0,90.01,102.8,101.93
2026-08-22 01:45:00,89.8,89.8,89.8,151.38,156.87,156.87,156.87,156.87,130.01,156.87,156.87,87.3,136.6,156.87,97.5,44.46,136.6,84.99,88.5,97.1,89.8
2026-08-22 02:00:00,98.49,98.49,98.49,158.03,158.03,158.03,158.03,158.03,123.82,158.03,158.03,85.48,143.71,158.03,96.8,35.43,122.6,83.15,96.8,104.1,98.49
2026-08-22 02:15:00,87.18,87.18,87.18,152.7,155.8,155.8,155.8,155.8,122.93,155.8,155.8,86.26,130.1,155.8,93.8,36.06,122.45,79.0,93.8,99.01,87.18
2026-08-22 02:30:00,120.16,120.16,120.16,155.0,155.0,155.0,155.0,155.0,145.25,155.0,155.0,94.9,131.11,155.0,93.8,59.47,122.4,62.21,93.8,102.7,120.16
2026-08-22 02:45:00,107.0,107.0,107.0,154.77,154.77,154.77,154.77,154.77,146.11,154.77,154.77,93.7,129.87,154.77,93.2,59.47,122.3,74.01,93.2,100.8,107.0
2026-08-22 03:00:00,122.25,122.25,122.25,154.02,155.03,155.03,155.03,155.03,134.96,155.03,155.03,88.6,144.02,155.03,90.9,59.47,122.4,79.99,90.9,125.45,122.25
2026-08-22 03:15:00,121.25,121.25,121.25,151.33,152.02,152.02,152.02,152.02,138.01,152.02,152.02,90.19,129.1,152.02,90.5,63.6,122.3,81.99,90.5,125.04,121.25
2026-08-22 03:30:00,101.79,101.79,101.79,148.64,150.6,150.6,150.6,150.6,132.01,150.6,150.6,95.97,139.82,150.6,91.1,52.62,122.3,88.3,91.1,115.3,101.79
2026-08-22 03:45:00,101.24,101.24,101.24,148.77,148.73,148.73,148.73,148.73,130.62,148.73,148.73,93.99,126.7,148.73,90.87,27.99,122.3,93.99,90.87,114.0,101.24
