date,EE,LT,LV,AT,BE,FR,GER,NL,PL,DK1,DK2,FI,NO1,NO2,NO3,NO4,NO5,SE1,SE2,SE3,SE4
2025-10-06 00:00:00,39.99,50.42,50.42,84.86,39.99,39.99,39.99,39.99,97.18,39.99,39.99,39.99,39.99,39.99,17.7,17.42,39.99,39.99,17.42,39.99,39.99
2025-10-06 00:15:00,40.48,53.01,53.01,69.16,40.48,40.48,40.48,40.48,64.92,40.48,40.48,40.48,40.48,40.48,19.09,19.09,40.48,19.09,19.09,40.48,40.48
2025-10-06 00:30:00,33.77,33.77,33.77,56.23,30.91,30.91,30.91,30.91,61.38,30.91,30.91,30.91,30.91,30.91,19.12,19.12,30.91,19.12,19.12,30.91,30.91
2025-10-06 00:45:00,37.07,70.32,70.32,70.19,28.53,28.53,24.0,51.98,70.32,37.07,37.07,37.07,37.07,37.07,19.09,19.09,37.07,19.09,19.09,37.07,37.07
2025-10-06 01:00:00,17.87,17.87,17.87,74.44,32.73,32.73,30.95,32.73,35.94,32.73,17.87,17.87,17.87,33.44,14.4,14.4,33.44,14.4,14.4,17.87,17.87
2025-10-06 01:15:00,28.0,28.0,28.0,66.0,28.71,28.71,28.0,28.71,71.82,28.0,28.0,28.0,28.0,28.0,10.57,10.57,28.0,10.57,10.57,28.0,28.0
2025-10-06 01:30:00,26.96,26.96,26.96,50.4,28.08,28.08,26.96,28.08,69.87,26.96,26.96,26.96,26.96,26.96,8.2,8.2,26.96,5.8,1.9,26.96,26.96
2025-10-06 01:45:00,23.49,23.49,23.49,78.0,26.48,26.48,23.49,26.48,77.67,23.49,23.49,23.49,23.49,23.49,6.59,6.59,23.49,6.59,6.59,23.49,23.49
2025-10-06 02:00:00,25.98,25.98,25.98,65.01,25.98,25.98,25.98,25.98,65.61,25.98,25.98,25.98,25.98,25.98,7.66,7.66,25.98,7.66,7.66,25.98,25.98
2025-10-06 02:15:00,22.03,22.03,22.03,73.53,22.03,22.03,22.03,24.7,65.29,24.7,22.03,22.03,22.03,24.7,9.72,9.72,24.7,9.72,9.72,22.03,22.03
2025-10-06 02:30:00,20.01,20.01,20.01,63.0,20.01,20.01,20.01,28.11,70.58,28.11,20.01,20.01,20.01,28.11,11.07,11.07,28.11,13.14,13.14,20.01,20.01
2025-10-06 02:45:00,18.86,18.86,18.86,34.1,18.86,18.86,18.86,32.36,70.18,18.86,18.86,18.86,18.86,32.36,10.76,10.76,32.36,12.93,12.93,18.86,18.86
2025-10-06 03:00:00,24.17,61.77,61.77,33.24,24.17,24.17,24.17,28.21,61.77,28.21,24.17,24.17,28.21,28.21,11.88,11.88,28.21,24.17,11.88,24.17,24.17
2025-10-06 03:15:00,25.02,60.6,60.6,36.3,25.02,25.02,25.02,25.02,65.88,25.02,25.02,25.02,25.02,25.02,11.79,11.79,25.02,25.02,11.79,25.02,25.02
2025-10-06 03:30:00,19.04,64.22,64.22,60.7,19.04,19.04,19.04,19.04,64.22,19.04,19.04,19.04,19.04,19.04,11.74,11.74,19.04,19.04,11.74,19.04,19.04
2025-10-06 03:45:00,16.57,61.97,61.97,78.0,16.57,16.57,16.57,16.57,61.97,16.57,16.57,16.57,16.57,16.57,11.66,11.66,16.57,16.57,11.66,16.57,16.57
2025-10-06 04:00:00,19.57,19.57,19.57,50.78,19.57,19.57,19.57,19.57,93.0,19.57,19.57,19.57,19.57,19.57,18.81,18.81,19.57,18.81,18.81,19.57,19.57
2025-10-06 04:15:00,24.75,24.75,24.75,45.17,24.75,24.75,24.75,24.75,51.28,24.75,24.75,24.75,24.75,24.75,18.97,18.97,24.75,18.97,18.97,24.75,24.75
2025-10-06 04:30:00,28.28,28.28,28.28,46.8,28.28,28.28,28.28,28.28,68.98,28.28,28.28,28.28,28.28,28.28,19.04,19.04,28.28,19.04,19.04,28.28,28.28
2025-10-06 04:45:00,35.0,35.0,35.0,60.13,35.0,35.0,35.0,35.0,53.95,35.0,35.0,35.0,35.0,35.0,19.08,19.08,35.0,19.08,19.08,35.0,35.0
2025-10-06 05:00:00,26.38,26.38,26.38,71.89,26.38,26.38,26.38,26.38,90.39,26.38,26.38,26.38,26.38,26.38,17.51,12.47,26.38,12.47,12.47,26.38,26.38
2025-10-06 05:15:00,42.14,42.14,42.14,81.38,29.26,29.26,29.26,29.26,74.62,29.26,29.26,42.14,29.26,29.26,17.42,17.42,29.26,17.42,17.42,29.26,29.26
2025-10-06 05:30:00,35.22,35.22,35.22,92.34,35.22,35.22,35.22,35.22,106.03,35.22,35.22,35.22,35.22,35.22,19.48,19.48,35.22,19.48,19.48,35.22,35.22
2025-10-06 05:45:00,46.1,46.1,46.1,150.99,46.1,46.1,46.1,46.1,128.79,46.1,46.1,46.1,45.59,49.99,24.08,24.08,45.59,24.08,24.08,45.59,46.1
2025-10-06 06:00:00,111.23,111.23,111.23,88.1,58.29,58.29,58.29,58.29,93.95,54.39,58.29,111.23,45.26,62.61,27.14,12.1,45.26,-12.92,27.14,45.26,67.75
2025-10-06 06:15:00,102.55,102.55,102.55,109.81,72.83,72.83,72.83,72.83,102.55,72.83,72.83,102.55,52.9,64.62,22.71,13.34,52.9,-5.76,22.71,102.55,102.55
2025-10-06 06:30:00,116.03,116.03,116.03,127.0,87.23,87.23,87.23,87.23,116.03,87.23,87.23,116.03,53.93,64.53,22.08,16.36,52.8,22.08,22.08,116.03,116.03
2025-10-06 06:45:00,128.79,128.79,128.79,136.0,88.01,88.01,88.01,88.01,128.79,88.01,88.01,128.79,50.15,76.03,16.04,16.04,50.15,31.61,16.04,128.79,128.79
