date,EE,LT,LV,AT,BE,FR,GER,NL,PL,DK1,DK2,FI,NO1,NO2,NO3,NO4,NO5,SE1,SE2,SE3,SE4
2025-09-30 00:00:00,62.77,62.77,62.77,116.29,94.96,94.96,103.78,94.96,99.77,94.96,94.96,-4.23,41.07,65.05,14.31,-4.23,41.07,-4.23,11.1,26.84,62.77
2025-09-30 00:15:00,41.86,41.86,41.86,104.93,94.96,94.96,97.48,94.96,96.32,97.48,97.48,-4.23,41.86,65.05,14.33,-4.23,41.86,-4.23,14.33,41.86,41.86
2025-09-30 00:30:00,52.31,52.31,52.31,95.47,64.25,64.25,92.01,64.25,91.96,92.01,92.01,-4.16,41.07,64.25,14.35,-4.16,41.07,-4.16,14.35,14.35,52.31
2025-09-30 00:45:00,35.93,35.93,35.93,102.4,48.93,48.93,89.73,48.93,91.95,89.73,89.73,-4.0,41.07,48.93,14.35,-4.0,41.07,-4.0,14.35,35.93,35.93
2025-09-30 01:00:00,-2.41,52.31,52.31,99.55,79.01,79.01,99.55,79.01,107.39,83.0,83.0,-2.41,52.31,64.25,13.95,-2.41,52.31,-2.41,-2.41,52.31,52.31
2025-09-30 01:15:00,-3.34,47.09,47.09,93.79,65.17,65.17,93.79,65.17,94.04,86.45,86.45,-3.34,47.09,64.25,13.95,-3.34,47.09,-3.34,-3.34,47.09,47.09
2025-09-30 01:30:00,0.0,47.93,47.93,92.01,69.63,69.63,92.01,69.63,90.75,92.01,92.01,-3.34,47.93,64.25,13.95,-3.34,47.93,-3.34,-3.34,47.93,47.93
2025-09-30 01:45:00,0.0,40.93,40.93,89.05,59.15,59.15,89.05,59.15,84.96,89.05,89.05,-3.34,41.49,59.15,13.95,-3.34,41.49,-3.34,-3.34,40.93,40.93
2025-09-30 02:00:00,5.0,50.9,50.9,94.98,86.99,86.99,94.98,86.99,105.99,94.98,94.98,5.0,50.9,63.9,7.12,5.0,50.9,5.0,5.0,50.9,50.9
2025-09-30 02:15:00,0.0,41.86,41.86,92.0,82.14,82.14,92.0,82.14,81.62,92.0,92.0,-1.3,41.86,63.9,7.12,-1.3,41.86,-1.3,-1.3,41.86,41.86
2025-09-30 02:30:00,36.64,36.64,36.64,93.39,64.62,64.62,93.39,64.62,84.13,93.39,93.39,2.9,38.04,63.9,7.12,2.9,38.04,2.9,2.9,36.64,36.64
2025-09-30 02:45:00,36.64,36.64,36.64,95.32,55.36,55.36,94.63,55.36,88.4,94.63,94.63,2.9,38.04,55.36,7.12,2.9,38.04,2.9,2.9,36.64,36.64
2025-09-30 03:00:00,35.86,35.86,35.86,94.59,80.02,67.08,92.0,80.02,94.72,80.02,80.02,7.4,40.19,63.45,7.4,7.4,40.19,7.4,7.4,35.86,35.86
2025-09-30 03:15:00,35.86,35.86,35.86,94.59,79.32,56.3,92.0,79.32,93.67,88.99,88.99,7.5,40.19,63.45,7.5,7.5,40.19,7.5,7.5,35.86,35.86
2025-09-30 03:30:00,7.6,35.72,35.72,98.0,63.5,52.56,92.01,63.5,95.18,92.01,92.01,7.6,40.19,63.45,7.6,7.6,40.19,7.6,7.6,35.72,35.72
2025-09-30 03:45:00,12.6,35.37,35.37,95.14,61.17,38.86,93.75,61.17,94.96,91.01,91.01,12.6,40.19,63.45,12.6,12.6,40.19,12.6,12.6,35.37,35.37
