date,EE,LT,LV,AT,BE,FR,GER,NL,PL,DK1,DK2,FI,NO1,NO2,NO3,NO4,NO5,SE1,SE2,SE3,SE4
2026-02-18 00:00:00,82.31,82.31,82.31,82.31,65.27,65.27,82.31,63.37,107.62,103.0,82.31,42.25,184.95,82.31,62.87,42.25,101.5,42.25,42.25,59.74,61.54
2026-02-18 00:15:00,75.0,75.0,75.0,75.38,72.17,62.02,75.38,72.17,107.63,88.35,75.38,23.33,182.95,75.38,75.81,75.81,101.5,23.33,23.33,59.74,75.0
2026-02-18 00:30:00,65.15,65.15,65.15,90.7,90.7,43.43,90.7,90.7,107.62,91.0,90.7,46.77,182.3,90.7,62.87,46.77,90.7,46.77,46.77,65.15,65.15
2026-02-18 00:45:00,86.9,86.9,86.9,91.12,91.12,15.41,91.12,91.12,107.63,92.17,91.12,52.09,180.15,91.12,91.12,52.09,91.12,52.09,52.09,52.09,86.9
2026-02-18 01:00:00,82.83,82.83,82.83,83.1,83.1,40.6,83.1,83.1,107.62,100.0,83.1,35.11,179.8,83.1,76.43,76.43,98.5,35.11,35.11,65.15,82.83
2026-02-18 01:15:00,72.65,72.65,72.65,85.47,85.47,20.0,85.47,85.47,107.62,85.47,85.47,44.23,179.35,85.47,85.47,85.47,85.47,44.23,44.23,46.08,72.65
2026-02-18 01:30:00,83.81,83.81,83.81,83.81,83.81,42.62,83.81,83.81,99.96,83.81,83.81,60.59,178.95,83.81,116.02,96.4,174.7,60.59,60.59,61.94,83.81
2026-02-18 01:45:00,87.62,87.62,87.62,87.62,87.62,19.64,87.62,87.62,107.63,87.62,87.62,66.39,176.7,87.62,87.62,66.39,87.62,66.39,66.39,70.13,87.62
2026-02-18 02:00:00,79.31,79.31,79.31,79.31,79.31,53.49,79.31,79.31,102.19,79.31,79.31,57.56,176.25,79.31,105.76,95.2,105.76,57.56,57.56,57.56,79.31
2026-02-18 02:15:00,70.55,70.55,70.55,80.23,80.23,24.27,80.23,80.23,107.62,80.23,80.23,63.09,83.69,80.23,83.69,83.69,83.69,63.09,63.09,70.55,70.55
2026-02-18 02:30:00,70.55,70.55,70.55,84.08,84.08,27.88,84.08,84.08,106.44,84.08,84.08,68.0,84.08,84.08,84.08,68.0,84.08,68.0,68.0,70.55,70.55
2026-02-18 02:45:00,90.32,90.32,90.32,91.69,91.69,4.36,91.69,91.69,107.62,91.69,91.69,63.93,91.69,91.69,91.69,63.93,91.69,63.93,63.93,63.93,90.32
2026-02-18 03:00:00,65.15,65.15,65.15,85.78,85.78,27.59,85.78,85.78,103.12,85.78,85.78,55.1,96.8,85.78,96.8,96.8,96.8,55.1,55.1,65.15,65.15
2026-02-18 03:15:00,55.1,55.1,55.1,82.62,82.62,14.38,82.62,82.62,96.57,82.62,82.62,55.1,82.62,82.62,82.62,82.62,82.62,55.1,55.1,55.1,55.1
2026-02-18 03:30:00,55.1,55.1,55.1,83.64,83.64,6.25,83.64,83.64,104.0,83.64,83.64,55.1,83.64,83.64,83.64,83.64,83.64,55.1,55.1,55.1,55.1
2026-02-18 03:45:00,70.85,70.85,70.85,87.95,87.95,3.78,87.95,87.95,107.52,87.95,87.95,70.85,94.6,87.95,94.6,70.85,94.6,70.85,70.85,70.85,70.85
2026-02-18 04:00:00,55.1,55.1,55.1,84.22,84.22,25.81,84.22,84.22,107.62,84.22,84.22,55.1,84.22,84.22,84.22,84.22,84.22,55.1,55.1,55.1,55.1
2026-02-18 04:15:00,62.98,62.98,62.98,87.4,87.4,26.56,87.4,87.4,96.57,87.4,87.4,62.98,87.4,87.4,87.4,62.98,87.4,62.98,62.98,62.98,62.98
2026-02-18 04:30:00,93.96,93.96,93.96,93.96,93.96,4.65,93.96,93.96,106.61,93.96,93.96,70.85,93.96,93.96,93.96,70.85,93.96,70.85,70.85,93.96,93.96
2026-02-18 04:45:00,96.9,96.9,96.9,96.9,96.9,0.97,96.9,96.9,102.49,96.9,96.9,78.72,96.9,96.9,96.9,78.72,96.9,78.72,78.72,96.9,96.9
2026-02-18 05:00:00,97.8,97.8,97.8,97.8,97.8,29.46,97.8,97.8,97.8,97.8,97.8,70.85,97.8,97.8,97.8,70.85,97.8,70.85,70.85,70.85,97.8
2026-02-18 05:15:00,101.06,101.06,101.06,101.06,101.06,26.86,101.06,101.06,101.06,101.06,101.06,70.85,101.06,101.06,101.06,70.85,101.06,70.85,70.85,101.06,101.06
2026-02-18 05:30:00,103.28,103.28,103.28,103.28,103.28,29.47,103.28,103.28,103.28,103.28,103.28,70.85,103.28,103.28,103.28,70.85,103.28,70.85,70.85,103.28,103.28
2026-02-18 05:45:00,109.67,109.67,109.67,109.67,109.67,5.0,109.67,109.67,111.21,109.67,109.67,109.67,109.67,109.67,109.67,109.67,109.67,109.67,109.67,109.67,109.67
2026-02-18 06:00:00,114.0,114.0,114.0,114.0,51.7,33.04,114.0,86.5,105.51,114.0,114.0,86.6,114.0,114.0,114.0,86.6,114.0,86.6,86.6,114.0,114.0
2026-02-18 06:15:00,125.8,125.8,125.8,125.8,65.87,30.73,125.8,109.4,125.8,125.8,125.8,94.47,125.8,125.8,125.8,125.8,125.8,82.65,125.8,125.8,125.8
2026-02-18 06:30:00,137.07,137.07,137.07,137.07,103.89,8.62,137.07,119.6,137.07,137.07,137.07,102.34,137.07,137.07,137.07,137.07,137.07,102.34,137.07,137.07,137.07
2026-02-18 06:45:00,153.0,153.0,153.0,153.0,106.54,20.0,153.0,130.68,153.0,153.0,153.0,118.09,153.0,153.0,153.0,153.0,153.0,118.09,153.0,153.0,153.0
2026-02-18 07:00:00,186.92,186.92,186.92,144.62,117.8,36.39,144.62,144.62,186.92,144.62,186.92,118.09,144.62,144.62,144.62,144.62,144.62,118.09,144.62,144.62,186.92
2026-02-18 07:15:00,203.16,203.16,203.16,172.31,93.8,60.39,172.31,151.8,203.16,172.31,229.8,141.71,172.31,172.31,172.31,172.31,172.31,141.0,172.31,172.31,180.97
2026-02-18 07:30:00,181.59,181.59,181.59,181.59,134.81,76.36,181.59,181.59,209.32,181.59,218.77,181.59,181.59,181.59,181.59,181.59,181.59,181.59,181.59,181.59,203.77
2026-02-18 07:45:00,227.14,227.14,227.14,196.25,147.4,80.48,196.25,196.25,227.14,196.25,227.14,196.25,196.25,196.25,196.25,196.25,196.25,196.25,196.25,196.25,227.14
2026-02-18 08:00:00,206.76,206.76,206.76,206.76,145.5,97.58,206.76,206.76,206.76,206.76,206.76,181.07,206.76,206.76,206.76,181.07,206.76,181.07,181.07,206.76,206.76
2026-02-18 08:15:00,201.57,201.57,201.57,201.57,147.27,92.5,201.57,181.03,201.57,201.57,219.65,176.11,201.57,201.57,201.57,201.57,201.57,157.5,201.57,201.57,201.57
2026-02-18 08:30:00,182.79,182.79,182.79,182.79,135.23,82.98,182.79,160.2,182.79,182.79,221.0,165.32,182.79,182.79,182.79,182.79,182.79,139.5,182.79,182.79,182.79
2026-02-18 08:45:00,162.69,162.69,162.69,162.69,132.0,75.02,162.69,137.98,162.69,162.69,292.96,157.45,162.69,162.69,162.69,162.69,162.69,121.5,162.69,162.69,162.69
2026-02-18 09:00:00,159.64,159.64,159.64,159.64,129.76,78.23,159.64,147.97,159.64,159.64,185.38,159.64,159.64,159.64,159.64,159.64,159.64,112.5,159.64,159.64,159.64
2026-02-18 09:15:00,163.49,163.49,163.49,149.06,117.72,45.37,149.06,125.3,149.06,149.06,203.0,158.38,153.12,149.06,161.0,161.0,153.12,112.5,161.0,161.0,163.49
2026-02-18 09:30:00,170.45,170.45,170.45,136.29,118.1,64.55,136.29,118.1,136.29,136.29,297.9,168.51,168.51,136.29,168.51,168.51,168.51,121.5,168.51,168.51,170.45
2026-02-18 09:45:00,167.0,167.0,167.0,115.0,104.69,35.05,115.0,104.69,115.0,115.0,206.0,167.0,138.75,115.0,167.0,167.0,138.75,133.5,167.0,167.0,167.0
2026-02-18 10:00:00,167.8,167.8,167.8,134.89,134.89,63.65,134.89,134.89,134.89,134.89,187.29,167.8,134.89,134.89,167.8,258.4,155.0,124.5,167.8,167.8,167.8
2026-02-18 10:15:00,173.17,173.17,173.17,116.53,116.53,48.07,116.53,116.53,116.53,122.96,173.17,173.17,117.55,116.53,173.17,255.9,150.45,121.5,173.17,173.17,173.17
2026-02-18 10:30:00,175.65,175.65,175.65,114.83,102.4,32.19,114.83,102.4,114.83,114.83,175.65,175.65,110.55,110.55,175.65,261.4,154.25,142.5,175.65,175.65,175.65
2026-02-18 10:45:00,175.96,175.96,175.96,117.27,79.9,4.33,117.27,79.9,117.27,117.27,175.96,175.96,109.55,98.24,175.96,247.15,132.75,142.5,175.96,175.96,175.96
2026-02-18 11:00:00,141.27,141.27,141.27,119.44,103.61,22.77,119.44,103.61,119.44,119.44,163.01,141.27,141.27,103.88,141.27,223.5,141.27,112.5,141.27,141.27,141.27
2026-02-18 11:15:00,137.56,137.56,137.56,115.83,87.52,6.06,115.83,87.52,115.83,115.83,137.56,137.56,137.56,100.55,137.56,216.6,137.56,111.0,137.56,137.56,137.56
2026-02-18 11:30:00,126.41,126.41,126.41,113.09,90.73,25.08,113.09,90.73,113.09,113.09,126.41,126.41,126.41,98.75,126.41,209.95,126.41,103.5,126.41,126.41,126.41
2026-02-18 11:45:00,114.76,114.76,114.76,104.17,78.14,38.09,104.17,78.14,104.17,104.17,114.76,114.76,114.76,96.7,114.76,213.0,114.76,109.5,114.76,114.76,114.76
2026-02-18 12:00:00,141.97,141.97,141.97,111.53,98.97,16.3,111.53,98.97,111.53,111.53,141.97,141.97,141.97,104.58,141.97,227.2,141.97,141.97,141.97,141.97,141.97
2026-02-18 12:15:00,131.94,131.94,131.94,109.47,85.0,4.6,109.47,85.0,109.47,109.47,131.94,131.94,131.94,109.47,131.94,223.15,131.94,131.94,131.94,131.94,131.94
2026-02-18 12:30:00,131.0,131.0,131.0,109.26,74.23,28.04,109.26,74.23,109.26,109.26,131.0,131.0,131.0,109.26,131.0,216.6,131.0,121.5,131.0,131.0,131.0
