date,EE,LT,LV,AT,BE,FR,GER,NL,PL,DK1,DK2,FI,NO1,NO2,NO3,NO4,NO5,SE1,SE2,SE3,SE4,SYS
2024-11-25 00:00:00,-0.41,-0.41,-0.41,82.86,4.61,10.32,-1.25,0.43,-0.41,-1.25,-1.25,-0.31,11.04,15.45,10.13,2.85,27.07,0.45,-0.03,-0.93,-1.25,0.01
2024-11-25 01:00:00,-0.81,-0.81,-0.81,81.0,3.96,8.41,-1.59,0.01,-0.81,-1.59,-1.59,-0.81,9.07,12.38,7.83,1.82,21.44,-0.19,-0.58,-1.33,-1.59,-0.01
2024-11-25 02:00:00,-0.8,-0.8,-0.8,75.19,2.69,3.94,-1.42,-0.55,-0.8,-1.42,-1.42,-0.8,6.76,9.33,6.09,2.01,16.29,-0.37,-0.63,-1.18,-1.36,-0.04
2024-11-25 03:00:00,-1.18,-1.18,-1.18,67.37,1.9,3.32,-1.86,-1.09,-1.18,-1.86,-1.86,-1.18,7.54,9.78,6.82,2.78,18.4,-0.73,-0.98,-1.59,-1.79,-0.07
2024-11-25 04:00:00,-0.01,-0.01,-0.01,75.65,2.91,3.32,-1.42,-0.34,0.01,-1.42,-1.42,-0.12,9.13,12.47,8.35,3.39,21.39,-0.11,-0.41,-1.11,-1.34,0.0
2024-11-25 05:00:00,0.17,0.17,0.17,98.04,3.5,3.71,-0.28,-0.05,39.16,-0.28,-0.28,0.17,14.19,21.14,12.26,4.23,30.91,1.54,1.0,-0.03,-0.36,1.51
2024-11-25 06:00:00,5.78,5.78,5.78,133.91,8.35,15.27,0.09,1.93,81.29,0.0,0.09,2.21,28.91,29.7,14.42,6.12,27.55,2.24,1.61,0.49,0.16,3.37
2024-11-25 07:00:00,24.43,24.43,24.43,148.01,61.12,63.53,54.38,57.0,97.69,54.38,54.32,5.3,40.94,42.04,19.74,8.63,38.93,5.33,2.54,17.02,21.22,17.45
2024-11-25 08:00:00,25.04,25.04,25.04,140.9,87.76,87.76,77.01,97.0,105.72,60.61,60.58,5.93,44.99,46.23,21.32,9.27,42.73,5.97,2.35,22.6,28.71,26.86
2024-11-25 09:00:00,24.07,24.07,24.07,105.01,89.24,84.48,66.57,118.59,71.57,40.52,63.3,5.73,44.88,46.14,21.12,9.1,42.66,5.78,1.97,22.49,28.56,25.53
2024-11-25 10:00:00,22.95,22.95,22.95,81.28,90.11,73.4,42.55,128.2,48.57,42.55,42.52,5.78,42.43,43.58,20.25,8.93,40.28,5.83,2.24,21.5,27.16,20.88
2024-11-25 11:00:00,22.47,22.47,22.47,75.96,91.47,74.59,41.37,123.0,34.64,41.37,41.34,5.72,41.48,42.61,20.02,8.79,39.38,5.77,2.15,21.02,26.58,17.4
2024-11-25 12:00:00,22.64,22.64,22.64,77.44,95.0,76.23,40.0,112.0,61.91,40.0,39.97,5.49,42.11,43.27,20.27,8.66,39.99,5.54,1.98,21.08,26.84,19.0
2024-11-25 13:00:00,23.56,23.56,23.56,94.84,81.34,71.98,57.16,112.2,78.39,48.85,48.82,5.76,43.76,44.95,21.21,8.85,41.61,5.83,1.73,21.95,27.92,23.04
2024-11-25 14:00:00,23.7,23.7,23.7,115.09,86.92,71.3,67.97,114.0,93.55,46.55,46.52,6.01,43.77,44.95,21.32,9.09,41.61,6.07,1.78,22.07,28.03,26.1
2024-11-25 15:00:00,23.52,23.52,23.52,155.02,104.5,93.39,94.99,115.68,128.53,40.36,40.05,5.83,43.6,44.78,21.2,9.09,41.37,5.88,1.97,21.85,27.85,26.13
2024-11-25 16:00:00,23.66,23.66,23.66,155.07,110.52,111.42,92.58,125.0,154.48,42.01,41.65,5.89,43.84,45.02,21.1,9.15,41.64,5.93,2.28,21.97,28.02,28.34
2024-11-25 17:00:00,24.02,24.02,24.02,146.27,132.14,130.47,116.08,149.0,125.86,47.37,47.33,5.94,44.55,45.74,21.44,9.27,42.27,5.98,2.65,22.49,28.44,30.24
2024-11-25 18:00:00,23.64,23.64,23.64,148.8,133.58,134.14,128.0,138.21,130.15,46.53,46.5,5.92,43.77,44.94,21.34,9.17,41.55,5.97,2.73,22.19,27.98,27.61
2024-11-25 19:00:00,23.61,23.61,23.61,145.08,120.36,122.52,118.0,118.99,124.26,40.89,40.71,6.04,43.59,44.82,21.33,9.19,41.47,6.1,2.05,22.0,28.08,26.13
2024-11-25 20:00:00,22.09,22.09,22.09,142.96,98.6,101.98,94.73,96.35,108.63,38.87,38.44,5.82,42.64,43.84,20.89,8.99,40.57,5.88,2.07,20.59,26.24,23.01
2024-11-25 21:00:00,5.8,5.8,5.8,132.71,85.42,88.98,81.26,83.4,97.43,30.51,29.42,4.65,42.56,43.7,21.62,8.88,40.54,4.69,3.34,5.59,6.33,21.4
2024-11-25 22:00:00,3.01,3.01,3.01,126.71,89.71,92.58,86.26,88.08,90.5,26.42,25.02,3.01,42.07,43.19,21.39,8.4,40.04,4.08,2.98,2.99,3.03,18.99
2024-11-25 23:00:00,1.64,1.64,1.64,105.03,72.22,74.74,69.17,70.71,86.66,40.0,39.62,1.64,41.61,42.77,20.4,7.1,39.54,2.77,1.66,1.59,1.6,15.66
2024-11-26 00:00:00,0.01,0.01,0.01,103.97,90.67,91.7,89.53,90.1,57.7,16.1,22.22,0.01,36.44,37.45,17.84,7.77,34.61,1.08,0.19,-0.05,-0.1,6.59
2024-11-26 01:00:00,-0.01,-0.01,-0.01,102.08,80.0,81.73,77.99,79.06,59.83,18.5,18.02,-0.01,36.49,37.5,18.11,7.75,34.72,1.17,0.42,-1.0,-1.41,6.28
2024-11-26 02:00:00,0.0,0.0,0.0,99.52,79.48,81.06,77.66,78.62,63.66,20.09,24.22,0.0,34.73,35.67,17.41,8.5,33.06,0.77,0.01,-0.09,-0.1,5.45
2024-11-26 03:00:00,-0.01,-0.01,-0.01,96.51,71.7,73.04,70.55,71.23,78.38,18.43,23.17,-0.01,35.22,36.17,17.83,8.51,33.49,1.04,0.37,-0.93,-1.31,5.01
2024-11-26 04:00:00,0.0,0.0,0.0,98.4,73.41,74.62,72.72,72.98,85.46,18.57,23.34,0.0,35.48,36.44,17.79,8.56,33.9,1.06,0.36,-0.94,-1.32,5.82
2024-11-26 05:00:00,4.01,4.01,4.01,116.02,82.76,84.24,82.26,82.38,99.03,19.67,22.47,2.02,35.32,36.27,18.01,8.59,33.63,2.04,1.23,0.95,0.88,8.92
2024-11-26 06:00:00,21.94,21.94,21.94,136.7,102.03,104.23,101.45,101.45,134.67,38.06,38.82,5.16,41.01,42.21,19.93,8.66,38.96,5.19,1.34,20.55,26.04,16.2
2024-11-26 07:00:00,125.0,125.0,125.0,159.95,143.11,134.93,130.9,110.0,166.2,39.57,39.43,6.39,42.8,44.03,21.21,9.31,40.71,6.43,2.12,21.83,27.62,26.76
2024-11-26 08:00:00,125.02,125.02,125.02,160.84,137.84,137.84,137.84,136.15,168.98,41.09,40.96,8.38,44.31,45.53,22.67,11.48,42.28,8.41,4.12,23.49,29.3,31.82
2024-11-26 09:00:00,125.03,125.03,125.03,136.71,127.26,127.26,127.09,126.99,142.26,40.0,39.88,8.94,43.78,44.95,22.7,11.9,41.76,8.96,4.95,23.54,29.24,33.32
2024-11-26 10:00:00,121.18,121.18,121.18,131.78,113.65,114.63,112.09,112.09,121.18,40.28,40.03,11.72,43.01,44.06,24.17,14.38,41.23,11.74,7.89,24.8,29.95,34.32
2024-11-26 11:00:00,132.16,132.16,132.16,134.0,104.38,106.44,100.0,100.0,132.16,39.97,39.83,15.26,42.51,43.42,26.11,17.57,40.95,15.27,11.96,26.62,31.13,34.81
2024-11-26 12:00:00,112.19,112.19,112.19,131.81,94.2,97.75,90.9,91.95,150.04,39.95,39.8,14.62,42.52,43.47,25.68,16.99,40.93,14.63,11.17,26.23,30.87,33.53
2024-11-26 13:00:00,168.56,168.56,168.56,132.87,102.7,103.11,102.07,101.64,168.56,40.19,40.06,16.39,42.67,43.56,26.82,18.62,41.17,16.41,12.95,27.37,31.7,35.23
2024-11-26 14:00:00,147.09,147.09,147.09,154.77,117.0,117.15,116.1,115.71,198.74,41.06,40.92,18.84,43.45,44.25,28.7,20.94,42.07,18.86,15.63,29.02,33.15,39.98
2024-11-26 15:00:00,200.03,200.03,200.03,170.7,121.83,120.58,123.95,124.25,265.45,47.25,47.23,25.13,45.06,45.72,33.21,26.84,43.93,25.14,22.65,33.33,36.74,42.91
2024-11-26 16:00:00,200.05,200.05,200.05,192.79,140.0,137.51,143.1,144.02,277.88,47.55,47.54,32.79,45.65,46.08,37.99,33.88,44.9,32.8,31.06,38.15,40.32,44.54
2024-11-26 17:00:00,189.99,189.99,189.99,178.26,151.42,148.85,155.52,155.18,232.02,47.67,47.66,41.27,46.09,46.25,43.22,41.68,45.81,41.28,40.63,43.28,44.09,45.52
2024-11-26 18:00:00,158.0,158.0,158.0,169.2,161.2,162.07,160.91,160.64,182.81,47.66,47.66,43.99,46.18,46.26,44.77,44.0,46.04,43.8,43.48,44.8,45.2,45.72
