date,EE,LT,LV,AT,BE,FR,GER,NL,PL,DK1,DK2,FI,NO1,NO2,NO3,NO4,NO5,SE1,SE2,SE3,SE4,SYS
2025-09-30 00:00:00,20.75,27.16,27.16,100.3,86.08,69.9,101.1,95.37,101.35,97.43,100.85,4.93,44.98,69.99,12.25,5.82,53.53,4.94,3.93,25.25,32.14,45.61
2025-09-30 01:00:00,4.72,25.32,25.32,94.74,76.58,64.7,98.43,91.36,99.49,91.45,98.18,4.72,46.44,68.43,12.6,6.38,52.36,4.76,3.77,23.73,30.53,43.96
2025-09-30 02:00:00,20.71,23.49,23.49,96.92,77.52,65.9,98.93,92.57,97.71,98.48,98.65,4.85,40.9,67.69,11.64,6.23,52.13,4.87,3.99,21.97,28.38,43.86
2025-09-30 03:00:00,5.83,32.11,32.11,98.99,80.86,43.63,94.99,87.18,99.49,92.22,94.76,5.83,43.91,66.82,10.64,6.0,52.69,5.8,3.99,29.24,36.34,44.42
2025-09-30 04:00:00,20.74,23.49,23.49,97.77,72.48,38.0,99.12,89.01,99.66,98.46,98.84,6.52,38.48,65.83,12.42,7.35,52.25,6.54,5.67,22.04,28.23,45.98
2025-09-30 05:00:00,60.8,77.37,77.37,112.08,61.11,30.23,112.08,96.6,104.71,107.99,111.9,11.67,38.33,69.72,7.93,4.38,52.96,11.35,7.55,54.06,63.03,57.85
2025-09-30 06:00:00,127.6,127.6,127.6,138.9,88.39,56.0,141.86,127.38,142.15,141.86,141.7,41.58,49.99,74.36,7.46,3.38,58.12,16.88,8.91,81.54,94.93,65.78
2025-09-30 07:00:00,211.2,211.2,211.2,244.0,151.64,98.18,244.0,216.06,250.43,244.0,243.9,82.13,71.23,84.84,7.73,3.36,60.94,26.72,5.84,173.0,203.72,76.96
2025-09-30 08:00:00,86.25,158.51,158.51,209.23,153.33,120.0,209.23,192.51,217.69,209.23,209.08,86.25,66.2,79.98,11.67,5.62,60.01,22.15,5.87,129.82,152.36,84.99
2025-09-30 09:00:00,86.86,122.08,122.08,141.85,119.21,93.97,141.85,135.82,138.24,141.85,141.79,86.86,68.25,77.53,11.68,9.71,58.68,24.5,15.35,102.18,118.26,84.89
2025-09-30 10:00:00,92.82,92.82,92.82,119.59,102.3,60.1,115.2,107.44,116.53,115.2,115.15,92.82,63.12,70.28,12.03,9.43,56.65,30.54,22.64,87.61,97.27,73.48
2025-09-30 11:00:00,98.32,98.32,98.32,101.5,81.41,31.0,96.72,87.57,98.32,96.72,96.7,98.32,62.84,69.97,14.18,11.93,56.2,28.37,21.6,79.98,90.98,71.65
