date,EE,LT,LV,AT,BE,FR,GER,NL,PL,DK1,DK2,FI,NO1,NO2,NO3,NO4,NO5,SE1,SE2,SE3,SE4,SYS
2024-09-06 23:00:00,10.86,10.86,10.86,87.07,69.04,69.48,64.79,68.7,75.01,22.19,22.19,10.86,14.3,22.86,14.3,14.3,14.3,6.26,6.26,6.26,10.86,13.54
2024-09-06 00:00:00,21.08,21.08,21.08,87.09,60.98,62.51,61.0,60.25,66.6,19.92,19.92,21.08,13.62,20.52,13.62,13.62,13.62,6.3,6.3,6.3,6.3,12.76
2024-09-06 01:00:00,30.62,30.62,30.62,87.06,50.98,53.0,51.22,50.06,67.87,19.9,19.9,30.62,13.06,20.5,13.06,13.06,13.06,6.08,6.08,6.08,6.08,12.42
2024-09-06 02:00:00,31.89,31.89,31.89,87.09,49.14,50.12,48.58,48.83,65.52,20.0,20.0,31.89,12.74,20.59,12.74,12.74,12.74,5.88,5.88,5.88,5.88,12.04
2024-09-06 03:00:00,66.89,66.89,66.89,92.71,58.28,59.18,57.75,58.0,81.88,22.25,22.25,34.49,12.93,22.91,13.04,13.04,12.93,5.89,5.89,5.89,22.25,13.0
2024-09-06 04:00:00,77.82,77.82,77.82,102.85,70.0,70.51,69.86,70.0,90.14,24.8,24.8,37.03,13.05,24.58,13.05,13.05,13.05,5.97,5.97,5.97,24.8,13.52
2024-09-06 05:00:00,124.04,124.04,124.04,126.0,91.23,87.83,93.29,93.29,124.04,28.67,28.67,49.44,14.42,30.16,14.42,14.42,14.42,7.98,7.98,7.99,28.67,18.98
2024-09-06 06:00:00,127.7,127.7,127.7,135.74,117.34,105.06,119.48,118.25,127.7,42.25,42.25,72.3,15.83,38.7,15.83,15.83,15.83,9.93,9.93,15.83,42.25,26.95
2024-09-06 07:00:00,123.15,123.15,123.15,126.95,119.43,112.85,120.37,120.07,123.15,43.01,43.01,123.15,17.99,41.77,16.99,16.99,17.99,16.99,16.99,17.99,43.01,29.0
2024-09-06 08:00:00,102.51,102.51,102.51,107.08,105.03,100.5,100.09,99.76,102.51,39.48,39.48,102.51,18.93,36.96,16.94,16.94,18.93,16.94,16.94,18.93,39.48,26.63
