date,EE,LT,LV,AT,BE,FR,GER,NL,PL,DK1,DK2,FI,NO1,NO2,NO3,NO4,NO5,SE1,SE2,SE3,SE4,SYS
2025-08-10 00:00:00,39.51,39.51,39.51,84.24,85.4,77.88,84.79,85.87,84.99,84.79,84.79,3.78,41.69,82.06,-4.95,1.67,3.8,3.66,3.65,23.57,39.59,8.24
2025-08-10 01:00:00,3.9,3.9,3.9,81.96,84.63,67.28,83.23,85.69,83.67,83.23,83.23,3.57,11.13,80.12,-2.36,1.07,3.67,3.42,3.4,3.87,4.01,6.93
2025-08-10 02:00:00,14.0,14.0,14.0,81.1,85.29,58.05,83.1,86.97,83.79,83.1,83.02,4.36,54.71,78.28,-0.01,0.89,3.58,-7.41,3.51,13.14,16.9,6.06
2025-08-10 03:00:00,14.87,14.87,14.87,75.68,80.47,49.32,77.95,82.39,82.25,77.95,77.87,4.53,57.93,76.06,-0.03,0.84,3.46,-8.29,3.7,13.93,17.97,5.42
2025-08-10 04:00:00,3.71,3.71,3.71,77.94,83.71,46.22,80.68,86.0,82.6,80.68,80.68,3.5,9.98,73.97,-0.05,0.79,3.28,3.38,3.4,3.7,3.79,5.01
2025-08-10 05:00:00,4.38,5.01,5.01,80.71,87.0,46.01,83.69,89.51,84.75,83.69,83.69,4.38,12.86,69.87,-6.27,0.6,3.23,4.05,4.06,4.95,5.24,4.65
2025-08-10 06:00:00,5.12,5.52,5.52,78.86,85.48,42.41,82.27,88.11,83.08,82.27,82.27,5.12,12.05,68.54,-2.16,0.88,1.98,4.91,4.9,5.48,5.66,4.73
2025-08-10 07:00:00,6.8,7.11,7.11,66.03,76.6,49.65,74.7,78.55,72.51,74.7,74.66,6.8,12.89,67.92,2.25,0.8,2.47,6.59,6.66,7.08,7.21,4.52
2025-08-10 08:00:00,7.14,7.46,7.46,26.52,27.11,26.87,26.36,28.8,26.38,26.36,7.69,7.13,11.74,47.58,2.83,0.65,3.47,6.91,6.97,7.42,7.57,4.19
2025-08-10 09:00:00,2.77,2.77,2.77,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,2.8,2.77,2.83,4.94,3.16,0.65,3.55,2.73,2.79,2.79,2.79,1.94
2025-08-10 10:00:00,0.03,0.03,0.03,-3.97,-2.64,-2.26,-3.11,-2.64,-3.29,-2.64,0.0,0.03,0.44,0.45,0.24,0.15,0.41,0.03,0.03,0.01,0.0,-0.01
2025-08-10 11:00:00,0.0,0.0,0.0,-15.6,-15.6,-15.6,-15.6,-15.6,-15.6,-6.7,-2.81,0.0,-2.57,-1.05,-0.09,-0.07,3.23,-2.77,-2.69,-2.77,-2.79,-0.83
2025-08-10 12:00:00,0.01,0.01,0.01,-36.46,-69.63,-14.05,-40.03,-55.67,-39.44,-14.95,-12.74,0.01,-11.43,-7.72,-3.49,-0.83,3.56,-13.17,-12.77,-12.78,-12.75,-2.71
2025-08-10 13:00:00,0.02,0.02,0.02,-59.06,-63.25,-36.19,-61.08,-64.79,-61.52,-26.86,-17.13,0.02,-15.29,-10.6,-4.85,-0.83,3.6,-17.8,-17.24,-17.21,-17.16,-4.99
2025-08-10 14:00:00,1.25,1.25,1.25,-50.34,-50.97,-50.29,-50.94,-51.02,-52.63,-38.14,-15.24,1.25,-6.34,-3.41,-2.87,-0.03,2.46,-15.48,-14.99,-15.19,-15.21,-4.0
2025-08-10 15:00:00,8.29,8.29,8.29,-20.18,-21.43,-21.0,-22.12,-20.57,-21.12,-19.61,-4.0,8.29,-0.28,3.06,-0.34,0.59,0.75,-4.0,-3.87,-3.96,-3.98,-1.4
2025-08-10 16:00:00,6.0,6.0,6.0,-0.69,-1.19,-1.16,-1.21,-1.2,-2.48,-1.21,-1.23,6.0,-1.47,25.0,0.52,0.51,4.14,-1.18,-1.13,-1.2,-1.21,0.02
2025-08-10 17:00:00,26.43,26.43,26.43,1.4,1.94,1.72,2.13,2.13,0.61,2.13,2.85,30.03,2.81,30.01,2.49,1.04,3.91,2.7,2.75,2.81,2.83,2.58
2025-08-10 18:00:00,70.0,70.0,70.0,85.15,74.98,26.5,82.64,77.79,85.94,78.86,64.22,66.4,69.92,69.9,-3.0,1.05,4.1,3.87,6.93,19.81,24.37,6.18
2025-08-10 19:00:00,68.61,68.61,68.61,103.9,92.64,80.5,108.55,105.49,112.88,108.05,108.05,68.61,59.08,79.94,-14.93,1.59,6.68,5.18,5.12,35.3,61.45,15.46
2025-08-10 20:00:00,65.24,65.24,65.24,110.02,119.97,98.01,118.95,121.51,125.83,118.95,118.95,65.24,59.82,85.34,-5.01,1.63,6.91,4.77,4.82,36.3,65.34,17.5
2025-08-10 21:00:00,65.95,65.95,65.95,115.65,115.8,96.14,122.45,122.45,121.56,122.45,122.45,67.46,56.54,88.02,4.1,1.64,5.48,3.61,3.79,36.16,65.87,19.56
2025-08-10 22:00:00,69.3,69.3,69.3,105.73,100.99,90.59,106.98,106.43,107.38,106.98,106.98,67.79,59.61,91.21,2.35,1.55,5.12,3.63,3.79,37.72,68.8,16.45
2025-08-10 23:00:00,69.77,69.77,69.77,96.58,93.2,75.57,98.9,99.45,99.19,98.9,98.9,9.99,60.86,93.59,0.87,1.0,3.5,4.06,4.18,39.67,70.16,12.47
2025-08-11 00:00:00,20.83,65.62,65.62,95.94,71.02,34.57,99.82,96.0,101.98,99.82,99.82,2.94,56.1,85.93,4.3,0.99,3.69,2.93,3.1,36.84,65.49,8.92
2025-08-11 01:00:00,20.77,63.61,63.61,88.05,70.0,31.08,91.97,90.58,93.75,91.97,91.97,2.41,54.19,83.04,4.29,0.97,3.23,2.4,2.56,34.74,63.48,6.03
2025-08-11 02:00:00,20.77,38.73,38.73,84.54,70.0,41.46,87.44,86.0,88.83,87.44,87.44,2.48,34.39,77.58,4.1,1.02,3.8,2.47,2.59,21.93,38.64,5.85
2025-08-11 03:00:00,20.76,60.04,60.04,81.9,70.2,36.32,85.19,85.02,86.5,85.19,85.2,2.68,50.4,79.35,4.1,1.13,0.84,2.67,2.84,32.83,59.9,6.03
2025-08-11 04:00:00,20.75,59.08,59.08,89.68,67.99,38.25,92.85,89.44,94.7,92.85,92.85,3.23,51.36,77.87,2.29,1.6,4.68,3.23,3.34,32.79,59.01,7.23
2025-08-11 05:00:00,21.01,61.19,61.19,100.38,73.7,40.37,103.51,97.24,106.06,103.51,103.51,3.89,47.46,77.43,10.55,1.72,3.4,3.88,3.87,32.38,60.75,10.93
2025-08-11 06:00:00,88.31,88.31,88.31,123.62,98.6,39.06,129.22,128.95,133.21,129.22,129.26,88.31,62.06,85.34,0.0,2.5,7.73,2.23,8.95,35.67,81.44,20.19
2025-08-11 07:00:00,93.27,93.27,93.27,117.85,101.64,34.4,133.49,132.65,132.94,133.49,133.54,93.27,60.81,88.04,4.3,2.5,12.06,4.81,10.59,37.71,85.54,54.49
2025-08-11 08:00:00,105.0,105.0,105.0,92.46,91.69,50.14,105.35,106.19,105.0,105.35,105.35,101.49,109.23,88.89,4.09,2.6,4.57,8.56,8.18,53.79,98.21,56.42
2025-08-11 09:00:00,81.75,81.75,81.75,64.92,85.66,58.34,90.75,91.13,61.34,90.75,90.75,82.43,98.49,80.11,4.93,2.88,3.73,9.21,8.83,49.28,88.51,29.48
2025-08-11 10:00:00,37.27,37.27,37.27,39.2,50.1,45.0,50.0,49.62,24.31,50.0,47.96,40.1,86.98,70.86,6.13,2.96,4.96,9.8,9.45,28.46,46.85,13.77
