date,EE,LT,LV,AT,BE,FR,GER,NL,PL,DK1,DK2,FI,NO1,NO2,NO3,NO4,NO5,SE1,SE2,SE3,SE4,SYS
2026-04-14 00:00:00,105.01,105.01,105.01,128.47,124.55,125.0,123.64,124.13,109.74,115.48,70.05,104.9,134.34,118.14,194.76,-8.57,127.79,21.18,27.29,52.06,61.51,105.0
2026-04-14 00:15:00,98.45,98.45,98.45,120.99,117.1,117.56,116.21,116.69,102.42,116.21,78.66,98.35,130.89,115.62,188.94,-3.94,127.75,24.27,30.02,53.36,62.27,100.5
2026-04-14 00:30:00,84.05,84.05,84.05,117.23,114.06,114.43,113.33,113.72,102.07,113.33,77.91,83.97,130.47,115.36,187.98,-3.39,127.71,25.03,30.7,53.78,62.59,99.2
2026-04-14 00:45:00,66.02,66.02,66.02,114.7,111.75,112.09,111.07,111.44,100.61,111.07,65.37,65.95,130.01,115.05,187.13,-3.29,127.68,25.55,31.13,54.02,62.75,95.34
2026-04-14 01:00:00,85.69,85.69,85.69,118.87,114.54,115.04,113.56,114.13,98.79,113.56,63.21,85.61,130.92,115.02,191.74,-7.43,127.58,21.48,27.37,51.33,60.48,96.06
2026-04-14 01:15:00,85.69,85.69,85.69,118.46,114.21,114.7,113.25,113.8,98.75,113.25,72.07,85.61,129.86,114.53,188.85,-3.59,127.56,24.31,30.0,53.1,61.92,95.96
2026-04-14 01:30:00,85.69,85.69,85.69,117.83,113.71,114.19,112.79,113.32,98.76,112.79,80.4,85.61,128.93,113.78,187.56,-2.97,127.53,24.6,30.22,53.06,61.78,95.82
2026-04-14 01:45:00,85.7,85.7,85.7,120.86,116.12,116.67,115.06,115.67,98.92,115.06,68.32,85.61,128.37,113.38,186.54,-2.09,127.51,25.17,30.73,53.32,61.94,95.6
2026-04-14 02:00:00,73.42,73.42,73.42,120.12,116.02,116.49,115.1,115.6,100.66,115.1,80.4,73.36,128.54,112.59,183.54,-9.76,127.26,19.13,24.96,48.94,58.08,94.06
2026-04-14 02:15:00,70.79,70.79,70.79,120.32,115.98,116.48,115.0,115.53,99.7,115.0,79.33,70.74,127.83,112.46,181.06,-5.6,127.25,22.4,28.02,51.13,59.94,94.06
2026-04-14 02:30:00,71.11,71.11,71.11,119.9,115.4,115.92,114.39,114.93,98.54,114.39,69.08,71.05,126.74,111.84,178.72,-2.6,127.24,24.55,30.0,52.39,60.93,93.18
2026-04-14 02:45:00,65.72,65.72,65.72,120.47,116.38,116.85,115.47,115.96,101.09,115.47,64.28,65.67,127.87,112.89,179.71,-2.4,127.26,25.15,30.61,53.13,61.71,95.36
2026-04-14 03:00:00,78.02,55.87,55.87,116.68,113.82,114.15,113.2,113.53,103.1,113.2,76.68,77.96,124.99,110.62,180.08,0.22,124.42,26.87,32.11,53.59,61.91,92.95
2026-04-14 03:15:00,91.89,91.89,91.89,117.84,112.17,108.18,112.86,112.59,100.69,112.86,76.68,91.82,124.41,110.29,178.82,2.25,124.48,27.94,33.11,54.22,62.4,93.32
2026-04-14 03:30:00,100.79,99.71,99.71,118.67,114.67,115.13,113.8,114.26,99.71,113.8,80.4,100.71,125.48,111.2,180.08,2.32,124.48,27.98,33.21,54.55,62.81,95.91
2026-04-14 03:45:00,100.79,99.71,99.71,118.84,113.91,112.44,113.68,113.84,99.71,113.68,67.93,100.72,124.23,110.81,175.96,8.48,124.42,32.6,37.52,57.57,65.34,95.31
2026-04-14 04:00:00,58.45,58.45,58.45,119.01,113.05,109.62,113.49,113.33,99.71,113.49,80.4,58.4,126.05,111.07,167.9,-3.77,117.53,24.78,30.16,52.32,60.99,91.57
2026-04-14 04:15:00,89.06,89.06,89.06,120.62,112.46,104.2,114.55,113.63,101.71,114.09,80.4,88.98,126.08,111.4,169.46,-0.08,123.92,26.85,32.17,53.86,62.36,94.99
2026-04-14 04:30:00,100.79,74.4,74.4,120.1,115.84,116.33,114.94,115.4,100.21,114.94,80.4,100.7,126.75,112.23,169.45,2.25,123.93,28.54,33.81,55.28,63.69,97.96
2026-04-14 04:45:00,124.3,99.71,99.71,121.35,116.72,117.26,115.74,116.24,99.71,115.74,76.29,124.2,126.41,112.88,166.29,11.15,123.95,34.87,39.81,59.81,67.65,99.26
2026-04-14 05:00:00,100.79,100.79,100.79,118.48,115.0,115.4,114.27,114.65,102.19,114.27,63.17,100.69,126.84,111.59,171.55,-4.39,116.5,24.09,29.6,51.94,60.94,96.83
2026-04-14 05:15:00,101.78,101.78,101.78,122.7,117.25,117.88,116.19,116.73,101.78,116.19,76.61,101.68,128.69,113.91,174.14,1.48,124.4,29.13,34.47,56.11,64.84,99.99
2026-04-14 05:30:00,124.35,101.24,101.24,124.42,118.59,119.33,117.37,118.0,101.24,117.37,103.79,124.24,128.91,115.6,169.7,15.0,124.62,39.25,44.08,63.56,71.42,105.67
2026-04-14 05:45:00,148.6,105.64,105.64,134.61,120.59,105.03,124.76,122.8,105.64,123.21,110.15,148.49,128.18,118.27,158.49,44.07,124.68,61.36,64.99,79.5,85.36,112.63
2026-04-14 06:00:00,143.53,99.23,99.23,126.76,120.72,121.5,119.56,120.1,99.23,119.56,111.22,143.37,137.89,122.06,187.54,0.04,126.94,29.23,34.98,58.44,68.21,115.23
2026-04-14 06:15:00,148.67,116.98,116.98,144.65,134.61,126.35,136.61,135.53,116.98,134.39,117.67,148.51,141.05,126.28,187.4,12.49,130.84,39.65,45.02,66.91,76.03,118.21
2026-04-14 06:30:00,123.99,123.99,123.99,150.84,139.09,126.71,142.53,140.71,123.99,136.42,136.24,123.9,142.23,131.73,175.12,50.14,134.97,70.21,73.99,89.55,96.02,125.86
2026-04-14 06:45:00,105.46,96.63,96.63,165.02,157.56,158.47,156.18,156.82,130.14,153.92,152.39,105.41,140.19,131.19,168.38,60.59,133.96,78.43,81.65,95.0,100.55,127.06
2026-04-14 07:00:00,139.73,97.08,97.08,157.95,154.27,146.68,156.85,155.57,157.28,156.12,153.3,139.6,195.0,172.88,226.45,30.83,136.0,63.42,69.38,95.0,104.66,129.95
2026-04-14 07:15:00,121.91,99.96,99.96,167.99,167.42,166.24,167.82,167.62,167.89,167.62,164.59,121.82,181.49,163.07,208.96,44.36,136.13,71.95,76.89,98.22,106.27,130.01
2026-04-14 07:30:00,100.8,96.93,96.93,171.86,171.86,171.86,171.86,171.86,171.86,171.86,168.75,100.73,187.5,167.03,217.67,34.52,136.21,65.84,71.3,95.0,103.93,130.38
2026-04-14 07:45:00,89.1,88.07,88.07,155.56,155.56,155.56,155.56,155.56,155.56,155.56,152.75,89.04,169.62,151.19,201.24,31.81,136.3,60.09,65.0,86.34,94.38,129.93
2026-04-14 08:00:00,140.71,98.42,98.42,186.9,197.77,197.59,196.18,197.95,187.49,196.18,192.63,140.56,220.87,193.76,251.48,16.56,136.23,56.57,63.83,95.84,107.75,133.06
2026-04-14 08:15:00,116.52,90.6,90.6,172.16,180.64,180.5,179.4,180.78,172.62,179.4,176.16,116.41,200.69,176.32,232.38,16.6,136.28,52.99,59.5,88.28,98.98,131.47
2026-04-14 08:30:00,100.79,97.4,97.4,149.79,150.37,150.36,150.29,150.38,149.82,150.29,147.57,100.74,161.28,147.14,184.08,54.09,136.3,75.6,79.36,96.06,102.27,130.74
2026-04-14 08:45:00,90.6,80.01,80.01,131.08,131.96,131.86,132.11,132.02,128.4,132.11,129.72,90.53,157.24,140.14,188.14,27.85,136.33,53.63,58.19,78.38,85.89,129.95
2026-04-14 09:00:00,106.48,106.48,106.48,174.24,172.45,172.0,172.43,172.43,168.56,172.43,169.32,106.43,174.13,159.14,196.47,61.43,137.53,83.2,87.23,105.0,111.59,132.17
2026-04-14 09:15:00,100.11,91.63,91.63,152.83,125.03,66.01,145.1,134.76,148.57,145.1,142.48,100.05,155.37,141.25,181.97,49.51,137.53,69.69,73.5,90.24,96.45,129.9
2026-04-14 09:30:00,92.9,74.19,74.19,140.03,139.86,139.52,139.98,139.92,140.0,139.98,137.45,92.82,148.8,132.27,183.14,25.22,137.52,48.5,52.97,72.56,79.83,128.65
2026-04-14 09:45:00,63.14,63.14,63.14,112.87,119.01,118.48,119.81,119.35,99.7,119.81,117.64,76.8,145.71,127.42,183.84,8.68,133.64,34.71,39.65,61.33,69.38,119.24
2026-04-14 10:00:00,103.73,89.37,89.37,139.59,136.12,119.64,142.04,139.3,128.81,142.04,139.48,103.67,143.94,131.87,164.96,54.09,136.0,70.55,73.88,88.31,93.3,119.27
2026-04-14 10:15:00,100.79,63.35,63.35,124.5,116.98,81.01,129.9,123.92,100.87,129.9,127.55,100.69,144.72,126.73,176.11,11.37,132.9,35.26,40.25,61.77,69.21,115.77
2026-04-14 10:30:00,100.14,20.0,20.0,116.1,115.92,101.23,121.58,119.0,99.71,121.58,119.38,100.02,142.71,123.32,176.52,-0.73,129.97,24.81,30.18,53.36,61.38,114.91
2026-04-14 10:45:00,86.93,46.08,46.08,122.18,99.0,32.14,121.8,111.14,99.71,121.8,119.6,86.81,142.06,119.96,178.99,-15.26,128.04,13.0,18.87,44.21,52.98,110.2
2026-04-14 11:00:00,64.43,64.43,64.43,123.59,100.48,31.71,120.14,113.34,103.76,120.14,117.97,98.72,133.07,117.8,166.22,20.25,127.66,40.82,44.98,63.29,69.4,110.1
2026-04-14 11:15:00,60.0,57.54,57.54,123.38,95.96,17.02,118.85,110.6,101.98,118.85,117.69,85.6,132.5,115.83,169.03,8.94,127.62,31.78,36.3,56.3,62.97,106.78
2026-04-14 11:30:00,59.99,49.93,49.93,135.8,88.78,3.3,116.48,102.91,101.86,116.48,116.46,65.29,134.26,115.51,174.94,-5.35,127.6,20.97,26.04,48.53,56.04,101.65
2026-04-14 11:45:00,54.13,39.43,39.43,131.76,85.96,0.0,113.86,100.3,101.59,113.86,113.85,54.04,137.13,115.4,183.66,-24.74,127.59,5.88,11.75,37.81,46.51,100.09
2026-04-14 12:00:00,53.19,53.19,53.19,120.19,92.65,24.69,114.14,105.79,107.42,114.14,114.13,99.79,132.94,115.11,183.11,1.55,127.89,25.73,30.82,51.87,59.26,101.61
2026-04-14 12:15:00,48.67,48.67,48.67,118.31,83.61,0.0,110.3,99.66,103.82,110.3,110.28,76.41,133.6,114.61,186.87,-7.12,127.89,19.45,24.84,47.26,55.13,100.0
2026-04-14 12:30:00,42.19,42.19,42.19,118.81,91.3,41.31,107.84,100.22,102.05,107.84,107.83,69.27,132.27,112.12,189.38,-17.07,127.89,11.2,16.92,40.7,49.04,96.08
2026-04-14 12:45:00,37.26,37.26,37.26,117.67,85.12,23.27,105.75,96.25,102.35,105.75,105.74,56.22,130.95,110.0,190.88,-24.7,127.87,5.05,10.98,35.72,44.39,90.88
2026-04-14 13:00:00,65.33,43.75,43.75,122.26,80.23,0.0,106.95,94.22,101.88,106.95,106.94,65.25,130.57,111.17,186.37,-13.59,127.93,13.83,19.51,42.3,50.35,91.86
2026-04-14 13:15:00,60.51,43.44,43.44,118.82,80.72,5.2,105.83,94.02,101.97,105.83,105.82,60.44,129.15,110.0,184.75,-13.33,127.94,13.9,19.5,42.0,49.95,89.99
2026-04-14 13:30:00,56.66,43.98,43.98,113.37,82.06,12.04,105.07,94.78,102.3,105.07,105.05,56.6,127.96,109.2,182.86,-11.79,127.94,15.04,20.53,42.57,50.36,89.43
2026-04-14 13:45:00,57.78,41.53,41.53,106.95,83.43,30.97,100.95,92.96,101.8,100.95,100.94,57.72,126.17,107.26,182.15,-14.55,127.94,12.37,17.9,40.11,47.96,83.19
2026-04-14 14:00:00,73.95,40.12,40.12,109.82,62.83,6.41,100.87,83.51,102.02,100.87,100.86,73.86,130.05,109.75,191.92,-23.1,129.35,6.76,12.98,37.45,47.28,89.28
