date,EE,LT,LV,AT,BE,FR,GER,NL,PL,DK1,DK2,FI,NO1,NO2,NO3,NO4,NO5,SE1,SE2,SE3,SE4,SYS
2025-10-15 00:00:00,55.02,84.63,84.63,126.77,105.51,71.4,120.26,111.96,122.35,120.26,120.06,55.02,63.05,70.0,19.96,3.12,52.03,6.54,2.3,74.5,85.7,48.54
2025-10-15 00:15:00,49.13,73.6,73.6,116.37,115.45,113.99,116.09,115.73,116.18,116.09,115.85,49.13,55.97,69.99,19.17,3.19,51.98,5.51,2.3,64.99,74.66,47.54
2025-10-15 00:30:00,40.7,62.46,62.46,118.48,102.31,76.37,113.53,107.21,115.12,113.53,113.25,40.7,49.09,69.97,17.99,3.19,51.97,5.0,2.3,55.0,63.77,46.44
2025-10-15 00:45:00,34.94,55.76,55.76,117.36,99.77,71.53,111.97,105.1,113.71,111.97,111.67,34.94,47.78,69.96,17.88,3.21,51.08,4.28,2.3,49.25,57.86,44.57
2025-10-15 01:00:00,64.55,94.79,94.79,121.94,104.64,78.63,117.16,109.61,119.03,117.16,117.03,64.55,62.66,69.88,18.23,1.81,51.08,6.32,2.3,82.99,94.01,46.9
2025-10-15 01:15:00,55.57,79.74,79.74,116.75,101.17,77.74,112.45,105.64,114.13,112.45,112.27,55.58,53.97,69.8,17.33,1.92,51.0,5.0,2.16,69.99,79.25,45.99
2025-10-15 01:30:00,50.89,72.4,72.4,113.42,101.64,83.93,110.16,105.02,111.44,110.16,109.96,50.9,48.14,69.75,16.15,1.98,50.98,4.88,2.19,63.38,71.73,44.4
2025-10-15 01:45:00,47.8,68.3,68.3,112.63,94.02,66.92,107.69,99.3,109.75,107.69,107.47,47.81,47.79,69.76,16.53,1.99,50.97,4.28,1.76,60.0,68.16,43.01
2025-10-15 02:00:00,54.56,73.51,73.51,113.21,101.53,84.64,110.15,104.68,111.43,110.15,109.95,54.57,48.11,69.51,16.15,2.07,50.99,5.0,1.73,64.72,72.48,41.45
2025-10-15 02:15:00,50.89,71.23,71.23,113.21,94.78,68.12,108.38,99.75,112.99,108.38,108.18,50.9,48.1,69.49,16.15,2.05,50.98,5.0,1.72,62.54,70.65,40.05
2025-10-15 02:30:00,50.0,70.38,70.38,110.44,94.61,71.71,106.29,98.87,111.55,106.29,106.09,50.01,48.09,69.48,16.23,1.97,50.97,4.75,1.72,61.81,69.91,39.87
2025-10-15 02:45:00,50.0,69.46,69.46,108.73,97.95,82.35,105.9,100.85,111.35,105.91,105.7,50.0,48.06,69.47,16.52,1.91,50.97,4.28,1.72,61.18,69.08,38.53
2025-10-15 03:00:00,49.99,67.76,67.76,109.26,96.93,78.83,105.98,100.33,107.35,105.98,105.79,50.0,48.01,69.45,16.68,2.77,50.98,5.0,1.72,60.0,67.54,38.54
2025-10-15 03:15:00,49.99,67.75,67.75,108.26,97.85,79.08,104.94,99.56,107.49,104.94,104.75,49.99,48.02,69.43,16.68,2.77,50.98,5.0,1.72,60.0,67.52,36.38
2025-10-15 03:30:00,69.02,69.02,69.02,107.23,89.75,56.84,101.43,92.16,110.13,101.43,101.27,49.99,48.08,69.39,16.16,1.99,50.98,4.27,1.63,60.89,68.6,35.38
