date,EE,LT,LV,AT,BE,FR,GER,NL,PL,DK1,DK2,FI,NO1,NO2,NO3,NO4,NO5,SE1,SE2,SE3,SE4,SYS
2025-10-25 00:00:00,30.55,30.55,30.55,110.5,3.98,7.58,3.26,3.26,97.01,3.26,3.26,5.37,7.38,-15.6,18.28,8.33,48.12,5.53,4.69,3.49,3.11,4.3
2025-10-25 00:15:00,30.0,30.0,30.0,107.0,4.93,8.41,4.21,4.21,98.78,4.21,4.21,5.41,18.03,11.77,15.6,6.02,29.03,5.45,5.37,4.53,4.27,5.18
2025-10-25 00:30:00,24.68,24.68,24.68,93.39,4.3,7.59,3.84,2.73,94.39,3.84,3.84,4.82,16.5,11.89,13.66,5.2,24.57,4.84,4.83,4.11,3.89,4.79
2025-10-25 00:45:00,20.69,20.69,20.69,84.3,3.33,6.42,2.79,1.83,70.86,2.79,2.81,3.91,12.82,9.72,9.99,5.16,18.24,3.98,3.64,3.04,2.85,4.21
2025-10-25 01:00:00,20.96,20.96,20.96,104.29,2.62,6.13,2.34,0.89,89.26,2.34,2.33,5.45,27.73,18.52,21.73,9.65,46.03,5.67,4.49,2.82,2.28,4.29
2025-10-25 01:15:00,20.78,20.78,20.78,101.17,2.39,5.82,2.11,0.71,75.91,2.11,2.11,4.78,27.04,18.49,20.96,8.22,44.03,4.97,4.03,2.45,1.94,4.24
2025-10-25 01:30:00,20.77,20.77,20.77,92.65,1.22,4.54,0.78,-0.46,54.06,0.78,0.78,4.06,26.58,17.79,20.21,8.23,44.03,4.28,3.1,1.45,0.91,3.72
2025-10-25 01:45:00,20.7,20.7,20.7,92.31,0.52,3.87,0.05,-1.18,41.52,0.05,0.05,3.2,26.28,17.34,19.94,6.95,44.03,3.4,2.37,0.72,0.18,3.39
2025-10-25 02:00:00,26.17,26.17,26.17,98.5,2.96,6.2,2.28,2.28,63.03,2.28,2.28,3.8,18.49,13.36,14.62,4.99,29.01,3.86,3.61,2.66,2.36,3.66
2025-10-25 02:15:00,24.32,24.32,24.32,95.41,1.69,5.0,1.32,0.1,59.05,1.32,1.32,3.36,17.71,12.16,13.68,5.9,29.09,3.49,2.79,1.74,1.4,3.22
2025-10-25 02:30:00,22.78,22.78,22.78,93.8,0.48,3.8,0.1,-1.17,59.04,0.1,0.1,2.31,17.39,11.56,13.08,5.14,29.35,2.46,1.66,0.55,0.19,2.81
2025-10-25 02:45:00,22.5,22.5,22.5,92.01,0.34,3.59,0.0,-1.26,48.1,0.0,0.0,2.2,17.25,11.44,12.95,5.03,29.18,2.35,1.56,0.45,0.09,2.48
2025-10-25 03:00:00,22.6,22.6,22.6,95.08,0.8,4.16,0.0,0.0,55.86,0.63,1.52,2.06,5.44,3.7,4.75,2.76,8.98,2.09,1.9,1.63,1.54,2.11
2025-10-25 03:15:00,22.46,22.46,22.46,94.51,0.79,4.13,0.0,0.0,61.29,0.26,0.62,1.47,7.26,4.96,5.69,2.58,11.95,1.53,1.22,0.8,0.66,2.05
2025-10-25 03:30:00,22.29,22.29,22.29,93.8,0.78,4.1,0.0,-0.01,74.24,0.2,0.43,1.26,6.97,4.76,5.38,2.35,11.47,1.32,1.01,0.6,0.46,2.02
2025-10-25 03:45:00,20.84,20.84,20.84,92.88,0.53,3.91,-0.01,-0.8,76.05,0.1,0.24,1.14,7.18,4.66,5.61,2.32,12.32,1.2,0.88,0.43,0.28,1.98
2025-10-25 04:00:00,20.71,20.71,20.71,93.8,0.76,4.15,-0.01,-0.29,67.92,0.17,0.41,1.26,7.03,4.67,5.43,2.37,11.76,1.32,1.01,0.58,0.44,2.03
2025-10-25 04:15:00,20.77,20.77,20.77,93.79,0.6,4.06,-0.01,-0.77,79.42,0.13,0.33,1.22,7.14,4.59,5.57,2.37,12.25,1.27,0.95,0.51,0.36,2.02
2025-10-25 04:30:00,20.78,20.78,20.78,93.47,0.62,4.06,0.0,-0.72,94.9,0.13,0.31,1.14,6.69,4.3,5.22,2.22,11.47,1.2,0.9,0.48,0.34,2.0
2025-10-25 04:45:00,20.83,20.83,20.83,95.08,0.77,4.21,-0.01,-0.26,94.47,0.12,0.3,1.13,6.75,4.49,5.16,2.2,11.26,1.18,0.88,0.47,0.34,1.98
2025-10-25 05:00:00,20.78,20.78,20.78,91.59,0.54,3.95,0.0,-1.1,74.21,0.12,0.28,1.03,5.92,3.66,4.69,2.0,10.46,1.08,0.81,0.44,0.31,1.99
2025-10-25 05:15:00,21.48,21.48,21.48,95.08,0.71,4.22,0.0,-0.66,82.71,0.12,0.29,1.06,6.18,3.98,4.79,2.04,10.59,1.1,0.83,0.45,0.32,2.01
2025-10-25 05:30:00,22.6,22.6,22.6,100.15,1.2,4.89,0.37,-0.14,97.36,0.47,0.62,1.25,5.43,3.63,4.3,2.06,9.03,1.29,1.06,0.76,0.65,2.02
2025-10-25 05:45:00,21.68,21.68,21.68,106.25,1.43,5.54,0.29,-0.1,101.18,0.54,0.9,1.48,5.26,3.52,4.3,2.22,8.74,1.51,1.31,1.02,0.93,2.05
2025-10-25 06:00:00,20.69,20.69,20.69,69.23,1.02,4.03,-0.01,-0.56,105.78,0.0,0.01,1.07,8.35,5.54,6.23,2.42,14.08,1.13,0.75,0.23,0.05,2.04
2025-10-25 06:15:00,20.7,20.7,20.7,94.31,1.12,5.0,0.0,-0.86,107.22,0.02,0.21,1.3,8.59,5.6,6.56,2.67,14.68,1.36,0.97,0.44,0.26,2.11
2025-10-25 06:30:00,21.56,21.56,21.56,107.88,1.87,6.11,0.52,0.21,115.71,0.54,0.7,1.71,8.58,5.94,6.57,2.98,13.98,1.77,1.4,0.91,0.75,2.22
2025-10-25 06:45:00,26.41,26.41,26.41,128.34,3.16,8.18,1.58,1.17,116.65,1.62,1.98,2.51,7.79,5.59,6.81,2.96,12.27,2.53,2.43,2.11,2.0,2.35
2025-10-25 07:00:00,20.77,20.77,20.77,94.3,5.43,10.93,1.6,2.02,115.7,1.6,1.6,3.0,18.33,14.38,14.93,3.94,29.1,3.04,2.81,1.94,1.63,3.12
2025-10-25 07:15:00,28.62,28.62,28.62,100.7,5.74,11.8,1.93,2.18,115.71,1.93,1.93,3.15,18.52,14.53,15.45,3.72,29.37,3.18,3.09,2.26,1.97,3.28
2025-10-25 07:30:00,52.48,52.48,52.48,124.99,5.62,12.91,0.45,1.07,132.42,1.07,1.12,2.86,20.37,15.61,16.47,4.22,33.33,2.92,2.57,1.53,1.16,3.12
2025-10-25 07:45:00,49.79,49.79,49.79,119.74,4.67,11.1,-0.02,0.53,133.23,0.55,0.9,2.81,22.01,16.74,17.79,4.28,36.34,2.87,2.5,1.35,0.95,3.12
2025-10-25 08:00:00,44.46,44.46,44.46,137.98,7.55,13.62,3.87,3.92,125.14,3.92,3.79,3.51,19.78,17.42,16.37,3.55,30.82,3.51,3.44,3.71,3.78,4.1
2025-10-25 08:15:00,51.62,51.62,51.62,127.7,7.8,13.86,3.23,3.91,120.09,3.32,3.3,3.49,21.07,18.41,17.68,3.44,33.46,3.49,3.51,3.36,3.3,4.1
2025-10-25 08:30:00,48.0,48.0,48.0,112.48,8.36,13.7,4.24,4.91,110.13,4.41,4.23,3.76,23.69,20.8,19.44,3.86,37.17,3.76,3.65,4.03,4.15,4.28
2025-10-25 08:45:00,42.03,42.03,42.03,89.94,8.95,13.56,4.64,5.71,104.23,5.11,4.67,3.92,23.67,20.86,19.16,4.26,36.84,3.93,3.7,4.35,4.55,4.99
2025-10-25 09:00:00,58.21,58.21,58.21,139.91,13.22,19.21,8.46,9.1,105.79,9.1,8.63,5.06,23.8,20.89,17.72,3.77,34.52,4.06,3.65,7.19,8.38,5.38
2025-10-25 09:15:00,47.15,47.15,47.15,112.98,11.4,16.09,7.32,8.83,105.78,8.83,7.92,4.72,25.66,22.17,19.19,3.75,38.46,3.9,3.51,6.57,7.61,5.05
2025-10-25 09:30:00,38.39,38.39,38.39,91.7,10.34,13.96,7.08,8.83,94.48,8.83,7.74,4.73,28.38,24.31,21.39,3.75,43.24,3.97,3.64,6.44,7.4,5.05
2025-10-25 09:45:00,20.64,20.64,20.64,31.47,8.8,9.83,7.47,8.8,65.58,8.8,8.02,4.87,28.57,24.33,21.75,3.71,44.03,4.02,3.7,6.71,7.74,5.17
2025-10-25 10:00:00,46.9,46.9,46.9,115.95,11.3,15.9,7.79,8.86,87.84,8.86,8.07,4.89,29.81,22.07,21.99,3.64,44.02,4.01,3.71,6.73,7.78,5.41
2025-10-25 10:15:00,39.04,39.04,39.04,94.87,10.47,14.12,7.45,8.81,69.42,8.81,8.03,4.88,29.22,21.16,21.86,3.59,44.03,4.0,3.71,6.7,7.75,5.05
2025-10-25 10:30:00,31.01,31.01,31.01,89.87,9.29,12.64,6.24,8.13,31.01,8.13,7.46,4.72,28.7,20.35,21.72,3.58,44.03,3.95,3.71,6.31,7.22,5.0
2025-10-25 10:45:00,20.7,20.7,20.7,47.66,7.0,8.73,5.43,6.39,20.68,6.39,6.01,4.3,29.52,20.54,22.51,3.56,46.02,3.85,3.72,5.3,5.87,4.99
2025-10-25 11:00:00,29.69,29.69,29.69,84.28,9.1,12.28,5.45,8.61,29.69,8.57,7.74,4.9,21.27,14.43,16.43,3.15,29.54,3.91,3.76,6.65,7.62,4.83
2025-10-25 11:15:00,20.77,20.77,20.77,66.0,5.82,8.47,3.58,4.51,20.77,4.5,4.46,3.99,21.41,12.69,16.8,3.18,29.52,3.73,3.87,4.31,4.44,4.3
2025-10-25 11:30:00,20.83,20.83,20.83,61.01,8.13,9.84,5.05,5.98,20.83,5.97,5.63,4.28,21.74,13.76,16.72,3.16,29.46,3.75,3.78,5.13,5.58,4.65
2025-10-25 11:45:00,20.63,20.63,20.63,16.75,6.1,6.27,4.98,5.76,9.14,5.75,5.59,4.27,21.65,13.62,16.72,3.13,29.5,3.75,3.78,5.1,5.54,4.65
2025-10-25 12:00:00,20.63,20.63,20.63,34.0,6.28,7.67,5.03,5.36,16.68,5.2,4.85,4.66,5.45,5.38,6.31,2.55,5.58,4.05,4.63,4.78,4.84,4.3
