date,EE,LT,LV,AT,BE,FR,GER,NL,PL,DK1,DK2,FI,NO1,NO2,NO3,NO4,NO5,SE1,SE2,SE3,SE4,SYS
2025-07-07 00:00:00,5.03,58.27,58.27,116.0,121.49,46.35,118.84,125.88,119.21,118.84,118.84,4.83,52.74,69.82,1.92,3.3,20.44,4.84,4.91,33.25,58.23,32.96
2025-07-07 01:00:00,4.98,56.93,56.93,103.81,110.05,35.82,107.42,114.37,107.02,107.42,107.42,4.8,51.67,68.02,1.75,3.36,20.36,4.81,4.87,32.68,56.89,26.28
2025-07-07 02:00:00,4.97,56.29,56.29,100.53,104.23,38.15,101.92,108.06,101.88,101.92,101.92,4.75,51.21,67.12,1.34,1.5,19.53,4.76,4.81,32.33,56.25,24.95
2025-07-07 03:00:00,4.97,55.8,55.8,96.86,86.04,25.44,99.12,101.0,98.98,99.12,99.12,4.65,50.6,66.59,1.6,2.4,18.62,4.66,4.72,31.84,55.76,24.05
2025-07-07 04:00:00,4.97,55.82,55.82,98.87,82.43,29.2,101.0,101.0,101.32,101.0,101.0,4.68,50.58,66.3,1.78,2.83,18.83,4.69,4.75,31.72,55.77,24.67
2025-07-07 05:00:00,10.96,56.38,56.38,108.22,64.74,35.85,108.22,100.9,110.36,100.9,89.72,10.96,50.29,65.83,2.27,1.76,20.16,4.76,5.08,32.88,56.08,25.24
2025-07-07 06:00:00,20.01,56.91,56.91,128.24,95.0,40.46,134.2,119.75,134.78,125.12,135.6,20.01,49.47,65.0,1.82,5.8,20.75,4.67,5.49,34.98,57.78,28.02
2025-07-07 07:00:00,66.92,89.61,89.61,136.95,96.37,38.13,143.67,123.58,143.85,131.01,143.47,66.92,51.15,70.88,4.1,0.69,22.24,7.68,3.95,81.21,88.06,56.1
2025-07-07 08:00:00,81.48,106.92,106.92,142.1,140.08,58.71,152.29,142.81,149.78,146.64,152.12,81.48,54.77,74.99,2.61,0.61,24.99,10.47,4.6,96.99,103.6,59.2
2025-07-07 09:00:00,79.4,104.71,104.71,127.95,98.8,57.5,131.99,123.29,132.64,131.99,131.89,79.4,56.31,77.7,3.79,0.77,25.0,9.05,4.68,95.0,101.62,59.34
2025-07-07 10:00:00,79.75,104.13,104.13,111.04,80.0,37.5,108.64,98.34,110.09,108.64,108.62,79.75,54.23,73.79,3.44,0.8,25.02,8.94,4.73,94.66,100.28,59.03
2025-07-07 11:00:00,76.68,100.04,100.04,103.87,58.4,18.01,108.98,92.37,109.42,92.37,108.94,76.68,52.61,69.83,3.79,0.81,25.22,8.26,4.58,90.77,96.46,55.91
2025-07-07 12:00:00,58.06,77.78,77.78,88.12,57.42,26.99,90.24,78.72,90.79,78.72,90.19,58.06,51.14,65.57,2.29,1.14,25.31,5.8,4.9,70.78,76.52,46.42
2025-07-07 13:00:00,52.72,70.65,70.65,92.0,32.39,8.13,71.0,60.78,85.15,61.07,71.0,52.72,47.74,59.99,2.21,1.47,25.13,5.62,4.96,64.44,69.43,25.21
2025-07-07 14:00:00,36.46,51.59,51.59,84.44,10.51,8.7,53.02,29.09,90.73,52.61,53.01,36.46,48.21,58.46,0.92,3.16,25.19,5.71,5.65,47.16,52.56,20.76
2025-07-07 15:00:00,48.46,48.46,48.46,92.1,-11.97,5.0,50.67,6.16,107.92,50.67,50.66,35.55,47.08,56.28,0.84,4.37,24.8,5.66,9.66,44.74,49.41,19.54
2025-07-07 16:00:00,52.29,52.29,52.29,97.99,-9.85,3.6,52.51,11.0,125.02,45.95,51.54,37.28,47.14,59.27,2.27,4.8,20.68,5.64,10.42,46.67,51.2,21.98
2025-07-07 17:00:00,72.24,72.24,72.24,104.9,29.45,4.31,72.3,60.31,148.78,60.31,69.72,54.69,47.07,61.48,3.0,2.12,21.31,5.85,6.75,66.03,70.66,38.23
2025-07-07 18:00:00,146.6,146.6,146.6,104.91,68.72,34.47,87.95,77.98,176.66,77.98,87.97,74.57,48.45,63.51,2.35,0.96,21.77,6.59,10.05,86.58,90.23,41.18
2025-07-07 19:00:00,146.95,146.95,146.95,129.32,97.32,54.37,92.27,89.35,261.33,92.27,92.3,81.36,51.21,67.12,2.0,2.02,21.84,5.88,17.4,91.94,94.64,56.44
2025-07-07 20:00:00,146.61,146.61,146.61,136.99,104.29,50.2,97.28,100.2,282.9,97.28,97.32,90.76,52.09,69.96,2.28,4.02,21.11,5.61,27.63,99.14,100.0,58.19
2025-07-07 21:00:00,120.21,120.21,120.21,123.97,115.18,54.66,109.92,116.67,193.89,109.92,109.96,92.29,51.84,71.0,2.83,0.98,21.44,6.13,17.77,106.95,112.24,59.45
2025-07-07 22:00:00,92.48,92.48,92.48,104.93,132.06,92.27,110.09,118.74,120.22,110.09,110.11,44.14,52.48,70.99,2.83,2.02,21.31,5.62,5.98,69.58,88.31,59.06
2025-07-07 23:00:00,34.49,34.49,34.49,92.6,104.86,78.98,95.82,100.0,99.29,87.3,87.28,18.9,53.09,69.91,2.37,6.34,20.73,5.4,8.63,30.59,38.56,47.08
2025-07-08 00:00:00,31.67,31.67,31.67,101.0,105.97,61.85,103.83,107.82,111.97,103.83,103.81,15.07,53.68,67.45,0.97,3.33,22.52,4.97,5.06,27.96,35.71,40.87
2025-07-08 01:00:00,9.27,9.27,9.27,90.53,92.9,43.45,92.9,96.77,103.13,92.9,92.89,6.98,19.18,66.78,1.99,3.33,21.67,4.9,5.12,8.74,9.88,28.39
2025-07-08 02:00:00,8.76,8.76,8.76,86.21,61.0,39.17,86.13,81.49,98.99,81.49,81.49,6.64,19.02,66.89,0.88,4.21,21.22,4.88,4.8,8.44,9.44,25.54
2025-07-08 03:00:00,4.95,4.95,4.95,84.35,72.78,31.81,84.78,85.0,101.13,84.78,84.78,4.79,12.43,66.67,1.32,3.95,17.89,4.54,4.64,4.92,5.0,24.87
2025-07-08 04:00:00,4.87,4.87,4.87,84.77,74.67,31.91,85.37,85.88,101.6,85.37,85.37,4.58,12.38,66.93,1.72,3.36,18.01,4.43,4.33,4.81,4.95,24.3
2025-07-08 05:00:00,9.24,9.24,9.24,88.45,77.16,30.1,91.14,91.14,102.62,91.14,91.14,7.12,19.3,66.55,1.28,4.36,21.36,4.72,5.25,8.88,9.95,25.98
2025-07-08 06:00:00,39.02,39.02,39.02,105.0,107.99,38.52,107.99,107.99,122.31,107.99,61.88,24.99,53.65,68.26,0.9,4.89,23.74,4.89,7.04,36.09,42.58,41.04
2025-07-08 07:00:00,53.83,53.83,53.83,116.55,114.1,61.13,118.65,118.65,119.03,118.65,164.74,49.17,55.83,69.47,1.34,7.45,23.01,4.99,38.59,52.47,54.15,59.17
2025-07-08 08:00:00,64.81,64.81,64.81,111.51,123.6,60.0,117.76,117.76,116.48,117.76,117.76,47.62,50.19,69.94,7.12,2.4,23.88,5.12,7.95,59.45,64.81,59.57
2025-07-08 09:00:00,46.61,46.61,46.61,84.79,100.0,18.01,94.06,98.83,91.82,94.06,94.05,31.91,49.66,68.37,8.43,4.92,23.73,5.3,7.17,43.18,49.35,58.26
2025-07-08 10:00:00,36.42,36.42,36.42,86.01,73.55,4.31,81.78,77.01,88.07,81.78,81.76,23.59,49.07,66.87,8.45,5.48,23.84,5.12,7.66,34.09,40.54,50.01
2025-07-08 11:00:00,17.27,29.17,29.17,86.09,60.68,1.72,78.44,68.95,89.1,78.44,78.42,17.27,48.35,65.26,7.0,5.13,24.24,5.12,6.62,27.49,33.97,39.87
2025-07-08 12:00:00,16.41,29.76,29.76,86.08,52.59,1.72,60.15,55.16,90.3,60.15,60.14,16.41,47.91,62.99,6.32,6.64,23.96,5.02,7.5,26.62,34.17,25.47
2025-07-08 13:00:00,15.45,28.69,28.69,76.51,41.7,0.0,54.72,48.35,94.22,54.72,54.71,15.45,46.77,60.62,6.31,5.8,25.04,4.98,6.44,25.47,33.14,24.14
2025-07-08 14:00:00,17.92,32.04,32.04,70.45,38.39,0.0,53.04,46.05,96.84,53.04,59.34,17.92,57.79,59.57,6.81,3.67,24.4,4.99,4.91,29.83,38.26,21.45
2025-07-08 15:00:00,25.0,40.69,40.69,76.98,40.69,0.0,54.65,47.58,101.3,54.65,48.31,25.0,60.61,62.87,8.25,1.1,24.16,4.9,5.83,37.64,46.19,24.25
2025-07-08 16:00:00,31.75,55.63,55.63,82.04,57.22,0.0,65.2,60.32,110.55,65.2,65.18,31.75,63.75,66.34,8.52,1.08,24.22,4.99,6.6,47.84,59.03,35.0
2025-07-08 17:00:00,78.65,78.65,78.65,81.9,74.53,11.78,79.98,84.35,129.17,79.98,79.99,44.14,63.47,66.47,7.57,1.16,24.12,5.22,7.22,64.17,78.19,49.98
2025-07-08 18:00:00,91.09,91.09,91.09,92.29,84.1,45.0,83.92,87.41,132.11,83.92,83.95,46.47,50.31,69.94,4.66,2.26,24.19,5.41,7.19,69.11,86.41,58.0
2025-07-08 19:00:00,113.97,113.97,113.97,104.94,105.64,60.39,102.1,107.0,154.17,102.1,102.14,80.9,52.48,73.65,1.11,1.14,24.15,5.77,16.48,98.02,106.3,59.26
