date,EE,LT,LV,AT,BE,FR,GER,NL,PL,DK1,DK2,FI,NO1,NO2,NO3,NO4,NO5,SE1,SE2,SE3,SE4,SYS
2026-08-29 00:00:00,2.0,2.0,2.0,157.5,155.98,154.82,141.58,131.36,107.03,139.58,137.85,2.0,125.03,134.92,77.59,2.0,128.8,2.0,2.0,2.0,1.99,37.85
2026-08-29 00:15:00,1.99,1.99,1.99,142.51,136.64,137.34,135.4,136.16,116.25,134.95,133.55,1.99,125.01,130.67,77.63,1.99,128.79,1.99,1.99,1.99,1.99,27.27
2026-08-29 00:30:00,1.96,1.96,1.96,133.62,128.95,129.51,127.97,128.57,112.74,127.61,126.49,1.96,120.26,123.9,74.71,1.96,123.9,1.96,1.96,1.96,1.96,12.09
2026-08-29 00:45:00,1.88,1.88,1.88,121.85,117.86,118.35,117.12,117.57,111.65,116.93,116.34,1.88,117.13,120.67,72.76,1.88,120.67,1.88,1.88,1.88,1.88,10.8
2026-08-29 01:00:00,1.99,1.99,1.99,156.25,121.4,123.64,117.5,114.81,117.01,116.31,117.0,1.99,115.25,118.87,71.73,1.99,118.87,1.99,1.99,1.99,1.99,18.82
2026-08-29 01:15:00,1.99,1.99,1.99,140.6,115.44,117.73,114.51,114.41,117.25,113.88,114.49,1.99,113.95,117.52,70.92,1.99,117.52,1.99,1.99,1.99,1.99,11.86
2026-08-29 01:30:00,1.93,1.93,1.93,130.91,111.01,113.1,110.37,110.12,119.02,109.95,110.96,1.93,110.01,113.46,68.47,1.93,113.46,1.93,1.93,1.93,1.93,10.94
2026-08-29 01:45:00,1.89,1.89,1.89,103.37,108.06,109.89,107.04,107.33,113.58,107.02,107.58,1.89,107.08,110.44,66.66,1.89,110.44,1.89,1.89,1.89,1.89,9.99
2026-08-29 02:00:00,2.0,2.0,2.0,135.42,108.24,110.34,107.51,107.3,111.23,106.89,107.59,2.0,106.87,110.3,66.62,2.0,110.3,2.0,2.0,2.0,2.0,11.22
2026-08-29 02:15:00,1.99,1.99,1.99,129.98,102.61,105.24,101.93,101.52,114.42,101.38,102.8,1.99,101.37,104.62,63.23,1.99,104.62,1.99,1.99,1.99,1.99,10.61
2026-08-29 02:30:00,1.99,1.99,1.99,128.58,100.84,103.66,100.07,99.67,113.31,99.51,101.0,1.99,99.5,102.69,62.07,1.99,102.69,1.99,1.99,1.99,1.99,10.15
2026-08-29 02:45:00,1.99,1.99,1.99,126.0,92.6,96.0,91.68,91.2,107.62,91.01,92.8,1.99,91.0,93.91,56.84,1.99,93.91,1.99,1.99,1.99,1.99,9.33
2026-08-29 03:00:00,1.99,1.99,1.99,131.64,98.2,101.05,97.47,97.0,110.28,96.8,98.45,1.99,96.46,99.89,60.4,1.99,99.89,1.99,1.99,1.99,1.99,10.38
2026-08-29 03:15:00,1.99,1.99,1.99,133.0,92.56,95.8,91.82,91.19,107.91,91.03,92.7,1.99,90.72,93.94,56.85,1.99,93.94,1.99,1.99,1.99,1.99,10.0
2026-08-29 03:30:00,1.93,1.93,1.93,137.68,91.86,95.22,91.19,90.44,108.12,90.32,92.27,1.93,90.0,93.2,56.38,1.93,93.2,1.93,1.93,1.93,1.93,9.78
2026-08-29 03:45:00,1.93,1.93,1.93,137.71,93.17,96.44,92.52,91.8,108.98,91.68,93.36,1.93,91.36,94.6,57.22,1.93,94.6,1.93,1.93,1.93,1.93,9.64
2026-08-29 04:00:00,1.98,1.98,1.98,117.14,97.22,98.57,96.99,96.64,107.03,96.58,97.58,1.98,96.21,99.67,60.27,1.98,99.67,1.98,1.98,1.98,1.98,10.01
2026-08-29 04:15:00,1.96,1.96,1.96,133.29,94.25,96.83,93.91,93.17,107.03,93.11,94.81,1.96,92.75,96.08,58.11,1.96,96.08,1.96,1.96,1.96,1.96,9.93
2026-08-29 04:30:00,2.0,2.0,2.0,145.07,92.0,95.45,91.6,90.55,109.24,90.52,92.49,2.0,90.16,93.39,56.53,2.0,93.39,2.0,2.0,2.0,2.0,10.36
2026-08-29 04:45:00,2.0,2.0,2.0,155.59,89.97,94.2,89.52,88.19,111.32,88.17,90.83,2.0,87.83,90.98,55.09,2.0,90.98,2.0,2.0,2.0,2.0,10.24
2026-08-29 05:00:00,2.2,2.2,2.2,119.09,99.49,100.81,99.26,98.92,106.11,98.87,99.76,2.2,98.76,102.03,61.76,2.2,102.03,2.2,2.2,2.2,2.2,11.06
2026-08-29 05:15:00,1.99,1.99,1.99,140.91,95.54,98.52,95.12,94.27,110.52,94.21,95.94,1.99,94.09,97.22,58.81,1.99,97.22,1.99,1.99,1.99,1.99,10.01
2026-08-29 05:30:00,1.93,1.93,1.93,149.39,95.66,99.14,95.23,94.18,113.19,94.17,96.34,1.93,94.03,97.16,58.75,1.93,97.16,1.93,1.93,1.93,1.93,9.52
2026-08-29 05:45:00,1.92,1.92,1.92,150.92,97.12,100.59,96.71,95.65,114.6,95.64,97.5,1.92,95.51,98.68,59.65,1.92,98.68,1.92,1.92,1.92,1.92,9.41
2026-08-29 06:00:00,1.99,1.99,1.99,128.77,98.91,101.95,97.2,97.89,118.37,97.73,99.52,1.99,96.81,100.65,60.85,1.99,100.65,1.99,1.99,1.99,1.99,10.0
2026-08-29 06:15:00,1.99,1.99,1.99,145.08,99.11,102.3,97.47,98.06,121.48,98.01,99.72,1.99,97.09,100.93,61.02,1.99,100.93,1.99,1.99,1.99,1.99,10.0
2026-08-29 06:30:00,1.98,1.98,1.98,154.15,98.48,101.28,97.19,97.58,120.2,97.64,99.33,1.98,96.73,100.56,60.8,1.98,100.56,1.98,1.98,1.98,1.98,9.85
2026-08-29 06:45:00,2.0,2.0,2.0,151.28,97.49,99.51,96.68,96.85,115.08,97.0,98.38,2.0,96.09,99.89,60.41,2.0,99.89,2.0,2.0,2.0,2.0,10.16
2026-08-29 07:00:00,2.3,2.3,2.3,172.32,108.0,110.27,107.2,107.27,128.5,107.45,109.01,2.3,106.51,110.66,66.95,2.3,110.66,2.3,2.3,2.3,2.3,11.45
2026-08-29 07:15:00,2.67,2.67,2.67,156.53,104.4,106.05,103.88,103.88,120.03,104.05,105.25,2.67,103.37,107.38,65.14,2.67,107.38,2.67,2.67,2.67,2.67,11.09
2026-08-29 07:30:00,2.97,2.97,2.97,146.45,101.24,102.66,100.79,100.79,115.33,100.94,101.97,2.97,102.69,106.1,65.16,3.08,107.62,2.97,2.98,2.96,2.95,11.58
2026-08-29 07:45:00,3.53,3.53,3.53,104.66,93.21,93.57,93.09,93.09,115.34,93.13,93.39,3.53,101.48,103.28,65.49,3.96,108.91,3.52,3.56,3.49,3.48,11.92
2026-08-29 08:00:00,3.5,3.5,3.5,164.11,107.45,109.52,106.11,106.81,131.01,106.95,108.25,3.5,106.51,110.37,67.26,3.5,110.37,3.5,3.5,3.5,3.5,11.42
2026-08-29 08:15:00,3.52,3.52,3.52,113.93,84.39,85.46,83.69,84.06,132.39,84.13,84.81,3.52,100.45,100.17,65.74,4.34,110.65,3.51,3.59,3.46,3.44,10.56
2026-08-29 08:30:00,3.31,3.31,3.31,46.75,41.91,42.08,41.79,41.85,154.09,41.87,41.98,3.32,89.18,81.26,62.78,5.63,111.12,3.28,3.5,3.13,3.07,9.89
2026-08-29 08:45:00,3.52,3.52,3.52,10.94,10.11,10.14,10.09,10.1,165.87,10.1,10.12,3.52,80.74,67.02,61.08,5.69,111.47,3.49,3.79,3.27,3.18,9.1
2026-08-29 09:00:00,3.71,3.71,3.71,22.18,18.98,18.98,18.4,18.56,164.7,18.49,18.16,3.71,83.29,70.77,61.8,5.35,111.38,3.69,3.97,3.49,3.4,9.71
2026-08-29 09:15:00,3.66,3.66,3.66,12.57,2.27,2.27,0.06,1.93,139.6,3.51,3.58,3.66,78.28,62.48,60.68,5.33,111.52,3.64,3.97,3.39,3.29,5.36
2026-08-29 09:30:00,3.5,3.5,3.5,11.55,1.08,1.08,-0.01,0.31,132.23,2.97,3.02,3.5,78.54,62.74,60.75,5.31,111.84,3.47,3.81,3.23,3.13,5.28
2026-08-29 09:45:00,3.04,3.04,3.04,10.08,0.19,0.0,-0.15,0.03,129.63,2.89,2.95,3.04,79.54,63.53,61.24,5.29,113.35,3.01,3.36,3.0,3.05,5.17
2026-08-29 10:00:00,3.69,3.69,3.69,33.54,0.53,0.0,-0.01,0.49,119.02,2.95,3.0,3.69,88.95,80.76,62.6,5.17,110.0,3.67,3.87,3.29,3.07,4.94
2026-08-29 10:15:00,3.15,3.15,3.15,24.49,0.32,0.0,-0.1,0.28,114.4,2.75,2.8,3.15,85.5,75.05,61.53,5.17,110.23,3.13,3.38,2.94,2.87,4.8
2026-08-29 10:30:00,2.82,2.82,2.82,29.59,0.09,-0.01,-0.51,0.0,113.48,2.44,2.49,2.82,88.89,79.77,62.61,5.18,111.67,2.8,3.03,2.62,2.56,4.52
2026-08-29 10:45:00,2.46,2.46,2.46,26.34,-0.14,-0.01,-0.75,-0.25,112.56,2.42,2.47,2.46,87.76,77.84,62.19,5.15,111.87,2.44,2.69,2.47,2.55,4.1
2026-08-29 11:00:00,2.87,2.87,2.87,27.24,0.98,-0.01,-1.1,-0.18,105.18,2.14,2.18,2.87,88.48,79.32,62.35,5.23,111.18,2.84,3.08,2.46,2.25,4.0
2026-08-29 11:15:00,2.57,2.57,2.57,25.41,-0.02,-0.02,-1.35,-0.62,104.72,2.14,2.18,2.57,87.92,78.42,62.05,5.11,111.19,2.54,2.79,2.34,2.25,3.97
2026-08-29 11:30:00,2.46,2.46,2.46,25.45,-0.05,-0.05,-1.39,-0.65,33.01,2.08,2.12,2.46,88.02,78.53,62.07,5.0,111.29,2.43,2.68,2.26,2.2,3.86
