date,EE,LT,LV,AT,BE,FR,GER,NL,PL,DK1,DK2,FI,NO1,NO2,NO3,NO4,NO5,SE1,SE2,SE3,SE4,SYS
2025-10-24 00:00:00,20.78,20.78,20.78,106.9,13.24,16.32,15.96,15.2,105.72,31.4,21.48,20.75,39.03,36.78,57.01,3.96,40.12,8.71,18.0,20.44,21.39,23.12
2025-10-24 00:15:00,18.87,18.87,18.87,89.43,19.04,22.39,19.4,19.4,105.26,19.4,19.4,17.12,27.45,25.65,42.01,5.24,28.32,9.99,16.75,18.63,19.33,16.31
2025-10-24 00:30:00,12.16,12.16,12.16,86.33,10.89,13.26,12.93,12.93,95.64,12.93,12.93,11.05,18.15,15.82,28.36,4.17,21.44,6.51,10.83,12.0,12.45,10.91
2025-10-24 00:45:00,8.76,8.76,8.76,69.91,8.72,11.62,9.05,9.05,92.84,9.05,9.05,8.74,14.09,11.97,23.16,1.73,17.12,3.76,7.59,8.62,9.01,5.36
2025-10-24 01:00:00,13.37,13.37,13.37,87.49,11.34,12.33,13.98,10.06,105.25,13.98,13.97,13.36,20.46,17.94,32.52,3.51,25.54,6.82,11.85,13.21,13.7,12.46
2025-10-24 01:15:00,9.76,9.76,9.76,82.81,8.57,12.47,10.02,6.76,98.21,10.02,10.02,9.74,17.28,14.99,26.41,2.29,22.7,4.7,8.66,9.63,9.99,8.55
2025-10-24 01:30:00,9.22,9.22,9.22,66.66,7.85,11.0,8.99,6.41,94.4,8.99,8.98,9.21,16.85,14.59,24.74,2.28,22.76,4.28,7.82,8.61,8.9,7.03
2025-10-24 01:45:00,8.64,8.64,8.64,50.47,5.48,7.89,6.35,4.38,85.98,6.35,6.35,8.63,16.0,13.68,21.44,1.89,23.26,3.02,5.74,6.17,6.33,5.52
2025-10-24 02:00:00,12.51,12.51,12.51,74.99,8.76,12.31,10.03,7.17,94.89,10.03,10.03,12.5,15.75,13.39,25.98,1.44,20.0,4.13,8.41,9.58,9.99,8.76
2025-10-24 02:15:00,12.51,12.51,12.51,73.77,5.57,9.23,6.88,3.93,87.52,6.88,6.88,12.5,10.8,9.19,17.8,1.12,13.71,2.85,5.77,6.57,6.86,5.52
2025-10-24 02:30:00,12.51,12.51,12.51,51.14,4.16,6.68,5.06,3.03,90.74,5.06,5.06,12.5,8.85,7.49,13.7,1.2,11.69,2.24,4.34,4.86,5.04,4.45
2025-10-24 02:45:00,13.12,13.12,13.12,43.15,3.36,5.5,4.13,2.41,86.86,4.26,4.26,13.11,8.57,7.14,12.56,1.21,11.91,1.91,3.71,4.1,4.25,4.24
2025-10-24 03:00:00,20.63,20.63,20.63,87.49,2.25,5.3,3.8,3.8,87.94,4.59,5.41,20.61,8.72,6.72,14.61,1.26,12.36,2.22,4.58,5.17,5.39,5.0
2025-10-24 03:15:00,20.63,20.63,20.63,85.01,-0.13,3.95,0.1,0.1,84.31,3.29,5.19,20.61,8.87,5.72,15.39,1.31,15.36,2.12,4.45,4.98,5.17,4.87
2025-10-24 03:30:00,15.92,15.92,15.92,50.43,-0.04,2.38,0.1,0.1,92.52,3.29,5.05,15.91,8.52,5.5,14.65,1.33,14.74,2.18,4.36,4.85,5.03,4.64
2025-10-24 03:45:00,15.92,15.92,15.92,50.42,-0.04,2.38,0.1,0.1,95.33,3.28,4.7,15.9,7.88,5.1,13.51,1.34,13.64,2.08,4.08,4.52,4.69,4.4
2025-10-24 04:00:00,16.56,16.56,16.56,47.84,1.41,2.86,2.52,2.5,89.03,3.37,4.27,16.54,6.65,5.18,10.89,1.85,9.73,2.07,3.7,4.1,4.25,4.26
2025-10-24 04:15:00,20.7,20.7,20.7,76.9,1.19,4.75,1.34,1.34,75.59,3.24,4.25,20.68,6.57,4.84,10.68,2.3,10.46,2.28,3.76,4.11,4.23,4.25
2025-10-24 04:30:00,21.62,21.62,21.62,87.62,1.68,5.36,2.33,2.27,95.69,3.27,4.27,21.6,6.71,5.17,11.03,1.99,9.96,2.05,3.7,4.11,4.26,4.27
2025-10-24 04:45:00,29.22,29.22,29.22,87.62,2.52,6.67,2.57,2.52,105.25,3.49,4.28,29.19,6.83,5.3,11.37,2.03,10.0,1.9,3.66,4.1,4.26,4.29
2025-10-24 05:00:00,20.78,20.78,20.78,48.84,3.57,4.13,4.13,3.88,96.39,4.13,4.24,20.75,6.71,5.53,11.13,1.44,8.47,1.76,3.55,4.04,4.22,3.4
2025-10-24 05:15:00,33.03,33.03,33.03,86.47,3.99,5.84,4.66,4.41,101.49,4.66,4.66,32.99,7.57,6.22,12.79,1.6,9.55,1.7,3.83,4.42,4.63,4.25
2025-10-24 05:30:00,51.46,51.46,51.46,106.05,7.0,11.34,7.35,7.0,99.04,7.35,7.35,51.4,11.88,9.79,20.0,2.59,14.94,2.75,6.07,6.99,7.31,7.63
2025-10-24 05:45:00,85.0,85.0,85.0,118.98,11.9,14.4,13.96,11.88,87.78,13.96,13.87,84.91,18.96,16.69,28.37,8.69,22.12,8.29,12.19,13.28,13.67,17.52
2025-10-24 06:00:00,97.71,97.71,97.71,89.87,6.62,9.74,7.31,7.31,97.71,7.31,7.31,78.75,11.2,9.34,18.83,2.55,13.44,2.28,5.6,6.47,6.81,8.86
2025-10-24 06:15:00,108.21,108.21,108.21,109.0,16.8,20.74,17.08,17.08,108.21,17.08,17.06,82.43,22.33,20.74,34.75,5.12,22.92,7.0,12.95,14.56,15.19,22.36
2025-10-24 06:30:00,125.97,125.97,125.97,124.99,17.97,15.43,28.18,28.18,125.97,28.18,28.17,84.65,33.99,32.58,45.0,4.41,34.52,16.67,25.43,26.95,27.56,34.0
2025-10-24 06:45:00,125.97,125.97,125.97,133.76,28.74,24.5,40.54,40.54,125.97,40.54,40.53,87.41,47.36,45.68,60.51,4.28,47.99,24.8,37.01,38.88,39.64,45.16
2025-10-24 07:00:00,105.72,105.72,105.72,122.85,34.8,26.9,50.6,50.6,105.72,50.6,50.6,65.93,50.98,50.96,51.15,2.83,50.99,38.05,49.99,50.34,50.58,50.44
2025-10-24 07:15:00,143.44,143.44,143.44,134.47,61.88,66.84,58.61,58.24,143.44,58.61,58.61,74.98,58.11,58.13,57.99,3.1,58.11,42.96,55.95,58.94,58.65,58.0
2025-10-24 07:30:00,144.21,144.21,144.21,131.96,76.86,81.26,72.7,73.21,160.16,72.7,72.71,110.25,60.77,61.22,56.72,3.42,60.59,39.85,45.72,80.91,73.68,61.18
2025-10-24 07:45:00,130.9,130.9,130.9,129.96,83.57,87.9,78.03,79.63,157.08,78.03,78.04,119.55,64.63,67.52,59.1,3.57,60.9,42.17,48.08,87.09,79.1,63.97
2025-10-24 08:00:00,137.86,137.86,137.86,136.65,93.09,97.73,85.7,88.39,167.03,85.7,85.72,137.7,68.78,74.17,61.05,3.91,61.46,43.7,48.68,96.57,86.78,69.49
2025-10-24 08:15:00,150.18,150.18,150.18,136.06,96.4,100.97,88.96,91.69,157.74,88.97,88.99,149.99,69.16,74.76,60.41,3.88,61.67,42.61,45.87,101.74,90.23,70.0
2025-10-24 08:30:00,137.55,137.55,137.55,130.64,93.64,97.82,85.87,90.1,137.55,85.87,85.89,137.38,69.08,74.6,61.36,3.83,61.59,43.98,49.15,96.64,86.94,69.99
2025-10-24 08:45:00,110.74,110.74,110.74,127.9,87.36,91.3,78.95,85.2,125.65,78.95,78.96,110.62,68.47,73.74,62.91,3.7,61.08,46.5,55.54,85.55,79.6,68.39
2025-10-24 09:00:00,148.91,148.91,148.91,139.98,96.99,101.73,88.37,93.52,148.91,88.37,88.39,148.74,68.78,74.23,60.16,8.59,61.48,43.59,45.83,101.0,89.89,68.88
2025-10-24 09:15:00,122.71,122.71,122.71,131.38,89.24,94.07,81.15,84.49,122.71,81.15,81.16,122.57,67.61,72.5,61.21,6.69,60.9,45.09,51.3,89.8,82.19,67.43
2025-10-24 09:30:00,89.9,89.9,89.9,126.74,80.61,85.9,71.86,75.42,121.49,71.86,71.87,89.8,65.87,69.53,62.45,6.39,60.69,47.27,57.86,75.59,72.31,64.68
2025-10-24 09:45:00,85.29,85.29,85.29,93.03,68.88,71.64,64.81,66.17,111.61,64.81,64.82,85.2,60.1,62.92,57.89,6.32,60.26,42.54,51.45,69.94,66.37,60.75
2025-10-24 10:00:00,126.21,126.21,126.21,125.62,83.67,88.46,75.8,79.0,126.21,75.8,75.83,126.06,60.6,61.2,55.21,6.48,60.37,38.61,41.68,86.43,77.43,60.37
2025-10-24 10:15:00,105.72,105.72,105.72,109.24,70.61,75.02,63.27,66.31,105.72,63.27,63.31,105.59,59.65,58.59,67.64,6.5,60.03,28.89,34.6,73.53,66.5,58.52
2025-10-24 10:30:00,105.12,105.12,105.12,79.5,56.63,59.22,52.97,54.1,105.12,54.1,54.14,104.98,56.05,53.48,75.93,8.97,56.97,14.9,18.68,66.73,58.57,53.96
2025-10-24 10:45:00,105.72,105.72,105.72,61.97,43.55,45.62,41.17,41.52,105.72,41.52,41.58,105.57,52.79,49.74,76.83,6.03,53.9,12.17,19.64,53.25,48.2,49.97
2025-10-24 11:00:00,104.25,104.25,104.25,101.73,59.99,63.58,56.08,56.88,104.25,56.88,56.91,104.11,52.15,50.58,64.12,5.99,52.71,18.67,21.62,66.8,58.65,50.09
2025-10-24 11:15:00,107.62,107.62,107.62,85.5,49.98,53.99,44.28,46.13,107.62,46.13,46.17,107.47,48.96,46.56,67.73,6.14,49.84,12.8,17.33,55.47,49.15,46.35
2025-10-24 11:30:00,114.38,114.38,114.38,88.9,32.45,37.67,26.58,27.79,114.38,27.79,27.79,114.23,42.61,40.0,63.45,5.08,43.59,10.35,19.95,28.17,28.09,35.76
2025-10-24 11:45:00,86.04,86.04,86.04,74.49,19.78,24.88,5.06,23.36,105.72,23.36,23.37,85.93,29.48,27.73,43.42,4.95,30.12,8.55,13.74,26.2,24.71,26.0
2025-10-24 12:00:00,86.45,86.45,86.45,89.0,24.27,27.57,5.02,39.39,97.71,39.39,39.44,86.34,40.76,40.69,40.72,5.51,40.78,13.68,13.0,51.93,44.0,40.0
2025-10-24 12:15:00,85.15,85.15,85.15,80.6,14.27,19.58,0.0,17.68,107.62,38.75,38.8,85.04,39.99,39.92,40.0,5.37,40.01,13.4,12.72,51.11,43.3,38.1
2025-10-24 12:30:00,85.66,85.66,85.66,80.0,11.24,17.62,0.0,8.51,119.19,38.74,38.79,85.55,39.99,39.91,40.0,5.16,40.0,13.17,12.44,51.25,43.35,37.29
2025-10-24 12:45:00,85.7,85.7,85.7,80.0,8.26,14.73,-0.01,2.92,126.04,38.17,38.21,85.59,39.33,39.31,38.85,5.31,39.32,13.37,12.64,50.38,42.67,35.6
2025-10-24 13:00:00,77.21,77.21,77.21,75.0,9.11,15.66,0.0,2.93,110.36,37.1,37.12,77.12,38.32,38.22,38.85,2.73,38.35,19.74,24.19,42.14,38.63,36.33
2025-10-24 13:15:00,80.01,80.01,80.01,79.24,7.39,13.57,-0.01,1.9,124.84,33.32,33.33,79.91,34.86,34.37,38.85,2.59,35.04,19.4,25.76,34.88,33.45,35.0
2025-10-24 13:30:00,85.05,85.05,85.05,73.0,3.47,8.02,-0.01,-0.04,127.87,30.11,30.11,84.95,31.86,31.08,38.35,2.66,32.16,17.18,23.75,31.1,30.18,33.13
2025-10-24 13:45:00,93.68,93.68,93.68,73.0,2.88,7.24,-0.02,-0.36,113.65,26.74,26.74,93.57,29.84,28.84,36.21,2.55,31.26,17.02,24.15,26.69,26.72,31.58
2025-10-24 14:00:00,155.0,155.0,155.0,74.55,4.58,9.65,-0.02,0.39,122.72,31.01,31.01,96.1,32.23,31.96,34.57,2.25,32.34,22.0,29.68,30.89,30.99,30.77
2025-10-24 14:15:00,166.7,166.7,166.7,78.83,4.78,10.12,-0.01,0.35,111.68,29.16,29.16,93.71,30.81,30.36,34.17,2.27,31.23,20.07,27.4,29.11,29.15,30.33
2025-10-24 14:30:00,180.69,180.69,180.69,85.74,4.46,10.03,-0.01,-0.01,107.62,27.49,27.49,98.1,29.99,29.54,31.81,2.18,31.18,19.83,26.91,27.26,27.47,28.38
2025-10-24 14:45:00,203.21,203.21,203.21,108.9,5.44,11.39,0.0,4.74,100.11,25.42,25.42,100.0,29.45,28.71,31.58,2.34,31.83,17.04,23.23,25.71,25.44,27.99
2025-10-24 15:00:00,108.08,108.08,108.08,74.1,4.01,9.22,-0.01,0.01,108.08,20.18,20.18,86.44,31.63,30.11,28.99,2.42,40.0,15.71,20.7,20.38,20.21,25.99
2025-10-24 15:15:00,109.5,109.5,109.5,82.49,8.16,12.6,0.0,13.11,109.5,19.69,19.7,87.52,31.39,29.89,28.18,2.51,40.0,14.62,18.96,20.34,19.76,25.56
2025-10-24 15:30:00,109.5,109.5,109.5,102.64,12.59,16.59,2.24,24.64,109.5,25.58,25.6,86.54,33.94,33.25,27.93,2.43,40.0,13.85,15.44,31.59,27.74,27.11
2025-10-24 15:45:00,111.63,111.63,111.63,109.02,18.36,22.2,5.01,34.01,111.63,34.01,34.05,85.27,40.71,41.69,31.58,2.23,40.32,14.47,14.25,45.0,38.04,31.58
2025-10-24 16:00:00,107.0,107.0,107.0,42.72,9.18,11.84,5.03,10.41,107.0,10.41,10.43,69.74,41.37,42.0,26.89,6.11,40.0,7.66,7.8,13.55,11.69,25.99
2025-10-24 16:15:00,114.69,114.69,114.69,91.16,28.5,25.0,26.67,31.82,114.69,31.82,31.86,69.03,45.28,45.67,34.83,5.62,44.39,14.49,13.0,42.14,35.67,34.57
2025-10-24 16:30:00,124.04,124.04,124.04,108.87,50.14,40.03,50.22,50.22,124.04,50.22,50.23,74.74,48.17,48.09,46.65,5.42,48.31,25.3,27.81,55.27,51.3,46.41
2025-10-24 16:45:00,137.33,137.33,137.33,133.58,66.17,45.94,67.36,67.36,137.33,67.36,67.38,125.21,52.61,52.53,50.56,5.99,52.71,27.11,26.2,78.99,68.33,52.72
2025-10-24 17:00:00,116.32,116.32,116.32,69.42,50.41,47.7,49.82,49.82,116.32,49.82,49.84,75.4,54.96,55.59,39.54,6.0,53.59,15.88,11.8,55.23,52.69,51.06
2025-10-24 17:15:00,139.64,139.64,139.64,102.59,61.78,55.81,62.25,62.25,139.64,62.26,62.26,105.51,58.36,59.16,39.39,6.44,56.61,14.36,6.56,68.88,62.67,57.93
2025-10-24 17:30:00,168.93,168.93,168.93,134.47,64.71,41.83,70.18,71.24,168.93,70.18,70.2,133.2,60.24,61.06,40.74,6.96,58.43,14.95,5.0,81.54,71.62,59.17
2025-10-24 17:45:00,175.83,175.83,175.83,133.72,84.31,64.13,82.79,100.1,182.65,82.79,84.13,175.42,62.54,63.48,43.78,8.59,60.56,17.53,4.99,101.07,85.39,60.59
2025-10-24 18:00:00,107.62,107.62,107.62,112.7,71.69,73.82,68.51,73.93,107.62,68.51,67.21,67.33,64.71,66.31,45.97,9.29,61.67,27.49,27.09,60.53,66.97,61.66
2025-10-24 18:15:00,131.01,131.01,131.01,127.96,80.0,82.97,70.88,86.01,131.01,70.88,70.88,67.97,66.0,68.57,43.68,6.49,61.32,25.46,24.12,63.31,70.66,62.73
2025-10-24 18:30:00,154.99,154.99,154.99,131.96,86.53,89.56,78.44,90.77,134.9,78.44,78.44,65.12,67.47,70.74,36.99,6.15,61.44,22.32,17.35,69.06,78.3,63.97
2025-10-24 18:45:00,155.0,155.0,155.0,129.22,95.4,97.12,80.61,109.28,136.41,80.61,80.61,60.2,68.36,72.13,32.77,6.06,61.35,19.52,12.27,70.07,80.43,64.49
2025-10-24 19:00:00,133.55,133.55,133.55,130.52,95.82,98.55,85.15,100.32,133.55,85.15,85.13,49.99,67.8,70.29,31.44,6.35,62.8,19.54,11.43,72.38,83.13,61.31
2025-10-24 19:15:00,127.0,127.0,127.0,129.29,83.53,87.97,72.73,84.22,127.0,72.73,72.71,45.0,66.65,68.51,30.01,6.49,62.69,14.59,6.05,60.51,71.09,59.98
2025-10-24 19:30:00,110.44,110.44,110.44,119.08,79.56,83.57,70.56,79.56,110.44,70.56,70.49,35.6,65.95,67.55,31.0,6.49,62.48,13.07,5.2,53.55,63.71,59.42
2025-10-24 19:45:00,97.71,97.71,97.71,112.7,75.5,78.63,70.01,75.5,97.71,70.01,69.95,33.99,64.06,65.63,29.54,6.23,60.63,12.93,5.0,53.75,63.77,57.58
2025-10-24 20:00:00,130.96,130.96,130.96,133.68,79.59,84.58,70.01,78.97,116.98,70.01,69.97,43.64,60.32,61.74,28.84,5.88,57.22,14.84,7.91,56.55,65.63,54.2
2025-10-24 20:15:00,99.91,99.91,99.91,132.5,66.98,71.49,62.38,66.4,98.12,62.38,62.33,35.6,58.28,59.64,28.5,5.84,55.35,12.44,6.04,47.9,56.35,49.97
2025-10-24 20:30:00,95.32,95.32,95.32,117.45,50.83,54.23,49.01,52.53,95.32,49.01,48.92,34.99,57.1,58.26,31.63,5.97,54.64,9.42,5.0,32.26,39.36,46.76
2025-10-24 20:45:00,88.75,88.75,88.75,107.16,48.36,51.3,46.8,50.1,88.75,46.8,46.73,26.0,52.39,53.49,28.55,5.78,50.08,9.37,5.0,31.88,38.53,40.03
2025-10-24 21:00:00,174.29,174.29,174.29,135.14,64.62,69.29,60.52,63.81,94.59,60.52,60.29,32.99,51.98,53.03,29.5,12.95,49.81,11.4,6.69,26.78,32.94,45.34
2025-10-24 21:15:00,157.4,157.4,157.4,132.5,49.09,51.66,51.5,51.5,91.09,51.5,51.32,35.59,48.95,49.96,27.15,11.19,46.84,9.56,5.0,24.49,30.34,37.63
2025-10-24 21:30:00,73.05,73.05,73.05,113.7,34.6,37.17,36.69,36.69,88.52,36.69,36.61,35.59,45.57,46.45,26.44,6.93,43.76,8.12,5.0,22.8,27.93,24.01
2025-10-24 21:45:00,40.0,40.0,40.0,58.34,18.65,15.56,17.32,28.0,86.34,17.32,17.29,34.0,32.91,33.5,19.74,5.9,31.66,6.13,5.0,11.93,13.92,12.18
2025-10-24 22:00:00,62.15,62.15,62.15,125.4,34.87,34.65,36.41,36.41,105.72,36.41,36.29,36.63,36.04,36.77,20.43,12.64,34.5,9.53,5.73,19.28,23.3,20.09
2025-10-24 22:15:00,55.48,55.48,55.48,121.02,26.37,24.56,28.45,28.45,104.52,28.45,28.37,32.99,29.07,29.58,17.75,6.42,27.99,6.85,5.0,15.55,18.7,14.91
2025-10-24 22:30:00,52.12,52.12,52.12,104.19,30.69,34.45,30.82,30.82,81.68,30.82,30.72,14.97,30.96,31.52,18.57,6.45,29.78,7.15,4.99,16.41,19.83,13.97
2025-10-24 22:45:00,38.18,38.18,38.18,89.0,20.07,23.73,20.01,20.0,51.6,20.01,19.96,9.69,20.29,20.63,12.95,5.99,19.59,6.31,4.99,11.73,13.74,6.83
2025-10-24 23:00:00,49.75,49.75,49.75,109.84,22.89,27.27,23.19,23.2,102.03,23.19,23.14,19.72,23.67,23.92,17.84,5.68,23.16,9.05,9.11,15.22,17.17,13.77
2025-10-24 23:15:00,30.42,30.42,30.42,88.91,7.44,11.69,7.52,7.52,83.78,7.52,7.52,12.01,9.58,9.45,8.22,3.69,10.74,4.87,5.0,6.83,7.37,5.17
2025-10-24 23:30:00,35.54,35.54,35.54,102.28,4.88,9.75,5.27,5.27,50.81,5.27,5.15,8.11,5.47,5.44,5.78,3.01,5.52,4.44,4.99,5.1,5.15,4.94
2025-10-24 23:45:00,23.16,23.16,23.16,75.3,3.93,7.71,3.89,4.01,23.16,4.01,4.01,5.48,4.22,4.21,4.3,3.3,4.29,3.77,3.96,3.98,3.99,3.8
2025-10-25 00:00:00,30.55,30.55,30.55,110.5,3.98,7.58,3.26,3.26,97.01,3.26,3.26,5.37,7.38,-15.6,18.28,8.33,48.12,5.53,4.69,3.49,3.11,4.3
2025-10-25 00:15:00,30.0,30.0,30.0,107.0,4.93,8.41,4.21,4.21,98.78,4.21,4.21,5.41,18.03,11.77,15.6,6.02,29.03,5.45,5.37,4.53,4.27,5.18
