date,EE,LT,LV,AT,BE,FR,GER,NL,PL,DK1,DK2,FI,NO1,NO2,NO3,NO4,NO5,SE1,SE2,SE3,SE4,SYS
2025-03-01 00:00:00,170.08,170.08,170.08,128.95,125.56,118.24,128.19,126.47,128.34,128.19,128.2,40.0,43.28,43.96,7.88,3.37,38.68,2.7,6.24,36.85,46.88,40.1
2025-03-01 01:00:00,120.48,120.48,120.48,120.77,118.93,114.86,120.38,119.47,120.48,120.38,120.38,34.81,43.09,43.73,6.28,3.34,38.59,4.21,4.19,38.94,43.09,40.0
2025-03-01 02:00:00,117.15,117.15,117.15,117.29,116.34,114.23,117.09,116.61,117.15,117.09,117.09,44.27,43.2,43.64,6.14,3.38,38.88,4.43,4.43,34.22,42.93,40.32
2025-03-01 03:00:00,112.42,112.42,112.42,113.16,108.45,98.07,112.15,109.9,112.42,112.15,112.15,32.56,42.98,43.52,5.93,3.41,38.52,4.61,4.62,38.06,42.56,39.56
2025-03-01 04:00:00,109.94,109.94,109.94,110.47,107.08,99.6,109.75,108.05,109.94,109.75,109.75,33.85,43.0,43.52,5.76,3.5,38.52,4.95,4.98,33.96,42.32,39.94
2025-03-01 05:00:00,114.68,114.68,114.68,115.5,110.27,98.93,114.38,111.88,114.68,111.88,111.89,50.01,43.24,43.67,6.38,3.41,38.69,5.01,7.37,33.56,44.1,41.85
2025-03-01 06:00:00,120.75,120.75,120.75,128.97,116.02,108.15,118.86,117.1,120.75,117.1,117.11,71.74,43.86,43.86,6.99,3.87,39.39,5.33,11.51,46.79,46.89,42.86
2025-03-01 07:00:00,136.23,136.23,136.23,138.04,132.76,124.48,135.79,133.82,136.23,133.82,135.81,136.23,43.87,44.62,9.91,3.54,39.18,5.75,12.19,51.41,51.28,44.57
2025-03-01 08:00:00,139.12,139.12,139.12,139.99,134.79,123.85,138.79,136.25,139.12,138.3,138.82,139.13,44.35,46.95,27.15,2.69,40.41,5.56,13.42,67.6,66.64,46.9
2025-03-01 09:00:00,150.06,150.06,150.06,139.59,131.22,113.39,137.74,133.48,138.28,137.74,137.77,150.07,44.76,47.33,27.38,2.5,40.75,5.65,13.47,67.76,67.17,46.94
2025-03-01 10:00:00,141.95,141.95,141.95,127.7,116.1,91.1,125.08,119.44,125.81,125.08,125.08,141.96,45.6,46.68,9.97,2.76,40.67,10.78,11.47,34.3,47.83,45.34
2025-03-01 11:00:00,160.0,160.0,160.0,114.67,103.32,78.71,112.11,106.43,119.98,112.11,112.1,160.0,44.35,43.97,8.16,2.55,40.39,11.15,13.08,26.94,37.64,43.44
2025-03-01 12:00:00,141.96,141.96,141.96,103.83,96.65,80.88,102.21,98.63,120.5,98.63,102.21,141.96,44.28,43.69,8.01,2.3,40.17,10.82,16.4,38.05,38.98,42.6
2025-03-01 13:00:00,105.0,105.0,105.0,99.96,88.05,61.79,97.27,91.41,130.07,91.45,97.27,105.0,44.25,43.26,6.38,1.86,40.42,14.39,17.08,26.83,33.48,41.71
2025-03-01 14:00:00,114.71,114.71,114.71,104.02,83.5,38.14,99.39,89.1,128.13,89.1,99.39,114.7,47.36,43.07,8.47,1.7,39.66,11.55,13.62,27.48,37.43,40.91
2025-03-01 15:00:00,112.04,112.04,112.04,122.63,89.07,31.73,109.23,96.4,121.52,97.5,97.8,105.0,41.95,43.05,6.63,1.83,39.79,10.18,11.97,30.97,34.7,40.39
2025-03-01 16:00:00,137.04,137.04,137.04,135.01,106.42,52.04,125.41,113.54,123.28,120.18,125.41,137.04,42.0,43.13,7.0,2.05,39.55,5.11,6.3,39.89,40.04,40.76
2025-03-01 17:00:00,169.89,169.89,169.89,159.27,128.6,80.77,145.0,134.81,138.06,133.86,145.0,125.0,43.64,43.71,8.5,2.25,39.96,4.11,4.59,43.48,43.47,41.95
2025-03-01 18:00:00,150.14,150.14,150.14,161.46,136.71,119.02,158.55,152.0,150.14,152.0,158.55,59.72,43.62,43.49,6.83,2.23,40.05,3.71,4.08,43.21,43.22,40.01
2025-03-01 19:00:00,143.42,143.42,143.42,155.07,138.25,128.4,150.78,146.76,143.42,146.76,150.78,34.99,40.29,43.34,5.03,1.93,39.05,3.78,4.21,36.74,38.0,37.23
2025-03-01 20:00:00,134.17,134.17,134.17,143.0,131.56,115.05,137.29,133.41,134.17,133.41,133.41,7.79,39.24,43.27,3.54,1.71,38.32,3.78,4.24,23.99,36.03,33.89
2025-03-01 21:00:00,127.42,127.42,127.42,131.66,123.76,110.27,128.6,125.43,127.42,125.43,125.42,10.11,36.91,43.48,3.94,1.66,36.8,3.72,4.16,14.58,17.88,31.37
2025-03-01 22:00:00,168.17,168.17,168.17,124.39,121.1,114.44,123.57,122.03,123.61,122.03,122.03,4.19,34.75,43.84,3.53,1.64,35.48,3.61,4.03,4.58,4.85,25.9
2025-03-01 23:00:00,119.92,119.92,119.92,119.92,119.92,119.92,119.92,119.92,119.92,119.92,119.92,3.42,30.05,43.63,3.56,1.64,35.57,3.05,3.39,3.58,3.72,18.65
2025-03-02 00:00:00,123.55,123.55,123.55,124.3,124.0,124.07,123.94,123.97,123.55,108.67,102.61,2.39,31.99,41.52,4.28,1.46,34.26,2.38,2.62,8.02,12.25,7.8
2025-03-02 01:00:00,105.44,105.44,105.44,109.47,107.87,108.23,107.54,107.72,105.44,107.54,57.86,2.28,29.51,41.23,4.16,1.63,34.03,2.18,2.34,4.7,6.65,5.95
2025-03-02 02:00:00,98.31,98.31,98.31,100.25,99.48,99.66,99.32,99.41,98.31,99.32,30.22,1.96,29.55,40.98,4.27,1.62,33.87,1.95,2.07,3.11,4.08,5.0
2025-03-02 03:00:00,85.14,85.14,85.14,94.9,93.33,93.68,93.01,93.19,90.9,104.84,21.37,1.52,29.87,40.66,4.05,1.63,33.92,1.52,1.53,1.31,1.34,4.57
2025-03-02 04:00:00,85.14,85.14,85.14,97.08,94.72,95.24,94.23,94.49,91.06,94.23,19.06,1.59,29.71,40.5,3.1,1.73,33.95,1.59,1.57,1.46,1.52,4.29
2025-03-02 05:00:00,90.25,90.25,90.25,97.33,94.55,95.17,93.98,94.3,90.25,93.98,19.05,1.58,31.94,40.53,3.21,1.85,33.88,1.58,1.52,1.48,1.56,4.39
2025-03-02 06:00:00,89.43,89.43,89.43,101.66,96.85,97.92,95.89,96.43,89.43,95.89,43.56,1.7,34.03,40.55,3.35,1.9,33.88,1.7,1.65,2.66,3.47,4.57
2025-03-02 07:00:00,97.97,97.97,97.97,106.84,103.33,104.14,102.6,103.0,97.97,102.6,90.69,1.9,34.87,40.58,3.06,1.95,34.45,1.9,1.88,3.02,3.89,5.0
2025-03-02 08:00:00,101.7,101.7,101.7,104.41,103.33,103.58,103.11,103.23,101.7,103.11,103.11,1.95,35.87,40.64,3.44,2.03,35.16,1.95,1.92,2.81,3.5,5.47
2025-03-02 09:00:00,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,2.0,35.96,40.82,3.76,2.14,35.27,2.0,1.96,2.02,2.1,5.52
2025-03-02 10:00:00,68.3,68.3,68.3,68.3,68.3,68.3,68.3,68.3,68.3,68.3,33.71,1.63,37.41,40.32,4.37,2.05,35.73,1.63,1.54,1.46,1.49,4.78
2025-03-02 11:00:00,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,11.22,1.3,37.56,39.17,4.57,1.88,35.66,1.3,1.18,1.01,1.03,4.04
2025-03-02 12:00:00,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,21.37,7.4,0.93,32.95,33.55,6.1,2.28,33.08,0.92,0.67,0.05,-0.11,3.59
2025-03-02 13:00:00,9.92,9.92,9.92,20.1,-6.97,20.1,3.13,-3.0,9.92,3.13,3.14,1.11,28.24,28.94,6.02,2.18,28.72,1.11,0.93,0.2,-0.07,2.6
2025-03-02 14:00:00,22.03,22.03,22.03,59.24,-6.73,22.37,2.84,-3.86,24.29,2.85,2.85,1.3,31.28,32.07,6.09,2.23,32.0,1.29,1.14,0.58,0.43,2.94
2025-03-02 15:00:00,59.37,59.37,59.37,78.43,50.97,51.9,50.73,50.7,59.37,44.0,19.0,2.03,36.59,35.88,5.01,2.35,34.42,2.03,1.97,1.88,1.91,4.32
