date,EE,LT,LV,AT,BE,FR,GER,NL,PL,DK1,DK2,FI,NO1,NO2,NO3,NO4,NO5,SE1,SE2,SE3,SE4,SYS
2025-08-23 00:00:00,82.48,82.48,82.48,95.33,95.33,95.33,95.33,95.33,95.33,95.33,82.67,82.47,82.72,91.57,4.43,1.74,49.13,9.9,10.11,47.76,82.62,55.54
2025-08-23 01:00:00,79.78,79.78,79.78,89.32,89.32,89.32,89.32,89.32,89.32,89.32,79.87,79.78,79.02,89.06,4.3,1.66,48.08,6.92,7.02,45.27,79.85,43.97
2025-08-23 02:00:00,78.18,78.18,78.18,86.91,88.59,80.94,87.76,89.08,87.71,87.76,78.25,78.18,77.16,87.19,4.01,1.13,45.85,6.0,6.08,44.9,78.23,39.65
2025-08-23 03:00:00,79.92,79.92,79.92,84.34,86.06,78.21,85.21,86.57,85.16,85.21,85.21,79.92,75.36,84.69,3.84,1.16,45.39,5.29,5.35,43.96,76.52,31.43
2025-08-23 04:00:00,83.13,83.13,83.13,84.38,86.72,76.06,85.56,87.41,85.49,85.56,85.56,83.13,76.95,85.01,2.57,1.16,45.28,5.17,5.28,44.61,77.5,31.23
2025-08-23 05:00:00,85.55,85.55,85.55,84.79,86.39,79.1,85.6,86.87,85.55,85.6,85.6,85.56,77.1,85.18,3.42,1.08,44.22,5.08,7.3,45.29,78.86,29.98
2025-08-23 06:00:00,86.63,86.63,86.63,86.35,86.93,84.28,86.67,87.11,87.87,86.67,86.67,86.63,74.67,82.28,3.7,1.08,44.65,5.31,7.64,44.03,76.19,36.48
2025-08-23 07:00:00,86.77,86.77,86.77,86.73,86.82,86.42,86.78,86.84,92.1,86.78,86.78,86.78,78.23,84.94,3.69,1.04,48.98,6.38,9.7,45.51,78.93,38.87
2025-08-23 08:00:00,95.42,83.38,83.38,82.84,90.0,79.15,83.57,86.55,83.38,83.57,83.57,95.43,80.76,88.63,3.79,1.03,49.31,9.28,13.7,48.54,80.74,41.06
2025-08-23 09:00:00,90.48,55.83,55.83,71.01,75.93,55.02,62.9,70.1,55.83,62.9,61.38,90.48,57.52,57.09,3.56,2.11,43.39,10.89,10.2,34.16,55.93,26.08
2025-08-23 10:00:00,81.06,13.42,13.42,18.92,21.38,15.85,14.69,23.66,11.64,14.69,13.81,81.06,33.18,33.07,3.36,2.83,24.78,10.17,11.98,13.25,13.72,6.89
2025-08-23 11:00:00,45.06,8.29,12.51,3.36,3.73,3.46,3.29,4.01,3.31,4.01,4.01,45.06,5.79,5.76,4.03,1.98,5.46,4.54,4.17,4.07,4.02,3.8
2025-08-23 12:00:00,28.78,22.41,22.41,1.34,2.18,1.82,1.32,3.0,1.3,3.0,3.0,28.78,7.54,7.48,4.18,1.34,6.91,3.66,3.31,3.09,3.02,3.2
2025-08-23 13:00:00,22.19,22.19,22.19,0.06,1.15,0.75,0.06,2.01,1.17,2.01,2.01,22.19,7.87,7.8,3.8,1.19,7.13,2.69,2.38,2.12,2.03,2.24
2025-08-23 14:00:00,20.84,8.3,12.51,0.15,0.93,0.65,0.07,1.83,13.79,1.84,2.07,20.84,9.34,9.26,4.27,1.1,8.43,2.88,2.53,2.2,2.09,2.29
2025-08-23 15:00:00,45.08,3.86,13.01,3.52,3.52,3.52,3.52,3.52,29.29,3.52,3.85,45.08,30.59,30.32,4.09,1.19,23.96,4.38,3.93,3.85,3.85,3.85
2025-08-23 16:00:00,87.44,10.46,12.82,13.5,12.14,11.99,12.1,12.1,72.64,12.1,10.53,87.44,38.05,37.78,3.66,1.93,29.3,7.91,10.05,10.44,10.51,7.99
2025-08-23 17:00:00,97.05,70.43,70.43,81.26,68.91,38.38,72.19,72.0,109.07,72.19,71.43,97.05,69.97,75.93,4.1,0.98,46.22,6.88,11.06,41.15,70.45,25.03
2025-08-23 18:00:00,115.38,115.38,115.38,101.48,97.19,76.9,100.31,98.23,124.11,100.31,100.31,115.39,81.82,91.57,4.3,0.97,49.74,4.97,8.73,46.63,83.83,48.97
2025-08-23 19:00:00,128.73,128.73,128.73,111.25,112.45,106.96,112.22,113.12,115.71,112.22,112.23,128.74,84.23,93.39,4.69,0.98,52.85,2.84,5.69,46.11,87.2,58.92
2025-08-23 20:00:00,127.43,127.43,127.43,122.22,122.53,118.85,123.67,124.01,127.43,123.67,123.67,127.44,93.79,99.91,3.8,1.05,48.98,3.03,5.83,51.76,97.26,60.88
2025-08-23 21:00:00,120.38,120.38,120.38,120.02,120.7,117.12,120.43,121.0,120.38,120.43,120.43,120.39,89.42,100.0,3.69,1.09,51.66,2.37,4.94,48.59,92.38,59.43
2025-08-23 22:00:00,111.16,111.16,111.16,111.16,111.16,111.16,111.16,111.16,111.16,111.16,111.16,111.16,90.42,103.03,3.7,1.09,48.36,2.25,4.62,49.19,93.96,52.83
2025-08-23 23:00:00,88.75,88.75,88.75,104.97,105.29,105.3,105.28,105.29,106.61,105.28,105.28,88.75,85.0,98.11,4.11,1.1,47.02,3.24,3.74,47.72,88.67,45.21
2025-08-24 00:00:00,86.93,86.93,86.93,100.5,100.5,100.5,100.5,100.5,100.5,100.5,100.5,86.93,85.24,97.29,2.04,1.81,45.26,5.88,3.41,47.03,86.96,33.03
2025-08-24 01:00:00,83.68,83.68,83.68,95.11,95.14,95.0,95.13,95.15,95.12,95.13,95.12,83.68,81.43,93.21,2.11,1.73,43.06,5.26,3.41,45.3,83.68,23.41
2025-08-24 02:00:00,81.91,81.91,81.91,93.62,94.93,88.99,94.41,95.33,94.27,94.41,94.41,81.91,79.36,91.24,2.58,1.65,42.6,5.7,3.19,44.2,81.9,16.25
2025-08-24 03:00:00,90.95,90.95,90.95,91.18,92.74,85.66,92.13,93.22,91.96,92.13,92.13,90.95,78.31,89.37,2.66,1.24,42.97,5.29,3.29,44.1,80.71,13.92
2025-08-24 04:00:00,80.0,80.0,80.0,90.15,91.93,83.61,91.2,92.48,91.01,91.2,91.2,80.0,78.05,89.03,2.1,1.5,43.24,5.59,3.41,44.6,79.28,12.66
2025-08-24 05:00:00,78.25,78.25,78.25,90.36,91.4,86.53,90.97,91.72,90.86,90.97,90.97,78.24,75.55,85.1,2.1,1.1,42.95,5.96,3.63,42.13,76.37,9.99
2025-08-24 06:00:00,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,74.54,83.32,2.51,1.17,43.45,6.07,3.63,41.21,75.32,12.91
