date,EE,LT,LV,AT,BE,FR,GER,NL,PL,DK1,DK2,FI,NO1,NO2,NO3,NO4,NO5,SE1,SE2,SE3,SE4,SYS
2026-04-02 00:00:00,56.04,56.04,56.04,141.81,133.59,116.23,139.4,136.66,140.5,136.7,139.33,12.73,114.2,116.12,72.31,13.33,110.78,12.96,6.97,50.75,67.04,92.15
2026-04-02 00:15:00,56.71,56.71,56.71,129.01,127.07,122.98,128.44,127.8,128.7,127.8,128.37,13.7,114.13,115.98,72.03,14.65,110.77,13.94,7.87,51.45,67.65,91.48
2026-04-02 00:30:00,58.43,58.43,58.43,121.55,121.55,121.55,121.55,121.55,121.55,121.55,121.5,16.63,114.03,115.93,72.83,17.72,110.61,16.86,10.92,53.31,69.07,91.64
2026-04-02 00:45:00,59.91,59.91,59.91,119.3,119.3,119.3,119.3,119.3,119.3,119.3,119.24,19.95,113.66,115.39,75.12,20.43,110.58,20.16,14.66,55.03,70.06,91.94
2026-04-02 01:00:00,56.47,56.47,56.47,125.43,125.43,125.43,125.43,125.43,125.43,125.43,125.37,17.1,111.37,112.1,73.25,16.23,109.77,16.32,10.77,51.72,66.68,89.92
2026-04-02 01:15:00,57.4,57.4,57.4,119.36,119.36,119.36,119.36,119.36,119.36,119.36,119.3,25.54,111.34,112.06,73.77,18.14,109.74,17.91,12.44,52.73,67.45,90.0
2026-04-02 01:30:00,59.25,59.25,59.25,116.61,116.61,116.61,116.61,116.61,116.61,116.61,116.55,27.99,111.21,112.07,73.45,21.58,109.34,20.68,15.12,54.67,69.11,91.26
2026-04-02 01:45:00,59.4,59.4,59.4,114.58,114.58,114.58,114.58,114.58,114.58,114.58,114.52,29.35,110.13,110.84,74.59,22.49,108.59,22.18,17.0,55.0,68.88,90.0
2026-04-02 02:00:00,56.39,56.39,56.39,116.9,116.9,116.9,116.9,116.9,116.9,116.89,116.84,27.12,109.34,110.92,76.6,17.4,109.16,19.48,15.29,52.22,65.48,91.47
2026-04-02 02:15:00,58.03,58.03,58.03,114.44,114.44,114.44,114.44,114.44,114.44,114.44,114.39,28.43,109.93,110.73,75.49,19.97,109.08,20.99,16.45,53.82,67.23,91.83
2026-04-02 02:30:00,58.4,58.4,58.4,113.75,113.75,113.75,113.75,113.75,113.75,113.74,113.69,30.0,109.22,110.08,77.02,21.0,108.75,22.68,18.51,54.36,67.23,91.41
