date,EE,LT,LV,AT,BE,FR,GER,NL,PL,DK1,DK2,FI,NO1,NO2,NO3,NO4,NO5,SE1,SE2,SE3,SE4,SYS
2024-10-25 00:00:00,167.67,167.67,167.67,78.27,68.93,57.0,82.5,82.5,96.3,82.5,82.5,4.0,5.77,34.28,2.87,2.87,5.77,2.87,2.87,4.0,4.0,9.51
2024-10-25 01:00:00,80.85,80.85,80.85,75.07,59.66,40.09,82.07,82.07,82.35,82.07,82.07,2.42,5.02,34.51,2.42,2.42,5.02,2.42,2.42,2.42,2.42,6.94
2024-10-25 02:00:00,80.3,80.3,80.3,75.35,71.66,41.04,79.69,79.69,85.23,79.69,79.69,2.12,4.02,34.92,2.12,2.12,4.02,2.12,2.12,2.12,2.12,4.99
2024-10-25 03:00:00,167.67,167.67,167.67,77.44,62.84,42.3,82.6,82.6,82.91,82.6,82.6,2.0,3.25,35.34,2.0,2.0,3.25,2.0,2.0,2.0,2.0,4.95
2024-10-25 04:00:00,83.07,83.07,83.07,74.47,53.0,18.7,84.47,84.47,87.63,84.47,84.47,2.1,4.02,37.98,2.1,2.1,4.02,2.1,2.1,2.1,2.1,6.02
2024-10-25 05:00:00,150.01,150.01,150.01,86.74,63.9,35.78,94.59,94.59,100.2,94.59,94.59,5.06,5.06,39.95,2.65,2.65,5.06,2.65,2.65,5.06,5.06,11.38
2024-10-25 06:00:00,168.12,168.12,168.12,117.03,74.29,46.02,108.94,103.43,168.12,108.94,108.94,22.06,22.06,45.0,2.86,2.86,22.06,2.86,2.86,22.06,22.06,21.9
2024-10-25 07:00:00,250.06,250.06,250.06,143.07,86.52,55.05,123.75,120.03,226.9,123.75,123.75,31.32,31.32,42.89,3.07,3.07,31.32,3.07,3.07,31.32,31.32,26.19
2024-10-25 08:00:00,250.01,250.01,250.01,138.33,105.17,67.72,150.59,143.2,150.93,150.59,150.59,40.17,40.17,44.94,3.21,3.21,40.17,3.21,3.21,40.17,40.17,28.92
2024-10-25 09:00:00,150.07,150.07,150.07,115.66,99.04,79.64,122.43,118.74,121.01,122.43,122.43,34.51,34.51,41.76,3.2,3.2,34.51,3.2,3.2,34.51,34.51,24.42
