date,EE,LT,LV,AT,BE,FR,GER,NL,PL,DK1,DK2,FI,NO1,NO2,NO3,NO4,NO5,SE1,SE2,SE3,SE4,SYS
2025-02-01 00:00:00,131.89,131.89,131.89,138.25,137.06,137.18,136.93,137.0,131.89,136.93,136.93,5.01,41.8,42.64,19.75,4.82,39.04,3.79,3.05,27.66,50.15,35.32
2025-02-01 01:00:00,96.79,96.79,96.79,130.41,129.53,129.61,129.42,129.48,125.69,128.91,129.11,3.63,41.53,42.51,17.44,4.86,38.12,3.64,2.99,26.56,49.14,33.6
2025-02-01 02:00:00,50.19,50.19,50.19,125.01,124.32,124.38,124.24,124.28,121.27,124.24,124.24,3.08,41.5,42.42,18.41,4.99,38.44,3.09,2.39,26.57,49.65,33.21
2025-02-01 03:00:00,49.97,49.97,49.97,119.3,118.5,116.96,119.12,118.72,119.16,119.12,119.12,2.74,41.26,42.19,18.06,4.99,38.19,2.76,2.05,26.28,49.43,32.31
2025-02-01 04:00:00,49.61,49.61,49.61,120.02,114.8,104.73,118.86,116.2,119.13,110.46,113.48,2.36,41.73,42.85,15.3,4.99,37.74,2.37,1.74,25.93,49.14,32.38
2025-02-01 05:00:00,88.99,88.99,88.99,121.57,116.96,108.17,120.54,118.22,120.78,99.41,106.75,2.52,43.04,44.26,14.88,4.98,38.63,2.51,1.92,27.01,50.37,32.78
2025-02-01 06:00:00,52.48,52.48,52.48,127.33,126.34,124.45,127.1,126.61,127.16,116.4,120.28,2.94,44.45,45.7,15.79,5.07,40.05,2.94,2.33,28.05,52.01,35.09
2025-02-01 07:00:00,61.61,61.61,61.61,144.74,144.74,144.74,144.74,144.74,144.74,125.46,132.72,3.49,50.04,55.45,22.82,5.49,43.31,3.48,2.61,32.8,60.95,37.74
2025-02-01 08:00:00,153.46,153.46,153.46,153.46,153.46,153.46,153.46,153.46,153.46,147.65,149.78,3.7,65.53,76.22,11.85,6.83,49.0,3.69,3.18,39.64,74.17,39.52
2025-02-01 09:00:00,133.99,133.99,133.99,142.44,142.44,142.44,142.44,142.44,142.44,142.44,142.44,4.22,122.77,128.36,9.91,7.5,98.64,4.22,3.6,70.14,133.53,40.16
2025-02-01 10:00:00,125.74,125.74,125.74,128.4,128.4,128.4,128.4,128.4,128.4,128.4,128.4,4.81,115.71,121.0,8.9,8.02,92.84,4.81,4.28,65.72,125.34,39.9
2025-02-01 11:00:00,117.62,117.62,117.62,120.08,120.08,120.08,120.08,120.08,120.08,120.08,120.09,5.11,108.0,112.85,9.46,8.28,87.99,5.11,4.6,61.68,117.23,40.53
2025-02-01 12:00:00,107.98,107.98,107.98,110.29,110.29,110.29,110.29,110.29,118.83,110.29,110.29,6.85,99.67,104.2,8.4,7.98,80.0,5.33,4.94,57.97,107.66,40.67
2025-02-01 13:00:00,101.23,101.23,101.23,103.4,103.4,103.4,103.4,103.4,121.05,103.4,103.4,12.76,93.59,97.84,7.91,7.76,74.99,5.34,4.99,57.57,100.94,40.48
2025-02-01 14:00:00,105.94,105.94,105.94,113.7,113.7,113.7,113.7,113.7,119.68,113.7,113.7,5.38,97.93,102.4,7.96,7.85,78.4,5.37,5.0,56.34,105.63,40.91
2025-02-01 15:00:00,126.68,126.68,126.68,130.68,125.0,113.66,129.49,126.73,129.82,128.1,129.49,6.4,117.14,122.53,7.66,8.36,93.45,5.43,5.0,67.32,126.32,41.81
2025-02-01 16:00:00,150.57,150.57,150.57,155.85,144.41,124.88,154.43,149.46,154.92,152.11,154.43,20.0,138.3,144.52,10.88,9.55,113.29,5.53,4.91,86.09,150.07,46.09
2025-02-01 17:00:00,164.77,164.77,164.77,165.93,149.13,132.1,168.27,163.39,168.14,166.35,168.27,31.69,151.88,158.81,10.17,9.5,123.43,5.58,5.0,99.09,164.26,50.0
2025-02-01 18:00:00,163.98,163.98,163.98,166.68,161.18,155.79,167.51,165.77,167.45,167.51,167.51,36.78,151.64,158.61,9.6,8.5,123.04,5.52,5.14,101.35,163.51,50.0
2025-02-01 19:00:00,159.59,159.59,159.59,162.98,162.98,162.98,162.98,162.98,162.98,162.98,162.99,20.42,147.22,153.96,10.05,9.43,119.42,5.55,4.97,91.06,159.09,45.6
2025-02-01 20:00:00,153.27,153.27,153.27,156.6,156.6,156.6,156.6,156.6,156.6,155.95,156.6,6.64,142.19,148.77,8.16,8.91,113.56,6.03,5.63,81.11,152.86,44.91
2025-02-01 21:00:00,142.15,142.15,142.15,145.24,145.24,145.24,145.24,145.24,145.24,145.24,145.25,17.38,132.03,138.12,7.99,8.58,104.89,6.15,5.84,80.74,141.77,44.4
2025-02-01 22:00:00,86.6,86.6,86.6,141.73,141.73,141.73,141.73,141.73,141.73,141.73,141.74,18.92,80.4,83.96,7.81,8.38,64.53,6.48,6.19,53.25,86.36,42.83
2025-02-01 23:00:00,99.98,99.98,99.98,131.74,131.74,131.74,131.74,131.74,131.74,131.74,131.74,15.66,55.97,58.35,7.87,7.31,45.49,7.04,6.84,38.15,59.89,41.8
2025-02-02 00:00:00,54.09,54.09,54.09,133.26,133.26,133.26,133.26,133.26,133.26,133.26,133.26,10.55,50.31,52.33,9.5,5.59,41.89,6.88,6.89,32.18,53.94,42.82
2025-02-02 01:00:00,126.91,126.91,126.91,126.91,126.91,126.91,126.91,126.91,126.91,126.91,126.91,6.81,49.35,51.31,9.54,5.13,41.22,6.83,6.58,30.01,53.4,42.4
2025-02-02 02:00:00,122.99,122.99,122.99,122.99,122.99,122.99,122.99,122.99,122.99,122.99,122.99,6.87,49.37,51.38,8.92,4.83,40.96,6.89,6.66,29.95,53.21,41.98
2025-02-02 03:00:00,120.66,120.66,120.66,120.66,120.66,120.66,120.66,120.66,120.66,120.66,120.67,6.65,50.07,52.15,8.5,4.69,41.22,6.64,6.87,29.84,53.14,41.68
2025-02-02 04:00:00,122.34,122.34,122.34,122.34,122.34,122.34,122.34,122.34,122.34,122.34,122.34,6.52,49.64,51.7,8.64,4.64,40.9,6.51,6.76,29.62,52.81,41.33
2025-02-02 05:00:00,123.41,123.41,123.41,123.41,123.41,123.41,123.41,123.41,123.41,123.41,123.42,6.81,51.94,54.16,8.18,4.46,42.52,6.8,7.02,31.34,55.09,41.72
2025-02-02 06:00:00,128.09,128.09,128.09,128.09,128.09,128.09,128.09,128.09,128.09,128.09,128.09,7.01,70.0,73.22,7.03,4.48,56.18,7.0,7.24,41.04,73.98,42.34
2025-02-02 07:00:00,135.9,135.9,135.9,135.9,135.9,135.9,135.9,135.9,135.9,135.9,135.9,8.73,119.92,125.69,6.45,4.45,94.64,8.04,9.06,67.57,125.59,43.53
2025-02-02 08:00:00,137.3,137.3,137.3,137.3,137.3,137.3,137.3,137.3,137.3,137.3,137.3,8.62,126.79,132.89,6.93,4.43,99.22,8.6,9.02,70.99,134.0,43.66
2025-02-02 09:00:00,137.7,137.7,137.7,137.7,137.7,137.7,137.7,137.7,137.7,137.7,137.7,11.33,127.09,133.27,6.89,4.43,98.93,10.08,11.56,71.57,131.67,45.45
2025-02-02 10:00:00,130.04,130.04,130.04,130.04,130.04,130.04,130.04,130.04,130.04,130.04,130.04,13.41,120.02,125.84,7.1,4.44,93.67,11.92,13.53,68.14,123.39,44.61
2025-02-02 11:00:00,129.33,129.33,129.33,129.33,129.33,129.33,129.33,129.33,129.33,129.33,129.33,17.12,119.27,125.13,6.47,4.34,92.16,14.5,17.02,68.38,119.8,44.9
2025-02-02 12:00:00,122.24,122.24,122.24,122.24,122.24,122.24,122.24,122.24,122.24,122.24,122.24,17.68,112.75,118.27,6.76,4.34,87.23,14.91,17.53,65.14,112.59,44.34
